source_relation,amazon_order_id,order_item_id,asin,seller_sku,title,product_info_detail_number_of_items,scheduled_delivery_start_date,scheduled_delivery_end_date,quantity_ordered,quantity_shipped,item_price_amount,item_price_currency_code,item_tax_amount,item_tax_currency_code,shipping_discount_amount,shipping_discount_currency_code,shipping_discount_tax_amount,shipping_discount_tax_currency_code,shipping_price_amount,shipping_price_currency_code,shipping_tax_amount,shipping_tax_currency_code,promotion_discount_amount,promotion_discount_currency_code,promotion_discount_tax_amount,promotion_discount_tax_currency_code,condition_id,condition_note,condition_subtype_id,buyer_requested_cancel_reason,is_buyer_requested_cancel,deemed_reseller_category,ioss_number,is_gift,is_transparency,is_serial_number_required,store_chain_store_id,tax_collection_model,tax_collection_responsible_party
amazon_selling_partner.public,ORDER00065,ITEM00065,B0E7STG9714,SKU-5423,Wireless Mouse,7,2025-01-26,2025-01-29,2,3,97.740000,USD,9.790000,,2.430000,USD,1.130000,USD,4.040000,USD,0.120000,USD,0.060000,USD,0.500000,USD,Preorder,Note for condition 65,Other,Found cheaper,f,UOSS,IOSS-35460,f,f,f,Store-10,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00066,ITEM00066,B0E7STG4951,SKU-1248,Phone Case,4,2025-01-28,2025-01-29,1,8,95.390000,USD,1.730000,,6.320000,USD,1.840000,USD,0.090000,USD,2.830000,USD,8.510000,USD,4.940000,USD,Preorder,Note for condition 66,New,Found cheaper,t,UOSS,IOSS-61892,f,t,t,Store-97,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00067,ITEM00067,B0E7STG9825,SKU-1505,Wireless Mouse,9,2025-01-28,2025-02-01,3,8,5.530000,USD,4.750000,,9.480000,USD,0.360000,USD,2.640000,USD,2.350000,USD,3.830000,USD,2.620000,USD,Preorder,Note for condition 67,Mint,Found cheaper,t,UOSS,IOSS-89393,f,f,f,Store-60,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00068,ITEM00068,B0E7STG6668,SKU-3665,Wireless Mouse,5,2025-01-23,2025-01-31,4,2,68.860000,USD,7.770000,,5.770000,USD,0.650000,USD,14.960000,USD,2.940000,USD,8.060000,USD,2.720000,USD,Preorder,Note for condition 68,Very Good,Changed mind,f,UOSS,IOSS-28124,f,t,f,Store-77,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00069,ITEM00069,B0E7STG6940,SKU-1142,Bluetooth Speaker,6,2025-01-26,2025-01-29,6,10,10.260000,USD,2.870000,,6.560000,USD,1.810000,USD,1.390000,USD,0.530000,USD,11.720000,USD,0.730000,USD,Preorder,Note for condition 69,Acceptable,Delayed delivery,f,UOSS,IOSS-58852,f,f,t,Store-84,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00070,ITEM00070,B0E7STG1464,SKU-9082,Phone Case,4,2025-01-24,2025-02-02,3,5,75.220000,USD,5.250000,,4.490000,USD,0.920000,USD,17.120000,USD,4.860000,USD,12.880000,USD,2.120000,USD,Preorder,Note for condition 70,Poor,Found cheaper,f,UOSS,IOSS-55250,f,f,t,Store-14,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00071,ITEM00071,B0E7STG2635,SKU-2150,Phone Case,8,2025-01-27,2025-02-01,10,0,69.380000,USD,2.250000,,3.370000,USD,0.590000,USD,3.030000,USD,2.320000,USD,4.180000,USD,2.720000,USD,Preorder,Note for condition 71,Club,Changed mind,f,UOSS,IOSS-61612,f,f,f,Store-21,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00072,ITEM00072,B0E7STG6311,SKU-8459,Phone Case,1,2025-01-28,2025-01-31,10,5,66.760000,USD,6.350000,,0.360000,USD,0.820000,USD,0.940000,USD,0.320000,USD,16.330000,USD,4.420000,USD,Preorder,Note for condition 72,OEM,Found cheaper,t,UOSS,IOSS-18437,f,f,f,Store-74,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00073,ITEM00073,B0E7STG2301,SKU-3291,Bluetooth Speaker,3,2025-01-28,2025-01-31,6,5,53.530000,USD,7.570000,,7.150000,USD,0.040000,USD,10.580000,USD,4.920000,USD,7.760000,USD,4.160000,USD,Collectible,Note for condition 73,Warranty,Found cheaper,f,UOSS,IOSS-18091,f,t,t,Store-80,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00074,ITEM00074,B0E7STG7800,SKU-4328,Bluetooth Speaker,8,2025-01-26,2025-01-29,4,10,19.440000,USD,4.720000,,0.250000,USD,1.160000,USD,1.130000,USD,4.310000,USD,13.820000,USD,2.620000,USD,Collectible,Note for condition 74,Refurbished Warrnty,Delayed delivery,f,UOSS,IOSS-62355,f,t,f,Store-24,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00075,ITEM00075,B0E7STG6338,SKU-1953,Phone Case,1,2025-01-25,2025-02-02,10,4,32.480000,USD,1.850000,,8.240000,USD,0.230000,USD,16.040000,USD,2.260000,USD,17.760000,USD,1.310000,USD,Collectible,Note for condition 75,Refurbished,Found cheaper,f,UOSS,IOSS-60489,f,t,f,Store-45,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00076,ITEM00076,B0E7STG6512,SKU-3884,Bluetooth Speaker,4,2025-01-27,2025-01-31,6,9,41.110000,USD,7.510000,,7.060000,USD,1.400000,USD,8.540000,USD,0.830000,USD,4.650000,USD,1.550000,USD,Collectible,Note for condition 76,Open Box,Found cheaper,f,UOSS,IOSS-82427,f,f,f,Store-50,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00077,ITEM00077,B0E7STG5084,SKU-9759,Bluetooth Speaker,3,2025-01-28,2025-02-02,7,5,82.850000,USD,9.490000,,6.610000,USD,0.860000,USD,17.200000,USD,1.160000,USD,3.150000,USD,2.230000,USD,Collectible,Note for condition 77,Any,Delayed delivery,t,UOSS,IOSS-65398,t,f,t,Store-53,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00078,ITEM00078,B0E7STG1689,SKU-4741,Wireless Mouse,8,2025-01-23,2025-01-29,10,4,64.850000,USD,4.040000,,2.560000,USD,0.670000,USD,15.260000,USD,3.960000,USD,5.420000,USD,1.790000,USD,Collectible,Note for condition 78,Other,Changed mind,t,UOSS,IOSS-19629,f,f,f,Store-72,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00079,ITEM00079,B0E7STG1501,SKU-5010,Bluetooth Speaker,10,2025-01-26,2025-02-01,4,5,24.090000,USD,7.320000,,3.210000,USD,0.430000,USD,4.830000,USD,2.980000,USD,9.550000,USD,4.850000,USD,Collectible,Note for condition 79,New,Changed mind,t,UOSS,IOSS-85635,f,f,f,Store-9,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00080,ITEM00080,B0E7STG3302,SKU-4774,Laptop Stand,3,2025-01-26,2025-02-01,6,9,89.450000,USD,4.260000,,6.960000,USD,0.670000,USD,0.530000,USD,1.540000,USD,16.610000,USD,2.740000,USD,Collectible,Note for condition 80,Mint,Changed mind,f,UOSS,IOSS-35059,t,f,t,Store-57,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00081,ITEM00081,B0E7STG4846,SKU-1259,Bluetooth Speaker,1,2025-01-26,2025-02-01,4,8,70.630000,USD,7.370000,,2.510000,USD,1.090000,USD,5.620000,USD,2.040000,USD,2.420000,USD,3.340000,USD,Collectible,Note for condition 81,Very Good,Changed mind,t,UOSS,IOSS-52174,f,f,t,Store-64,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00082,ITEM00082,B0E7STG1857,SKU-5853,Bluetooth Speaker,5,2025-01-28,2025-02-01,7,2,23.480000,USD,3.310000,,4.420000,USD,1.630000,USD,18.510000,USD,0.460000,USD,16.130000,USD,1.480000,USD,Preorder,Note for condition 82,Acceptable,Found cheaper,f,UOSS,IOSS-11370,f,f,t,Store-81,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00083,ITEM00083,B0E7STG9484,SKU-6783,Phone Case,2,2025-01-27,2025-01-29,10,1,75.350000,USD,3.310000,,7.110000,USD,0.030000,USD,5.160000,USD,1.520000,USD,2.890000,USD,2.150000,USD,Collectible,Note for condition 83,Poor,Changed mind,f,UOSS,IOSS-15130,f,t,t,Store-43,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00084,ITEM00084,B0E7STG9270,SKU-3475,Phone Case,7,2025-01-24,2025-01-29,3,8,12.570000,USD,2.110000,,1.770000,USD,1.420000,USD,0.530000,USD,2.290000,USD,13.180000,USD,4.900000,USD,Collectible,Note for condition 84,Club,Delayed delivery,f,UOSS,IOSS-19751,f,f,t,Store-66,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00085,ITEM00085,B0E7STG1444,SKU-4638,Laptop Stand,5,2025-01-28,2025-01-31,2,1,77.140000,USD,4.820000,,3.590000,USD,0.930000,USD,0.930000,USD,0.860000,USD,2.860000,USD,4.330000,USD,Collectible,Note for condition 85,OEM,Changed mind,f,UOSS,IOSS-86561,f,f,f,Store-74,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00086,ITEM00086,B0E7STG4557,SKU-7487,Bluetooth Speaker,5,2025-01-26,2025-02-02,10,2,34.790000,USD,0.770000,,2.440000,USD,1.000000,USD,13.590000,USD,1.900000,USD,10.600000,USD,3.050000,USD,Collectible,Note for condition 86,Warranty,Found cheaper,f,UOSS,IOSS-62540,f,t,f,Store-56,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00087,ITEM00087,B0E7STG4684,SKU-3345,Laptop Stand,9,2025-01-27,2025-02-01,3,0,20.850000,USD,8.050000,,1.190000,USD,0.530000,USD,2.060000,USD,4.380000,USD,11.740000,USD,1.870000,USD,Collectible,Note for condition 87,Refurbished Warrnty,Found cheaper,t,UOSS,IOSS-15580,f,f,t,Store-99,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00088,ITEM00088,B0E7STG4263,SKU-1661,Bluetooth Speaker,10,2025-01-27,2025-01-29,9,7,37.370000,USD,4.780000,,5.650000,USD,1.380000,USD,5.790000,USD,3.670000,USD,3.140000,USD,1.640000,USD,Collectible,Note for condition 88,Refurbished,Found cheaper,f,UOSS,IOSS-53336,f,f,t,Store-15,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00089,ITEM00089,B0E7STG4368,SKU-8327,Bluetooth Speaker,4,2025-01-24,2025-02-01,5,1,66.930000,USD,6.890000,,3.460000,USD,0.080000,USD,5.790000,USD,2.100000,USD,13.170000,USD,1.120000,USD,Collectible,Note for condition 89,Open Box,Changed mind,t,UOSS,IOSS-41167,t,f,t,Store-23,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00090,ITEM00090,B0E7STG9074,SKU-8929,Laptop Stand,10,2025-01-25,2025-02-02,1,6,31.580000,USD,3.250000,,0.820000,USD,1.640000,USD,19.350000,USD,1.050000,USD,10.820000,USD,1.070000,USD,Collectible,Note for condition 90,Any,Changed mind,t,UOSS,IOSS-81335,f,t,t,Store-77,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00091,ITEM00091,B0E7STG9062,SKU-3778,Bluetooth Speaker,6,2025-01-28,2025-01-31,6,10,82.090000,USD,2.520000,,9.810000,USD,0.790000,USD,6.440000,USD,1.720000,USD,2.910000,USD,0.830000,USD,Club,Note for condition 91,Other,Delayed delivery,f,UOSS,IOSS-86984,t,t,f,Store-82,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00092,ITEM00092,B0E7STG5938,SKU-9173,Wireless Mouse,2,2025-01-24,2025-02-02,8,6,77.480000,USD,4.410000,,0.940000,USD,0.810000,USD,17.940000,USD,3.650000,USD,11.930000,USD,0.720000,USD,Club,Note for condition 92,New,Found cheaper,f,UOSS,IOSS-17974,f,t,f,Store-91,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00093,ITEM00093,B0E7STG1636,SKU-1335,Bluetooth Speaker,5,2025-01-23,2025-01-31,2,8,33.990000,USD,2.150000,,3.060000,USD,0.680000,USD,16.430000,USD,0.620000,USD,17.450000,USD,3.680000,USD,Club,Note for condition 93,Mint,Found cheaper,t,UOSS,IOSS-23538,f,t,f,Store-2,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00094,ITEM00094,B0E7STG2699,SKU-7417,Wireless Mouse,6,2025-01-24,2025-01-31,3,4,52.880000,USD,2.780000,,5.900000,USD,1.010000,USD,18.030000,USD,4.450000,USD,1.150000,USD,3.870000,USD,Club,Note for condition 94,Very Good,Changed mind,f,UOSS,IOSS-39006,f,f,f,Store-24,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00095,ITEM00095,B0E7STG3532,SKU-8833,Wireless Mouse,9,2025-01-24,2025-01-29,2,10,79.810000,USD,5.960000,,2.650000,USD,1.850000,USD,2.870000,USD,0.760000,USD,16.420000,USD,2.020000,USD,Club,Note for condition 95,Acceptable,Delayed delivery,t,UOSS,IOSS-51381,f,f,f,Store-56,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00096,ITEM00096,B0E7STG3510,SKU-4613,Laptop Stand,4,2025-01-23,2025-01-31,8,7,53.860000,USD,8.270000,,6.500000,USD,0.020000,USD,5.210000,USD,2.730000,USD,15.240000,USD,3.280000,USD,Club,Note for condition 96,Poor,Delayed delivery,t,UOSS,IOSS-48516,f,f,f,Store-74,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00097,ITEM00097,B0E7STG3787,SKU-7169,Laptop Stand,4,2025-01-25,2025-01-31,5,4,81.570000,USD,5.890000,,2.270000,USD,0.560000,USD,8.990000,USD,0.400000,USD,17.910000,USD,4.950000,USD,Club,Note for condition 97,Club,Delayed delivery,f,UOSS,IOSS-32302,f,t,t,Store-89,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00098,ITEM00098,B0E7STG5917,SKU-7785,Laptop Stand,3,2025-01-28,2025-01-29,9,7,67.310000,USD,9.070000,,7.860000,USD,1.140000,USD,5.760000,USD,4.460000,USD,7.590000,USD,1.830000,USD,Club,Note for condition 98,OEM,Found cheaper,t,UOSS,IOSS-75135,t,f,t,Store-43,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00099,ITEM00099,B0E7STG1691,SKU-1316,Laptop Stand,6,2025-01-26,2025-02-01,7,2,26.770000,USD,6.210000,,7.120000,USD,0.510000,USD,3.050000,USD,0.960000,USD,1.250000,USD,3.670000,USD,Club,Note for condition 99,Warranty,Found cheaper,f,UOSS,IOSS-80566,t,t,f,Store-46,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00097,ITEM00100,B0E7STG1854,SKU-1374,Wireless Mouse,4,2025-01-28,2025-02-02,1,0,483.460000,USD,41.560000,,7.310000,USD,0.970000,USD,12.990000,USD,4.100000,USD,19.750000,USD,3.990000,USD,New,Note for condition 7,Warranty,Found cheaper,t,IOSS,IOSS-55443,t,t,f,Store-76,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00098,ITEM00101,B0E7STG9733,SKU-5116,Bluetooth Speaker,4,2025-01-24,2025-01-29,7,5,229.650000,USD,8.700000,,7.800000,USD,0.660000,USD,1.030000,USD,2.320000,USD,13.850000,USD,2.310000,USD,Used,Note for condition 30,Acceptable,Changed mind,t,IOSS,IOSS-41846,f,t,f,Store-84,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00099,ITEM00102,B0E7STG6021,SKU-4513,Bluetooth Speaker,5,2025-01-26,2025-01-29,7,0,182.120000,USD,1.760000,,6.980000,USD,1.720000,USD,18.820000,USD,2.630000,USD,10.040000,USD,0.560000,USD,New,Note for condition 16,Acceptable,Found cheaper,f,IOSS,IOSS-47794,t,t,f,Store-49,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00099,ITEM00103,B0E7STG3030,SKU-8804,Bluetooth Speaker,10,2025-01-26,2025-02-01,1,0,420.090000,USD,2.070000,,3.210000,USD,0.430000,USD,4.830000,USD,2.980000,USD,9.550000,USD,4.850000,USD,Collectible,Note for condition 79,New,Changed mind,t,UOSS,IOSS-85635,f,f,f,Store-9,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00099,ITEM00104,B0E7STG6479,SKU-5928,Bluetooth Speaker,1,2025-01-23,2025-01-29,4,3,59.460000,USD,46.620000,,0.900000,USD,1.670000,USD,7.040000,USD,3.990000,USD,11.590000,USD,1.150000,USD,Used,Note for condition 31,Poor,Delayed delivery,f,IOSS,IOSS-17820,t,t,t,Store-2,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00099,ITEM00105,B0E7STG6497,SKU-1018,Bluetooth Speaker,9,2025-01-24,2025-01-30,1,1,93.080000,USD,11.130000,,3.490000,USD,0.530000,USD,3.390000,USD,4.730000,USD,11.210000,USD,1.350000,USD,New,Note for condition 9,Refurbished,Found cheaper,t,IOSS,IOSS-67162,t,f,f,Store-52,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00100,ITEM00106,B0E7STG1462,SKU-7951,Bluetooth Speaker,10,2025-01-26,2025-02-01,6,6,193.970000,USD,45.160000,,3.210000,USD,0.430000,USD,4.830000,USD,2.980000,USD,9.550000,USD,4.850000,USD,Collectible,Note for condition 79,New,Changed mind,t,UOSS,IOSS-85635,f,f,f,Store-9,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00100,ITEM00107,B0E7STG9343,SKU-7313,Wireless Mouse,6,2025-01-24,2025-01-31,10,8,451.950000,USD,41.590000,,5.900000,USD,1.010000,USD,18.030000,USD,4.450000,USD,1.150000,USD,3.870000,USD,Club,Note for condition 94,Very Good,Changed mind,f,UOSS,IOSS-39006,f,f,f,Store-24,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00100,ITEM00108,B0E7STG3821,SKU-9055,Bluetooth Speaker,10,2025-01-27,2025-01-29,8,8,158.590000,USD,31.540000,,5.650000,USD,1.380000,USD,5.790000,USD,3.670000,USD,3.140000,USD,1.640000,USD,Collectible,Note for condition 88,Refurbished,Found cheaper,f,UOSS,IOSS-53336,f,f,t,Store-15,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00100,ITEM00109,B0E7STG8215,SKU-5988,Wireless Mouse,9,2025-01-24,2025-01-29,10,1,481.210000,USD,48.500000,,2.650000,USD,1.850000,USD,2.870000,USD,0.760000,USD,16.420000,USD,2.020000,USD,Club,Note for condition 95,Acceptable,Delayed delivery,t,UOSS,IOSS-51381,f,f,f,Store-56,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00101,ITEM00110,B0E7STG4044,SKU-9986,Phone Case,1,2025-01-28,2025-01-31,1,1,490.520000,USD,39.370000,,0.360000,USD,0.820000,USD,0.940000,USD,0.320000,USD,16.330000,USD,4.420000,USD,Preorder,Note for condition 72,OEM,Found cheaper,t,UOSS,IOSS-18437,f,f,f,Store-74,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00102,ITEM00111,B0E7STG3359,SKU-2110,Laptop Stand,8,2025-01-27,2025-02-01,2,0,39.190000,USD,10.030000,,2.870000,USD,0.940000,USD,3.930000,USD,3.680000,USD,19.210000,USD,4.580000,USD,Club,Note for condition 13,New,Found cheaper,f,IOSS,IOSS-42781,t,t,f,Store-78,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00102,ITEM00112,B0E7STG4373,SKU-4927,Bluetooth Speaker,5,2025-01-26,2025-01-29,7,3,448.350000,USD,20.800000,,6.980000,USD,1.720000,USD,18.820000,USD,2.630000,USD,10.040000,USD,0.560000,USD,New,Note for condition 16,Acceptable,Found cheaper,f,IOSS,IOSS-47794,t,t,f,Store-49,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00102,ITEM00113,B0E7STG8395,SKU-5657,Wireless Mouse,6,2025-01-24,2025-02-02,3,1,273.440000,USD,14.000000,,1.140000,USD,1.910000,USD,15.270000,USD,2.250000,USD,11.410000,USD,2.950000,USD,New,Note for condition 18,Club,Changed mind,f,IOSS,IOSS-42187,f,t,f,Store-45,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00102,ITEM00114,B0E7STG3741,SKU-7123,Bluetooth Speaker,4,2025-01-24,2025-01-29,10,7,118.470000,USD,29.040000,,7.800000,USD,0.660000,USD,1.030000,USD,2.320000,USD,13.850000,USD,2.310000,USD,Used,Note for condition 30,Acceptable,Changed mind,t,IOSS,IOSS-41846,f,t,f,Store-84,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00102,ITEM00115,B0E7STG2668,SKU-8412,Wireless Mouse,9,2025-01-28,2025-02-01,8,4,75.020000,USD,10.310000,,9.480000,USD,0.360000,USD,2.640000,USD,2.350000,USD,3.830000,USD,2.620000,USD,Preorder,Note for condition 67,Mint,Found cheaper,t,UOSS,IOSS-89393,f,f,f,Store-60,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00103,ITEM00116,B0E7STG2059,SKU-2051,Bluetooth Speaker,1,2025-01-27,2025-01-29,5,0,75.880000,USD,12.160000,,0.110000,USD,1.610000,USD,0.230000,USD,3.340000,USD,3.980000,USD,4.580000,USD,Used,Note for condition 29,Very Good,Found cheaper,t,IOSS,IOSS-86958,f,t,f,Store-2,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00103,ITEM00117,B0E7STG4967,SKU-5052,Bluetooth Speaker,5,2025-01-26,2025-01-29,2,0,433.460000,USD,8.080000,,6.980000,USD,1.720000,USD,18.820000,USD,2.630000,USD,10.040000,USD,0.560000,USD,New,Note for condition 16,Acceptable,Found cheaper,f,IOSS,IOSS-47794,t,t,f,Store-49,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00103,ITEM00118,B0E7STG9732,SKU-5862,Phone Case,2,2025-01-24,2025-01-31,4,1,228.380000,USD,33.170000,,7.400000,USD,1.590000,USD,13.750000,USD,1.700000,USD,14.950000,USD,2.850000,USD,Used,Note for condition 23,Open Box,Changed mind,f,IOSS,IOSS-19534,t,f,t,Store-37,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00103,ITEM00119,B0E7STG6031,SKU-4277,Phone Case,2,2025-01-24,2025-01-31,2,1,216.370000,USD,2.040000,,7.400000,USD,1.590000,USD,13.750000,USD,1.700000,USD,14.950000,USD,2.850000,USD,Used,Note for condition 23,Open Box,Changed mind,f,IOSS,IOSS-19534,t,f,t,Store-37,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00103,ITEM00120,B0E7STG6589,SKU-9418,Wireless Mouse,5,2025-01-23,2025-02-01,3,3,168.140000,USD,4.000000,,6.430000,USD,0.660000,USD,10.820000,USD,4.530000,USD,10.050000,USD,3.850000,USD,Used,Note for condition 43,Acceptable,Found cheaper,t,UOSS,IOSS-60775,t,t,t,Store-92,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00104,ITEM00121,B0E7STG8819,SKU-5625,Phone Case,6,2025-01-28,2025-01-31,2,0,220.910000,USD,19.550000,,0.020000,USD,1.280000,USD,7.970000,USD,1.260000,USD,10.110000,USD,4.690000,USD,Club,Note for condition 55,Very Good,Changed mind,t,UOSS,IOSS-54204,f,t,f,Store-13,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00104,ITEM00122,B0E7STG7163,SKU-3033,Wireless Mouse,10,2025-01-25,2025-02-02,6,1,345.460000,USD,26.140000,,5.380000,USD,0.230000,USD,12.260000,USD,4.780000,USD,7.950000,USD,2.010000,USD,Used,Note for condition 25,Other,Changed mind,f,IOSS,IOSS-26701,f,t,t,Store-67,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00104,ITEM00123,B0E7STG7226,SKU-1986,Bluetooth Speaker,4,2025-01-27,2025-01-31,2,0,193.220000,USD,7.160000,,7.060000,USD,1.400000,USD,8.540000,USD,0.830000,USD,4.650000,USD,1.550000,USD,Collectible,Note for condition 76,Open Box,Found cheaper,f,UOSS,IOSS-82427,f,f,f,Store-50,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00105,ITEM00124,B0E7STG7000,SKU-8136,Phone Case,8,2025-01-27,2025-02-01,7,1,484.190000,USD,7.430000,,3.370000,USD,0.590000,USD,3.030000,USD,2.320000,USD,4.180000,USD,2.720000,USD,Preorder,Note for condition 71,Club,Changed mind,f,UOSS,IOSS-61612,f,f,f,Store-21,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00105,ITEM00125,B0E7STG4648,SKU-3064,Bluetooth Speaker,4,2025-01-24,2025-02-02,4,1,485.150000,USD,9.080000,,4.480000,USD,1.450000,USD,19.770000,USD,2.160000,USD,2.750000,USD,4.480000,USD,Used,Note for condition 20,Warranty,Delayed delivery,f,IOSS,IOSS-40234,t,t,f,Store-23,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00106,ITEM00126,B0E7STG6044,SKU-5901,Phone Case,5,2025-01-26,2025-01-30,7,6,288.680000,USD,38.080000,,7.080000,USD,0.250000,USD,0.260000,USD,2.710000,USD,3.120000,USD,0.860000,USD,New,Note for condition 15,Very Good,Found cheaper,f,IOSS,IOSS-27259,t,t,f,Store-82,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00107,ITEM00127,B0E7STG8354,SKU-9568,Bluetooth Speaker,10,2025-01-27,2025-02-02,6,0,27.370000,USD,38.870000,,8.810000,USD,1.310000,USD,14.350000,USD,1.950000,USD,13.170000,USD,2.130000,USD,Refurbished,Note for condition 56,Acceptable,Changed mind,t,UOSS,IOSS-98999,f,f,f,Store-53,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00108,ITEM00128,B0E7STG6171,SKU-3666,Wireless Mouse,7,2025-01-25,2025-01-29,9,1,374.270000,USD,22.460000,,4.850000,USD,1.740000,USD,16.330000,USD,0.440000,USD,16.150000,USD,3.670000,USD,Refurbished,Note for condition 49,Refurbished,Changed mind,t,UOSS,IOSS-78419,t,f,f,Store-48,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00109,ITEM00129,B0E7STG9015,SKU-4037,Bluetooth Speaker,4,2025-01-24,2025-02-02,8,4,226.970000,USD,45.540000,,4.480000,USD,1.450000,USD,19.770000,USD,2.160000,USD,2.750000,USD,4.480000,USD,Used,Note for condition 20,Warranty,Delayed delivery,f,IOSS,IOSS-40234,t,t,f,Store-23,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00109,ITEM00130,B0E7STG2371,SKU-8483,Bluetooth Speaker,4,2025-01-24,2025-02-01,6,2,320.250000,USD,17.410000,,3.460000,USD,0.080000,USD,5.790000,USD,2.100000,USD,13.170000,USD,1.120000,USD,Collectible,Note for condition 89,Open Box,Changed mind,t,UOSS,IOSS-41167,t,f,t,Store-23,MarketplaceFacilitator,Amazon Services
amazon_selling_partner.public,ORDER00109,ITEM00131,B0E7STG6848,SKU-7118,Phone Case,10,2025-01-26,2025-01-31,6,6,438.030000,USD,49.720000,,9.880000,USD,0.840000,USD,6.230000,USD,1.680000,USD,19.720000,USD,0.050000,USD,Club,Note for condition 52,Other,Found cheaper,t,UOSS,IOSS-66461,t,f,t,Store-75,MarketplaceFacilitator,Amazon Services
