ad_group_id,date,avg_cpa_amount,avg_cpa_currency,avg_cpt_amount,avg_cpt_currency,conversion_rate,conversions,impressions,lat_off_installs,lat_on_installs,local_spend_amount,local_spend_currency,new_downloads,redownloads,tap_through_rate,taps,tap_installs,tap_new_downloads,tap_redownloads
983960464,2022-06-16,4.1988,USD,0.6998,USD,0.1667,8,344,0,0,33.59,USD,8,0,0.1395,48,8,8,0
983960464,2022-01-15,1.03,USD,0.3837,USD,0.3725,19,459,0,0,19.57,USD,19,0,0.1111,51,19,19,0
983960464,2024-02-28,21.68,USD,0.8672,USD,0.04,1,391,0,0,21.68,USD,1,0,0.0639,25,1,1,0
983960465,2022-09-24,4.1338,USD,0.8479,USD,0.2051,8,701,0,0,33.07,USD,8,0,0.0556,39,8,8,0
983960465,2024-12-08,1.0819,USD,0.4026,USD,0.3721,16,647,0,0,17.31,USD,16,0,0.0665,43,16,16,0
983960465,2023-11-07,14.88,USD,0.2918,USD,0.0196,1,365,0,0,14.88,USD,1,0,0.1397,51,1,1,0
983960465,2022-11-03,7.522,USD,3.761,USD,0.5,5,93,0,0,37.61,USD,5,0,0.1075,10,5,5,0
983960465,2024-08-16,0.9512,USD,0.4324,USD,0.4545,25,368,0,0,23.78,USD,25,0,0.1495,55,25,25,0
983960465,2025-02-07,0.2041,USD,0.0488,USD,0.2389,27,777,0,0,5.51,USD,27,0,0.1454,113,27,27,0
983960465,2025-06-25,7.8333,USD,2.6111,USD,0.3333,6,734,0,0,47,USD,6,0,0.0245,18,6,6,0
983960465,2023-05-14,18.49,USD,0.7396,USD,0.04,1,322,0,0,18.49,USD,1,0,0.0776,25,1,1,0
983960466,2023-01-24,27.66,USD,1.9757,USD,0.0714,1,680,0,0,27.66,USD,1,0,0.0206,14,1,1,0
983960466,2024-10-18,2.9588,USD,1.2458,USD,0.4211,16,589,0,0,47.34,USD,16,0,0.0645,38,16,16,0
983960466,2022-07-30,10.52,USD,3.5067,USD,0.3333,3,324,0,0,31.56,USD,3,0,0.0278,9,3,3,0
983960466,2023-02-25,1.8058,USD,0.7472,USD,0.4138,12,855,0,0,21.67,USD,12,0,0.0339,29,12,12,0
983960466,2025-12-11,2.053,USD,0.7332,USD,0.3571,10,375,0,0,20.53,USD,10,0,0.0747,28,10,10,0
983960466,2023-03-20,11.82,USD,3.6369,USD,0.3077,4,525,0,0,47.28,USD,4,0,0.0248,13,4,4,0
983960466,2023-07-29,0.3558,USD,0.1325,USD,0.3725,38,792,0,0,13.52,USD,38,0,0.1288,102,38,38,0
983960466,2023-12-08,10.18,USD,0.3284,USD,0.0323,1,709,0,0,10.18,USD,1,0,0.0437,31,1,1,0
983960466,2023-11-24,32.2,USD,6.44,USD,0.2,1,108,0,0,32.2,USD,1,0,0.0463,5,1,1,0
983960466,2025-11-13,31.18,USD,6.236,USD,0.2,1,536,0,0,31.18,USD,1,0,0.0093,5,1,1,0
983960466,2022-09-06,16.51,USD,1.5009,USD,0.0909,1,108,0,0,16.51,USD,1,0,0.1019,11,1,1,0
983960467,2022-12-21,1.315,USD,0.526,USD,0.4,2,158,0,0,2.63,USD,2,0,0.0316,5,2,2,0
983960467,2025-04-17,3.6129,USD,1.3311,USD,0.3684,7,270,0,0,25.29,USD,7,0,0.0704,19,7,7,0
983960467,2025-09-17,1.5682,USD,0.3375,USD,0.2152,17,889,0,0,26.66,USD,17,0,0.0889,79,17,17,0
983960467,2022-02-04,0.6868,USD,0.2605,USD,0.3793,22,860,0,0,15.11,USD,22,0,0.0674,58,22,22,0
983960467,2021-12-28,2.0809,USD,0.8175,USD,0.3929,11,735,0,0,22.89,USD,11,0,0.0381,28,11,11,0
983960467,2024-08-08,4.0663,USD,1.4143,USD,0.3478,8,877,0,0,32.53,USD,8,0,0.0262,23,8,8,0
983960467,2023-01-07,24.86,USD,1.13,USD,0.0455,2,522,0,0,49.72,USD,2,0,0.0843,44,2,2,0
983960467,2022-11-08,3.1467,USD,0.944,USD,0.3,9,873,0,0,28.32,USD,9,0,0.0344,30,9,9,0
983960467,2023-01-11,0,USD,0.5251,USD,0,0,359,0,0,21.53,USD,0,0,0.1142,41,0,0,0
983960468,2022-02-08,22.2,USD,2.6118,USD,0.1176,2,596,0,0,44.4,USD,2,0,0.0285,17,2,2,0
983960468,2025-10-02,0,USD,0.0668,USD,0,0,536,0,0,4.74,USD,0,0,0.1325,71,0,0,0
983960468,2022-09-14,6.02,USD,0.3061,USD,0.0508,6,791,0,0,36.12,USD,6,0,0.1492,118,6,6,0
983960468,2025-09-22,0.6247,USD,0.2868,USD,0.4592,45,831,0,0,28.11,USD,45,0,0.1179,98,45,45,0
983960468,2024-01-13,0.6335,USD,0.2848,USD,0.4495,49,882,0,0,31.04,USD,49,0,0.1236,109,49,49,0
