uid,facname,latitude,ct2020,opabbrev,servarea,policeprct,longitude-facdomain
$0005d3c51109b7d8d06a3942c267b95a,G.V.C. LTD. (B2192),40.8382717188,9600.0,Non-public,Regional,45,-73.8415246987-CORE INFRASTRUCTURE AND TRANSPORTATION
0666b0989393fe2bf9a98487b6b42cb6,BEACH 30TH STREET PLAYGROUND,40.5924353213,99802.0,NYCDPR,Local,101,"-73.7626495939-PARKS, GARDENS, AND HISTORICAL SITES"
04cf0a065b90fdcf8c9a79e6a54ac508,ARTS & CRAFTS CORNER,40.6692785635,90200.0,Non-public,Local,73,"-73.9172462844-EDUCATION, CHILD WELFARE, AND YOUTH"
03d5e5bd9dfd638e6a70d9ac72874a09,"BIRCH FAMILY SERVICES, INC",40.7467201747,9500.0,Non-public,Local,13,"-73.9908036565-EDUCATION, CHILD WELFARE, AND YOUTH"
047e318b7c5461ccfad3340b8540ac86,OFFICES,40.800391,18400.0,NYCCB111,Regional,25,-73.942921-ADMINISTRATION OF GOVERNMENT
00818df79a4d77c7e35df01f44be0dcc,ST. DOMINIC'S TORCH,40.8621662422,25500.0,Non-public,Local,52,"-73.9063475742-EDUCATION, CHILD WELFARE, AND YOUTH"
04627048b3e5452e923854cdeca1b210,WESTCHESTER SQUARE PLAZA,40.8404607278,9600.0,NYCDOT,Local,45,"-73.8418965464-PARKS, GARDENS, AND HISTORICAL SITES"
0276f679ea32af0c3cf96cf50b4b198f,DREAMYARD PROJECT INC,40.8282056722,18501.0,,Local,42,"-73.9090901612-EDUCATION, CHILD WELFARE, AND YOUTH"
03e92ee7a574d68f739bc071f0a5145c,NEW IMMIGRANT COMMUNITY EMPOWERMENT INC,40.7467309759,26501.0,,Local,115,"-73.8939067346-EDUCATION, CHILD WELFARE, AND YOUTH"
0562c4ed30018ab4d91ab8e2eda25f87,GLOBAL KIDS INC,40.7085331395,64500.0,,Local,112,"-73.8558033392-EDUCATION, CHILD WELFARE, AND YOUTH"
011e6d8b62c97e17dd501240e63f26d6,3705 CHURCH AVE TEXTILE DROP-OFF SITE,40.651389,81600.0,,Regional,67,-73.942566-CORE INFRASTRUCTURE AND TRANSPORTATION
01294e38fc738f585ff713fc400ebac0,MANHATTAN PC - HHCM,40.8092237345,22200.0,Non-public,Regional,28,-73.9474201278-HEALTH AND HUMAN SERVICES
04e43f073db774b3aef4cb659250b980,ET CAPITAL INC,40.7196,73700.0,Non-public,Local,112,-73.841536-CORE INFRASTRUCTURE AND TRANSPORTATION
05eb5dfa38a0e5ce40d8cefabc0cc2f9,"FUND FOR THE CITY OF NEW YORK, INC.",0.0,,,Local,0,0.0-HEALTH AND HUMAN SERVICES
004e5ebe74db37ffe73f8715765948ef,KCS MENTAL HEALTH CLINIC,40.7597799552,118500.0,Non-public,Regional,109,-73.804370657-HEALTH AND HUMAN SERVICES
02033a9b2e72725d543a85812c2eaaea,"CENTURY MEDICAL AND DENTAL CENTER, INC.",40.8038694496,24200.0,Non-public,Regional,25,-73.9350984485-HEALTH AND HUMAN SERVICES
059654abc7c7fa678e2dc4bab7239ba1,LYFE PROGRAM ATBRONX HS OF PERFORMAN,40.8363121782,15500.0,Non-public,Local,42,"-73.8906474617-EDUCATION, CHILD WELFARE, AND YOUTH"
00ec89c1b6622040da3c3b1b8bfe460d,MCKINLEY SQUARE,40.8311155683,14900.0,NYCDPR,Local,42,"-73.9007018662-PARKS, GARDENS, AND HISTORICAL SITES"
056dd74ba1625cc11f78e579455d9694,"COMMUNITY MEDIATION SERVICES, INC.",40.6039506438,103202.0,,Local,101,"-73.7498014985-EDUCATION, CHILD WELFARE, AND YOUTH"
01722edbb95c643538bd7e3d6678c6dd,CHILDR AID TO SOCIETY PS5 HEAD START,40.8584106864,29900.0,Non-public,Local,34,"-73.9223124817-EDUCATION, CHILD WELFARE, AND YOUTH"
0418259e076b894993c27676a1f8f724,"RADIOHOLE, INC.",40.6821324491,27300.0,Non-public,Regional,79,-73.9389871659-LIBRARIES AND CULTURAL PROGRAMS
01431ee6453c8daccebe950332ae5e97,"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, AND TECHNOLOGY",40.6669433592,91200.0,NYCDOE,Local,73,"-73.9076840667-EDUCATION, CHILD WELFARE, AND YOUTH"
0472bdf9fbcfe6a1fd56f90d25b3806f,LOUIS HEATON PINK (5),40.6687691274,121400.0,Non-public,Local,75,"-73.8645659985-EDUCATION, CHILD WELFARE, AND YOUTH"
00691c84282d443dc01999c155efdba3,SCO FAMILY OF SERVICES,40.7056050074,44601.0,,Regional,103,-73.7991676001-HEALTH AND HUMAN SERVICES
067190f9b3ab8e8d389a1fef6e62421f,CHILDREN OF AMERICA QUEENS,40.7558440155,27900.0,Non-public,Local,115,"-73.8802028657-EDUCATION, CHILD WELFARE, AND YOUTH"
0461e2912c24f5243b168ce66e5f95db,ESPAILLAT MOTORS INC,40.807790845,9302.0,Non-public,Regional,41,-73.8877619973-CORE INFRASTRUCTURE AND TRANSPORTATION
006ad2462e33e67def73aaae76f7145e,ART RESOURCES TRANSFER,40.7500072057,9901.0,Non-public,Regional,10,-74.0042943363-LIBRARIES AND CULTURAL PROGRAMS
00d976634eabe69b92757b169735df71,ECHO PARK,40.8463500009,39500.0,Non-public,Local,48,"-73.898660025-EDUCATION, CHILD WELFARE, AND YOUTH"
04a37b3ff08767a2799d1c2936cb387e,NIA COMMUNITY SERVICES NETWORK INC,40.6349675557,23000.0,,Local,66,"-73.9822191676-EDUCATION, CHILD WELFARE, AND YOUTH"
0090b949e84e1bdfaa48e0cdb89018f1,MORRISANIA FARMSTAND FOOD DROP-OFF SITE,40.831187,14900.0,,Regional,42,-73.900567-CORE INFRASTRUCTURE AND TRANSPORTATION
05baf4a2d8539d91349b57b955fadc58,SOUTH BRONX SCHOOL OF TECHNOLOGY,40.8152852786,7300.0,Non-public,Local,40,"-73.9078622676-EDUCATION, CHILD WELFARE, AND YOUTH"
0626491e3cef12cc278629dfb5f41cce,BRONX TREATMENT CENTER,40.8121114662,3100.0,Non-public,Regional,40,-73.9050057302-HEALTH AND HUMAN SERVICES
040531061c804d65910d681fe05886b7,CHILDREN'S GARDEN,40.7281010834,3400.0,NYCDPR,Local,9,"-73.9792584814-PARKS, GARDENS, AND HISTORICAL SITES"
050d340615ab3e1f34a53ca4cd57993a,CENTER FOR EMPLOYMENT OPPORTUNITIES INC,40.706240596,900.0,,Local,1,-74.0124343251-HEALTH AND HUMAN SERVICES
0094c6992cf7e1978657479f502247ce,PIONEER TRANSPORTATION CORP,40.8229318252,9000.0,Non-public,Regional,43,-73.843224286-CORE INFRASTRUCTURE AND TRANSPORTATION
00193d4c8867ba07d718b49b5ace6b20,ST VINCENT'S SERVICES INC,40.6896913701,900.0,,Local,84,-73.9906938731-HEALTH AND HUMAN SERVICES
03a99d80b975dd8bc42fab767356818a,P0PT,40.8608754376,29900.0,NYCDOE,Local,34,"-73.9210086666-EDUCATION, CHILD WELFARE, AND YOUTH"
000b3093189b6f63ceb98a7f02bd68e7,CHAPIN SCHOOL,40.773931359,14401.0,Non-public,Local,19,"-73.9458549693-EDUCATION, CHILD WELFARE, AND YOUTH"
05dd81c1ab54f729a72075491e7cef83,NY TIBETAN SERVICE CENTER - ELEMENTARY,40.7408521803,48500.0,,Local,110,"-73.8801439308-EDUCATION, CHILD WELFARE, AND YOUTH"
02aac6d4b3ce2af21e4a7af2bd2b6129,MEDISYS FAMILY CARE - HOLLIS TUDORS,40.7060133849,50800.0,Non-public,Regional,113,-73.7569066424-HEALTH AND HUMAN SERVICES
04d783973453ac658ea17b188e7fffe5,"THE EDUCTIONAL ALLIANCE, INC.",40.7312115485,4001.0,Non-public,Local,9,"-73.9833702077-EDUCATION, CHILD WELFARE, AND YOUTH"
05c68734cd08d6cfacd7364b45dff536,"FOURTH ARTS BLOCK, INC.",40.7269854262,3800.0,Non-public,Regional,9,-73.9908064707-LIBRARIES AND CULTURAL PROGRAMS
0369e5bd2e12a4822ff56965004b633c,"PS, THE SHORT FILM EXHIBITION INC.",40.7209133437,3001.0,Non-public,Regional,7,-73.9858647025-LIBRARIES AND CULTURAL PROGRAMS
01aec6cff5fa035576b02a0935982270,"ARTBRIDGE PROJECTS, INC.",40.747440737,9300.0,Non-public,Regional,10,-74.0020461699-LIBRARIES AND CULTURAL PROGRAMS
0173ab1c04f7baa1b66660613a97e2b7,ANNUCIATION HEAD START,40.816205103,21303.0,Non-public,Local,26,"-73.9534931389-EDUCATION, CHILD WELFARE, AND YOUTH"
019cce4f008ed999a15d5ff4803a1925,OUR LADY STAR OF THE SEA SCHOOL,40.5331895395,17005.0,Non-public,Local,123,"-74.1908047023-EDUCATION, CHILD WELFARE, AND YOUTH"
02dde004968ebe9064e6b7fb67eec719,"SCHICKEL, WILLIAM, HOUSE",40.778460857,14200.0,,Local,19,"-73.9597857564-PARKS, GARDENS, AND HISTORICAL SITES"
0242be2489d8d4ff4e44e754ec454b84,FILM BIZ RECYCLING,40.6771234703,11901.0,Non-public,Regional,78,-73.9852351966-LIBRARIES AND CULTURAL PROGRAMS
036e3799ad6a098dbafaee5d07fa075e,BELLEVUE HOSPITAL OUTPATIENT PSYCHIATRY CLINIC,40.7392535154,6200.0,NYCHHC,Regional,13,-73.9754888728-HEALTH AND HUMAN SERVICES
03ede4bfde889a3449f086e96d8b7ebb,THE YOUNG MENS AND YOUNG WOMENS HEBREW ASSOCIATION,40.7828763067,15801.0,,Local,19,"-73.9526290076-EDUCATION, CHILD WELFARE, AND YOUTH"
039e6365f43341945b5ac53150a213bd,SIMCHA DAY CAMP,40.5966886219,101004.0,Non-public,Local,101,"-73.7515988787-EDUCATION, CHILD WELFARE, AND YOUTH"
0563ee491e917d44dc06cf14144ce483,"WINDSOR NEW PARTNERS, LLC.",40.77088,13400.0,Non-public,Local,19,-73.955871-CORE INFRASTRUCTURE AND TRANSPORTATION
024d7013566c73ea8bad22a5661e2a7f,TRAILBLAZERS CAMPS,40.6689244771,21300.0,Non-public,Local,71,"-73.9605294643-EDUCATION, CHILD WELFARE, AND YOUTH"
065c108e99a6fc0c21300b1fce66d399,STEIN SENIOR CENTER INC,40.7383555089,6400.0,Non-public,Local,13,-73.9827450651-HEALTH AND HUMAN SERVICES
03de3bcc213748ee0aef8a6fbf8375d7,GLOBAL KIDS INC,40.7590903565,10803.0,,Local,17,"-73.9658777931-EDUCATION, CHILD WELFARE, AND YOUTH"
015cab4e40ae31fc371c22a5d54bd9af,PETROSINO SQUARE,40.7217122915,4500.0,NYCDPR,Local,5,"-73.9974385461-PARKS, GARDENS, AND HISTORICAL SITES"
00b655e740d8fb88a97db8d221227d6b,CONCORD HIGH SCHOOL,40.6108084892,4004.0,NYCDOE,Local,120,"-74.0867865299-EDUCATION, CHILD WELFARE, AND YOUTH"
056066f79f32ca9a2b1102a8579fa623,kC BUS INC.,40.6094004742,29102.0,Non-public,Regional,121,-74.1883371186-CORE INFRASTRUCTURE AND TRANSPORTATION
0544817816af703c93f3bfa8bec5174e,"FORT GEORGE COMMUNITY SERVICES, INC.",40.8576649161,27900.0,Non-public,Local,34,"-73.9324942445-EDUCATION, CHILD WELFARE, AND YOUTH"
01ec629993c6d0f3cc7eba011f0852fb,FIRST CORINTHIAN BAPTIST CHURCH,40.8031845018,21800.0,Non-public,Local,28,-73.9531543339-HEALTH AND HUMAN SERVICES
008625abc749f81706c45d4824564805,PRIDE TRANSPORTATION (SCH AGE),40.8262487542,9000.0,Non-public,Regional,45,-73.8405720336-CORE INFRASTRUCTURE AND TRANSPORTATION
034efc56034200b4e4fd4ab2bb29e8d4,FOUNDATION FOR FILIPINO ARTISTS,40.7566343911,29700.0,Non-public,Local,114,"-73.9022567307-EDUCATION, CHILD WELFARE, AND YOUTH"
0374629f65ada65c797521a85393a67b,ALL AMERICAN SCHOOL BUS CORP.,40.7760471885,9100.0,Non-public,Regional,114,-73.9322079201-CORE INFRASTRUCTURE AND TRANSPORTATION
02deafb143ae2a3ca7f1de6982600f05,BLACK SPECTRUM THEATER COMPANY INC,40.68938143,36600.0,,Local,113,"-73.7636047247-EDUCATION, CHILD WELFARE, AND YOUTH"
01215970cc63b291ae6de1c7b8bec473,A.R.C.  INC.,40.6290151902,72000.0,Non-public,Local,63,-73.9228189524-HEALTH AND HUMAN SERVICES
053e647aa31bfa8c8181feb099a065d2*,ST. FRANCIS THRIFT STORE TEXTILE DROP-OFF SITE,40.794604,18300.0,,Regional,24,-73.970956-CORE INFRASTRUCTURE AND TRANSPORTATION
02859228345e5edc1eeb284330de4669,NYC PARKS - AL OERTER RECREATION CENTER,40.7514174804,38302.0,Non-public,Local,109,"-73.8337792955-EDUCATION, CHILD WELFARE, AND YOUTH"
03d4e676a2eb1a89c22fdbbe96f86264,"S.I.T.U., INC.",40.7284657802,3800.0,Non-public,Regional,9,-73.9881581183-LIBRARIES AND CULTURAL PROGRAMS
05a99e15fb6eee6f52c8c93617e52a38,STATEN ISLAND HISTORICAL SOCIETY,40.5712766669,27900.0,,Local,122,"-74.1459248071-EDUCATION, CHILD WELFARE, AND YOUTH"
00dc7b42b6ee1c4a7914e20419530cf0,SOUTH RICHMOND HIGH SCHOOL IS / PS 25 (75R025),40.5120054664,19800.0,,Local,123,"-74.2184057116-EDUCATION, CHILD WELFARE, AND YOUTH"
0550680591da3aecd0128b404a55dae7,"TREMONT-MONTEREY DAY CARE CENTER, INC.,",40.839102767,16700.0,Non-public,Local,42,"-73.9009200713-EDUCATION, CHILD WELFARE, AND YOUTH"
00a5ff3d174410994a7aaf804fd36f12,DYNAMIC AUTO WORKS INC,40.701195,44000.0,Non-public,Local,103,-73.789235-CORE INFRASTRUCTURE AND TRANSPORTATION
01c301235a0411861d7b55cc7e39ed26,GAN ISRAEL OF BROOKLY HEIGHTS,40.6940640613,502.0,Non-public,Local,84,"-73.9936213401-EDUCATION, CHILD WELFARE, AND YOUTH"
013bed1c53edc3c6c24f09041962ba3f,HAWTREE CREEK MIDDLE SCHOOL,40.675179975,84000.0,NYCDOE,Local,106,"-73.816742805-EDUCATION, CHILD WELFARE, AND YOUTH"
04fc1b135884b5e42b97d2f29962ce2b,SARATOGA AVENUE COMMUNITY CENTER,40.6859893629,37300.0,Non-public,Local,73,"-73.9173740977-EDUCATION, CHILD WELFARE, AND YOUTH"
03c6d733eefe179d405351b9ccc899ca,MORRISANIA LIBRARY,40.8312720847,14900.0,NYPL,Local,42,-73.9017895369-LIBRARIES AND CULTURAL PROGRAMS
018883f7331236ed9a4ff86dc9f14044,EVERY DAY IS A MIRACLE CO THE ALMOND TREE CHURCH,40.861711472,23900.0,Non-public,Local,46,-73.9012662922-HEALTH AND HUMAN SERVICES
039f18272678b66cd53e08e49f7f6fa3,EDUCATIONAL DATA SYSTEMS INC,40.6432754759,300.0,,Local,120,-74.0775630964-HEALTH AND HUMAN SERVICES
0197bf1d6fb37589c4d9b4ee9c2c15c5,"TENDER YEAR CHILDCARE, INC.",40.8379049668,18400.0,Non-public,Local,45,"-73.8343703648-EDUCATION, CHILD WELFARE, AND YOUTH"
019d73f9241bb54cc764fb2bc76bc2e9,3680 E TREMONT AVE TEXTILE DROP-OFF SITE,40.827097,15200.0,,Regional,45,-73.823289-CORE INFRASTRUCTURE AND TRANSPORTATION
00f3ff72a56df18198010578ad6c0ec5,EMERSON PLAYGROUND,40.8728550589,29700.0,Non-public,Local,34,"-73.9305900174-EDUCATION, CHILD WELFARE, AND YOUTH"
044b70ab9de04c2d5edddbc07831754f,QUEENS CENTRAL REPAIR SHOP,40.735168,24300.0,NYCDSNY,Regional,108,-73.909116-ADMINISTRATION OF GOVERNMENT
02be90c4709ed1b4f917c28aeb727dd4,FAST BREAK 115,40.7976205329,18200.0,Non-public,Regional,23,-73.9418968465-HEALTH AND HUMAN SERVICES
01101118253a8ce519754c2daff5873d,116 JOHN STREET,40.7074692248,1502.0,,Local,1,"-74.0058913809-PARKS, GARDENS, AND HISTORICAL SITES"
0374b2ef6318b94b0459eca236120b93,BRILLA VERITAS CMS UPPER,40.8153166255,6500.0,NYCDOE,Local,40,"-73.9197711399-EDUCATION, CHILD WELFARE, AND YOUTH"
011fe4d58950a4865e70b8d4481276a8,"BORO TRANSIT, INC.",40.8214636656,9000.0,Non-public,Regional,43,-73.8413623315-CORE INFRASTRUCTURE AND TRANSPORTATION
018bbcd84488ab1e272cfd5c4c056662,"THESE OUR TREASURES, INC.",40.8306125412,16600.0,Non-public,Local,45,"-73.8315272187-EDUCATION, CHILD WELFARE, AND YOUTH"
03ebd62083a4757225eb856133a7a0d4,BAY RIDGE ROW,40.659805,92000.0,MTA,Regional,73,-73.900111-CORE INFRASTRUCTURE AND TRANSPORTATION
060dc67981427e157d0ec1ef7cc0bb60,MONTEFIORE HUTCHINSON CAMPUS,40.8527514079,28400.0,Non-public,Regional,49,-73.8391299911-HEALTH AND HUMAN SERVICES
02dd560c299b4de03c2cd30b0079f454,P.S. 174 WILLIAM SIDNEY MOUNT,40.7204986232,69702.0,NYCDOE,Local,112,"-73.8606467212-EDUCATION, CHILD WELFARE, AND YOUTH"
04f6bc8725aac4d582d4e63f1246576c,ASTOR DAY TREATMENT PROGRAM - E. TREMONT,40.8464943335,39500.0,Non-public,Regional,48,-73.8966057484-HEALTH AND HUMAN SERVICES
00947e7741db3550a67b4af777fc7007,2259 RALPH AVE TEXTILE DROP-OFF SITE,40.622558,69601.0,,Regional,63,-73.917054-CORE INFRASTRUCTURE AND TRANSPORTATION
00eaf452f583b3ece71d891002a9aaec,JEWISH COMMUNITY CENTER OF STATEN ISLAND INC,40.5962539337,18100.0,,Local,122,"-74.1305722192-EDUCATION, CHILD WELFARE, AND YOUTH"
