source_relation,_fivetran_synced,is_adult_product,asin,is_autographed,brand,classification_id,color,contributors,display_name,item_classification,item_name,manufacturer,marketplace_id,is_memorabilia,model_number,package_quantity,part_number,release_date,size,style,is_trade_in_eligible,website_display_group,website_display_group_name
amazon_selling_partner.public,2024-05-26 03:58:08,f,B0E7STG9270,f,Waystar Royco,100534868,cyan,,product_3,BASE_PRODUCT,laptop,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534868,1,GHP-BGGF-100534868,2024-07-11,16,Nice,t,amazon.com/GHP-BGGF-100534868,Stuff
amazon_selling_partner.public,2024-04-30 06:21:13,f,B0E7STG1444,f,Waystar Royco,100534869,hunter green,,product_3,OTHER,banker's lamp,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534869,1,GHP-BGGF-100534869,2024-07-11,17,Brutalist,t,amazon.com/GHP-BGGF-100534869,Stuff
amazon_selling_partner.public,2024-09-12 03:08:28,f,B0E7STG4557,f,Waystar Royco,100534870,tiffany blue,,product_3,PRODUCT_BUNDLE,standing desk,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534870,1,GHP-BGGF-100534870,2024-07-11,32,Minimalist,t,amazon.com/GHP-BGGF-100534870,Stuff
amazon_selling_partner.public,2024-05-11 13:40:19,f,B0E7STG4684,f,Waystar Royco,100534871,blush,,product_3,VARIATION_PARENT,water bottle,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534871,1,GHP-BGGF-100534871,2024-07-11,33,Maximilist,t,amazon.com/GHP-BGGF-100534871,Stuff
amazon_selling_partner.public,2024-09-01 01:24:47,f,B0E7STG4263,f,Waystar Royco,100534872,ivory,,product_3,BASE_PRODUCT,iphone 16s,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534872,1,GHP-BGGF-100534872,2024-07-11,Gifting Sizing Kit,Postmodern,t,amazon.com/GHP-BGGF-100534872,Stuff
amazon_selling_partner.public,2024-06-16 19:44:35,t,B0E7STG4368,t,Waystar Royco,100534873,ebony,,product_3,OTHER,golden doodle puppy,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534873,1,GHP-BGGF-100534873,2024-07-11,Sizing Kit,Elegant,t,amazon.com/GHP-BGGF-100534873,Stuff
amazon_selling_partner.public,2024-03-30 18:38:20,t,B0E7STG9074,t,Waystar Royco,100534874,cream,,product_3,PRODUCT_BUNDLE,flatscreen TV,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534874,1,GHP-BGGF-100534874,2024-07-11,1,Modern,f,amazon.com/GHP-BGGF-100534874,Stuff
amazon_selling_partner.public,2024-02-13 15:20:39,t,B0E7STG9062,t,Waystar Royco,100534875,pearl,,product_3,VARIATION_PARENT,massage chair,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534875,1,GHP-BGGF-100534875,2024-07-11,2,"Modern, Elegant",f,amazon.com/GHP-BGGF-100534875,Stuff
amazon_selling_partner.public,2024-04-20 08:07:53,t,B0E7STG5938,t,Waystar Royco,100534876,alabaster,,product_3,BASE_PRODUCT,jacket,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534876,1,GHP-BGGF-100534876,2024-07-11,3,Heritage,f,amazon.com/GHP-BGGF-100534876,Stuff
amazon_selling_partner.public,2025-01-10 23:56:06,t,B0E7STG1636,t,Waystar Royco,100534877,cotton candy,,product_4,OTHER,cable subscription,waystar royco,MPIDRANDOM,t,GHP-BGGF-100534877,1,GHP-BGGF-100534877,2024-07-11,4,Traditional,f,amazon.com/GHP-BGGF-100534877,Stuff
amazon_selling_partner.public,2024-11-20 08:11:06,f,B0E7STG2699,f,Waystar Royco,100534878,mauve,,product_4,PRODUCT_BUNDLE,laptop,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534878,1,GHP-BGGF-100534878,2024-07-11,5,Horizon,f,amazon.com/GHP-BGGF-100534878,Stuff
amazon_selling_partner.public,2024-04-09 05:01:48,f,B0E7STG3532,f,Waystar Royco,100534879,caramel,,product_4,VARIATION_PARENT,banker's lamp,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534879,1,GHP-BGGF-100534879,2024-07-11,6,Vertical,f,amazon.com/GHP-BGGF-100534879,Stuff
amazon_selling_partner.public,2024-01-31 03:06:29,f,B0E7STG3510,f,Waystar Royco,100534880,parchment,,product_4,BASE_PRODUCT,standing desk,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534880,1,GHP-BGGF-100534880,2024-07-11,7,Ugly,f,amazon.com/GHP-BGGF-100534880,Stuff
amazon_selling_partner.public,2024-08-11 03:34:22,f,B0E7STG3787,f,Waystar Royco,100534881,khaki,,product_4,OTHER,water bottle,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534881,1,GHP-BGGF-100534881,2024-07-11,8,Smelly,f,amazon.com/GHP-BGGF-100534881,Stuff
amazon_selling_partner.public,2024-03-28 23:06:15,f,B0E7STG5917,f,Waystar Royco,100534882,fawn,,product_4,PRODUCT_BUNDLE,iphone 16s,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534882,1,GHP-BGGF-100534882,2024-07-11,8,"Cool, Sleek",f,amazon.com/GHP-BGGF-100534882,Stuff
amazon_selling_partner.public,2025-01-09 17:01:53,f,B0E7STG1691,f,Waystar Royco,100534883,oatmeal,,product_4,VARIATION_PARENT,golden doodle puppy,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534883,1,GHP-BGGF-100534883,2024-07-11,9,Interesting,f,amazon.com/GHP-BGGF-100534883,Stuff
