order_item_id,amazon_order_id,is_gift,is_transparency,asin,buyer_requested_cancel_is_buyer_requested_cancel,buyer_requested_cancel_buyer_cancel_reason,condition_id,condition_note,condition_subtype_id,deemed_reseller_category,ioss_number,item_approval_context_approval_status,item_approval_context_approval_type,item_price_amount,item_price_currency_code,item_tax_amount,item_tax_currencycode,points_granted_monetary_amount,points_granted_monetary_currency_code,points_granted_points_number,price_designation,product_info_detail_number_of_items,promotion_discount_amount,promotion_discount_currency_code,promotion_discount_tax_currency_code,promotion_discount_tax_amount,quantity_ordered,quantity_shipped,scheduled_delivery_end_date,scheduled_delivery_start_date,seller_sku,serial_number_required,shipping_discount_amount,shipping_discount_currency_code,shipping_discount_tax_amount,shipping_discount_tax_currency_code,shipping_price_amount,shipping_price_currency_code,shipping_tax_amount,shipping_tax_currency_code,store_chain_store_id,tax_collection_model,tax_collection_responsible_party,title
ITEM00063,ORDER00063,f,f,B0E7STG8517,f,Delayed delivery,Preorder,Note for condition 63,Open Box,UOSS,IOSS-63406,Approved,Manual,62.84,USD,6.86,USD,1.26,USD,42,Standard,1,9.15,USD,USD,3.59,9,4,2025-01-29,2025-01-25,SKU-8242,t,2.69,USD,0.33,USD,1.11,USD,0.89,USD,Store-75,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00064,ORDER00064,f,f,B0E7STG4890,f,Found cheaper,Preorder,Note for condition 64,Any,UOSS,IOSS-83268,Approved,Automatic,50.83,USD,2.75,USD,3.19,USD,41,Standard,2,19.54,USD,USD,0.18,9,10,2025-01-31,2025-01-26,SKU-5269,t,1.82,USD,1.03,USD,16.03,USD,4.24,USD,Store-85,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00065,ORDER00065,f,f,B0E7STG9714,f,Found cheaper,Preorder,Note for condition 65,Other,UOSS,IOSS-35460,Approved,Manual,97.74,USD,9.79,USD,3.45,USD,12,Standard,7,0.06,USD,USD,0.50,2,3,2025-01-29,2025-01-26,SKU-5423,f,2.43,USD,1.13,USD,4.04,USD,0.12,USD,Store-10,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00066,ORDER00066,f,t,B0E7STG4951,t,Found cheaper,Preorder,Note for condition 66,New,UOSS,IOSS-61892,Approved,Automatic,95.39,USD,1.73,USD,1.65,USD,46,Standard,4,8.51,USD,USD,4.94,1,8,2025-01-29,2025-01-28,SKU-1248,t,6.32,USD,1.84,USD,0.09,USD,2.83,USD,Store-97,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00067,ORDER00067,f,f,B0E7STG9825,t,Found cheaper,Preorder,Note for condition 67,Mint,UOSS,IOSS-89393,Approved,Automatic,5.53,USD,4.75,USD,3.78,USD,73,Standard,9,3.83,USD,USD,2.62,3,8,2025-02-01,2025-01-28,SKU-1505,f,9.48,USD,0.36,USD,2.64,USD,2.35,USD,Store-60,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00068,ORDER00068,f,t,B0E7STG6668,f,Changed mind,Preorder,Note for condition 68,Very Good,UOSS,IOSS-28124,Approved,Manual,68.86,USD,7.77,USD,4.61,USD,51,Standard,5,8.06,USD,USD,2.72,4,2,2025-01-31,2025-01-23,SKU-3665,f,5.77,USD,0.65,USD,14.96,USD,2.94,USD,Store-77,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00069,ORDER00069,f,f,B0E7STG6940,f,Delayed delivery,Preorder,Note for condition 69,Acceptable,UOSS,IOSS-58852,Rejected,Manual,10.26,USD,2.87,USD,3.73,USD,99,Standard,6,11.72,USD,USD,0.73,6,10,2025-01-29,2025-01-26,SKU-1142,t,6.56,USD,1.81,USD,1.39,USD,0.53,USD,Store-84,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00070,ORDER00070,f,f,B0E7STG1464,f,Found cheaper,Preorder,Note for condition 70,Poor,UOSS,IOSS-55250,Rejected,Manual,75.22,USD,5.25,USD,1.79,USD,77,Standard,4,12.88,USD,USD,2.12,3,5,2025-02-02,2025-01-24,SKU-9082,t,4.49,USD,0.92,USD,17.12,USD,4.86,USD,Store-14,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00071,ORDER00071,f,f,B0E7STG2635,f,Changed mind,Preorder,Note for condition 71,Club,UOSS,IOSS-61612,Approved,Manual,69.38,USD,2.25,USD,1.52,USD,7,Standard,8,4.18,USD,USD,2.72,10,0,2025-02-01,2025-01-27,SKU-2150,f,3.37,USD,0.59,USD,3.03,USD,2.32,USD,Store-21,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00072,ORDER00072,f,f,B0E7STG6311,t,Found cheaper,Preorder,Note for condition 72,OEM,UOSS,IOSS-18437,Approved,Automatic,66.76,USD,6.35,USD,0.14,USD,15,Standard,1,16.33,USD,USD,4.42,10,5,2025-01-31,2025-01-28,SKU-8459,f,0.36,USD,0.82,USD,0.94,USD,0.32,USD,Store-74,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00073,ORDER00073,f,t,B0E7STG2301,f,Found cheaper,Collectible,Note for condition 73,Warranty,UOSS,IOSS-18091,Rejected,Automatic,53.53,USD,7.57,USD,0.57,USD,65,Standard,3,7.76,USD,USD,4.16,6,5,2025-01-31,2025-01-28,SKU-3291,t,7.15,USD,0.04,USD,10.58,USD,4.92,USD,Store-80,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00074,ORDER00074,f,t,B0E7STG7800,f,Delayed delivery,Collectible,Note for condition 74,Refurbished Warrnty,UOSS,IOSS-62355,Rejected,Automatic,19.44,USD,4.72,USD,3.93,USD,58,Standard,8,13.82,USD,USD,2.62,4,10,2025-01-29,2025-01-26,SKU-4328,f,0.25,USD,1.16,USD,1.13,USD,4.31,USD,Store-24,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00075,ORDER00075,f,t,B0E7STG6338,f,Found cheaper,Collectible,Note for condition 75,Refurbished,UOSS,IOSS-60489,Approved,Automatic,32.48,USD,1.85,USD,4.56,USD,47,Standard,1,17.76,USD,USD,1.31,10,4,2025-02-02,2025-01-25,SKU-1953,f,8.24,USD,0.23,USD,16.04,USD,2.26,USD,Store-45,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00076,ORDER00076,f,f,B0E7STG6512,f,Found cheaper,Collectible,Note for condition 76,Open Box,UOSS,IOSS-82427,Approved,Automatic,41.11,USD,7.51,USD,1.74,USD,26,Standard,4,4.65,USD,USD,1.55,6,9,2025-01-31,2025-01-27,SKU-3884,f,7.06,USD,1.40,USD,8.54,USD,0.83,USD,Store-50,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00077,ORDER00077,t,f,B0E7STG5084,t,Delayed delivery,Collectible,Note for condition 77,Any,UOSS,IOSS-65398,Rejected,Manual,82.85,USD,9.49,USD,1.59,USD,40,Standard,3,3.15,USD,USD,2.23,7,5,2025-02-02,2025-01-28,SKU-9759,t,6.61,USD,0.86,USD,17.2,USD,1.16,USD,Store-53,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00078,ORDER00078,f,f,B0E7STG1689,t,Changed mind,Collectible,Note for condition 78,Other,UOSS,IOSS-19629,Pending,Automatic,64.85,USD,4.04,USD,0.45,USD,47,Standard,8,5.42,USD,USD,1.79,10,4,2025-01-29,2025-01-23,SKU-4741,f,2.56,USD,0.67,USD,15.26,USD,3.96,USD,Store-72,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00079,ORDER00079,f,f,B0E7STG1501,t,Changed mind,Collectible,Note for condition 79,New,UOSS,IOSS-85635,Pending,Automatic,24.09,USD,7.32,USD,0.11,USD,84,Standard,10,9.55,USD,USD,4.85,4,5,2025-02-01,2025-01-26,SKU-5010,f,3.21,USD,0.43,USD,4.83,USD,2.98,USD,Store-9,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00080,ORDER00080,t,f,B0E7STG3302,f,Changed mind,Collectible,Note for condition 80,Mint,UOSS,IOSS-35059,Pending,Automatic,89.45,USD,4.26,USD,1.83,USD,24,Standard,3,16.61,USD,USD,2.74,6,9,2025-02-01,2025-01-26,SKU-4774,t,6.96,USD,0.67,USD,0.53,USD,1.54,USD,Store-57,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00081,ORDER00081,f,f,B0E7STG4846,t,Changed mind,Collectible,Note for condition 81,Very Good,UOSS,IOSS-52174,Rejected,Manual,70.63,USD,7.37,USD,2.27,USD,46,Standard,1,2.42,USD,USD,3.34,4,8,2025-02-01,2025-01-26,SKU-1259,t,2.51,USD,1.09,USD,5.62,USD,2.04,USD,Store-64,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00082,ORDER00082,f,f,B0E7STG1857,f,Found cheaper,Preorder,Note for condition 82,Acceptable,UOSS,IOSS-11370,Pending,Manual,23.48,USD,3.31,USD,2.07,USD,28,Standard,5,16.13,USD,USD,1.48,7,2,2025-02-01,2025-01-28,SKU-5853,t,4.42,USD,1.63,USD,18.51,USD,0.46,USD,Store-81,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00083,ORDER00083,f,t,B0E7STG9484,f,Changed mind,Collectible,Note for condition 83,Poor,UOSS,IOSS-15130,Approved,Automatic,75.35,USD,3.31,USD,1.06,USD,3,Standard,2,2.89,USD,USD,2.15,10,1,2025-01-29,2025-01-27,SKU-6783,t,7.11,USD,0.03,USD,5.16,USD,1.52,USD,Store-43,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00084,ORDER00084,f,f,B0E7STG9270,f,Delayed delivery,Collectible,Note for condition 84,Club,UOSS,IOSS-19751,Rejected,Manual,12.57,USD,2.11,USD,1.9,USD,36,Standard,7,13.18,USD,USD,4.9,3,8,2025-01-29,2025-01-24,SKU-3475,t,1.77,USD,1.42,USD,0.53,USD,2.29,USD,Store-66,MarketplaceFacilitator,Amazon Services,Phone Case
ITEM00085,ORDER00085,f,f,B0E7STG1444,f,Changed mind,Collectible,Note for condition 85,OEM,UOSS,IOSS-86561,Approved,Automatic,77.14,USD,4.82,USD,3.6,USD,97,Standard,5,2.86,USD,USD,4.33,2,1,2025-01-31,2025-01-28,SKU-4638,f,3.59,USD,0.93,USD,0.93,USD,0.86,USD,Store-74,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00086,ORDER00086,f,t,B0E7STG4557,f,Found cheaper,Collectible,Note for condition 86,Warranty,UOSS,IOSS-62540,Rejected,Manual,34.79,USD,0.77,USD,4.09,USD,88,Standard,5,10.6,USD,USD,3.05,10,2,2025-02-02,2025-01-26,SKU-7487,f,2.44,USD,1.00,USD,13.59,USD,1.90,USD,Store-56,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00087,ORDER00087,f,f,B0E7STG4684,t,Found cheaper,Collectible,Note for condition 87,Refurbished Warrnty,UOSS,IOSS-15580,Pending,Manual,20.85,USD,8.05,USD,0.62,USD,53,Standard,9,11.74,USD,USD,1.87,3,0,2025-02-01,2025-01-27,SKU-3345,t,1.19,USD,0.53,USD,2.06,USD,4.38,USD,Store-99,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00088,ORDER00088,f,f,B0E7STG4263,f,Found cheaper,Collectible,Note for condition 88,Refurbished,UOSS,IOSS-53336,Approved,Automatic,37.37,USD,4.78,USD,1.91,USD,94,Standard,10,3.14,USD,USD,1.64,9,7,2025-01-29,2025-01-27,SKU-1661,t,5.65,USD,1.38,USD,5.79,USD,3.67,USD,Store-15,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00089,ORDER00089,t,f,B0E7STG4368,t,Changed mind,Collectible,Note for condition 89,Open Box,UOSS,IOSS-41167,Approved,Manual,66.93,USD,6.89,USD,2.09,USD,19,Standard,4,13.17,USD,USD,1.12,5,1,2025-02-01,2025-01-24,SKU-8327,t,3.46,USD,0.08,USD,5.79,USD,2.1,USD,Store-23,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00090,ORDER00090,f,t,B0E7STG9074,t,Changed mind,Collectible,Note for condition 90,Any,UOSS,IOSS-81335,Approved,Automatic,31.58,USD,3.25,USD,1.01,USD,38,Standard,10,10.82,USD,USD,1.07,1,6,2025-02-02,2025-01-25,SKU-8929,t,0.82,USD,1.64,USD,19.35,USD,1.05,USD,Store-77,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00091,ORDER00091,t,t,B0E7STG9062,f,Delayed delivery,Club,Note for condition 91,Other,UOSS,IOSS-86984,Rejected,Automatic,82.09,USD,2.52,USD,2.95,USD,8,Standard,6,2.91,USD,USD,0.83,6,10,2025-01-31,2025-01-28,SKU-3778,f,9.81,USD,0.79,USD,6.44,USD,1.72,USD,Store-82,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00092,ORDER00092,f,t,B0E7STG5938,f,Found cheaper,Club,Note for condition 92,New,UOSS,IOSS-17974,Approved,Automatic,77.48,USD,4.41,USD,0.48,USD,89,Standard,2,11.93,USD,USD,0.72,8,6,2025-02-02,2025-01-24,SKU-9173,f,0.94,USD,0.81,USD,17.94,USD,3.65,USD,Store-91,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00093,ORDER00093,f,t,B0E7STG1636,t,Found cheaper,Club,Note for condition 93,Mint,UOSS,IOSS-23538,Rejected,Automatic,33.99,USD,2.15,USD,0.61,USD,95,Standard,5,17.45,USD,USD,3.68,2,8,2025-01-31,2025-01-23,SKU-1335,f,3.06,USD,0.68,USD,16.43,USD,0.62,USD,Store-2,MarketplaceFacilitator,Amazon Services,Bluetooth Speaker
ITEM00094,ORDER00094,f,f,B0E7STG2699,f,Changed mind,Club,Note for condition 94,Very Good,UOSS,IOSS-39006,Rejected,Manual,52.88,USD,2.78,USD,4.86,USD,59,Standard,6,1.15,USD,USD,3.87,3,4,2025-01-31,2025-01-24,SKU-7417,f,5.9,USD,1.01,USD,18.03,USD,4.45,USD,Store-24,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00095,ORDER00095,f,f,B0E7STG3532,t,Delayed delivery,Club,Note for condition 95,Acceptable,UOSS,IOSS-51381,Rejected,Manual,79.81,USD,5.96,USD,0.42,USD,52,Standard,9,16.42,USD,USD,2.02,2,10,2025-01-29,2025-01-24,SKU-8833,f,2.65,USD,1.85,USD,2.87,USD,0.76,USD,Store-56,MarketplaceFacilitator,Amazon Services,Wireless Mouse
ITEM00096,ORDER00096,f,f,B0E7STG3510,t,Delayed delivery,Club,Note for condition 96,Poor,UOSS,IOSS-48516,Pending,Automatic,53.86,USD,8.27,USD,1.12,USD,39,Standard,4,15.24,USD,USD,3.28,8,7,2025-01-31,2025-01-23,SKU-4613,f,6.5,USD,0.02,USD,5.21,USD,2.73,USD,Store-74,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00097,ORDER00097,f,t,B0E7STG3787,f,Delayed delivery,Club,Note for condition 97,Club,UOSS,IOSS-32302,Approved,Automatic,81.57,USD,5.89,USD,3.19,USD,32,Standard,4,17.91,USD,USD,4.95,5,4,2025-01-31,2025-01-25,SKU-7169,t,2.27,USD,0.56,USD,8.99,USD,0.4,USD,Store-89,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00098,ORDER00098,t,f,B0E7STG5917,t,Found cheaper,Club,Note for condition 98,OEM,UOSS,IOSS-75135,Rejected,Manual,67.31,USD,9.07,USD,4.31,USD,76,Standard,3,7.59,USD,USD,1.83,9,7,2025-01-29,2025-01-28,SKU-7785,t,7.86,USD,1.14,USD,5.76,USD,4.46,USD,Store-43,MarketplaceFacilitator,Amazon Services,Laptop Stand
ITEM00099,ORDER00099,t,t,B0E7STG1691,f,Found cheaper,Club,Note for condition 99,Warranty,UOSS,IOSS-80566,Approved,Manual,26.77,USD,6.21,USD,4.09,USD,19,Standard,6,1.25,USD,USD,3.67,7,2,2025-02-01,2025-01-26,SKU-1316,f,7.12,USD,0.51,USD,3.05,USD,0.96,USD,Store-46,MarketplaceFacilitator,Amazon Services,Laptop Stand
