source_relation,marketplace_id,asin,item_name,display_name,brand,color,size,style,package_quantity,manufacturer,contributors,product_type,item_classification,classification_id,classification_sales_rank_link,classification_sales_rank,website_display_group,website_display_group_name,website_display_group_sales_rank_link,website_display_group_sales_rank,release_date,is_memorabilia,is_adult_product,is_autographed,is_trade_in_eligible,model_number,part_number,parent_variation_asin,parent_package_container_asin,sku,ean,gtin,isbn,jan,minsan,upc,count_images,count_swatch_images,item_height_unit,item_height_value,item_length_unit,item_length_value,item_weight_unit,item_weight_value,item_width_unit,item_width_value,package_height_unit,package_height_value,package_length_unit,package_length_value,package_weight_unit,package_weight_value,package_width_unit,package_width_value
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1461,golden doodle puppy,product_1,Waystar Royco,merlot,8,Horizon,1,waystar royco,,FOOD,OTHER,100534793,,,amazon.com/GHP-BGGF-100534793,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534793,GHP-BGGF-100534793,B095PARENT,,,5947994,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG2699,laptop,product_4,Waystar Royco,mauve,5,Horizon,1,waystar royco,,PET_SUPPLIES,PRODUCT_BUNDLE,100534878,,,amazon.com/GHP-BGGF-100534878,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534878,GHP-BGGF-100534878,,B095PARENT,5948079,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG7286,cable subscription,product_1,Waystar Royco,ginger,2,Postmodern,1,waystar royco,,PET_SUPPLIES,VARIATION_PARENT,100534787,,,amazon.com/GHP-BGGF-100534787,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534787,GHP-BGGF-100534787,B095PARENT,,,,,5947988,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6775,banker's lamp,product_2,Waystar Royco,magenta,Sizing Kit,Ugly,1,waystar royco,,ELECTRONIC_ADAPTER,OTHER,100534829,,,amazon.com/GHP-BGGF-100534829,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534829,GHP-BGGF-100534829,B095PARENT,,,,,,,5948030,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4480,massage chair,product_2,Waystar Royco,grey,17,Heritage,1,waystar royco,,CAMPING,OTHER,100534825,,,amazon.com/GHP-BGGF-100534825,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534825,GHP-BGGF-100534825,B095PARENT,,,5948026,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG8958,golden doodle puppy,product_2,Waystar Royco,goldenrod,4,Smelly,1,waystar royco,,CLOTHING,OTHER,100534833,,,amazon.com/GHP-BGGF-100534833,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534833,GHP-BGGF-100534833,B095PARENT,,,5948034,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6845,laptop,product_1,Waystar Royco,cerulean,3,Elegant,1,waystar royco,,CAMPING,BASE_PRODUCT,100534788,,,amazon.com/GHP-BGGF-100534788,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534788,GHP-BGGF-100534788,B095PARENT,,,,,,5947989,,,1,0,inches,,,,,,,,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6108,golden doodle puppy,product_1,Waystar Royco,orange,6,Sleek,1,waystar royco,,CAMPING,OTHER,100534813,,,amazon.com/GHP-BGGF-100534813,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534813,GHP-BGGF-100534813,B095PARENT,,,,,,,5948014,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1857,jacket,product_3,Waystar Royco,berry,14,Awful,1,waystar royco,,ELECTRONIC_ADAPTER,PRODUCT_BUNDLE,100534866,,,amazon.com/GHP-BGGF-100534866,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534866,GHP-BGGF-100534866,,B095PARENT,,,5948067,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4951,standing desk,product_2,Waystar Royco,steel,Gifting Sizing Kit,Smelly,1,waystar royco,,PET_SUPPLIES,PRODUCT_BUNDLE,100534850,,,amazon.com/GHP-BGGF-100534850,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534850,GHP-BGGF-100534850,B095PARENT,,,,5948051,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4890,laptop,product_2,Waystar Royco,kelly,32,"Cool, Sleek",1,waystar royco,,FOOD,BASE_PRODUCT,100534848,,,amazon.com/GHP-BGGF-100534848,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534848,GHP-BGGF-100534848,B095PARENT,,,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3302,flatscreen TV,product_3,Waystar Royco,fuschia,12,Sleek,1,waystar royco,,CAMPING,BASE_PRODUCT,100534864,,,amazon.com/GHP-BGGF-100534864,Stuff,,,2024-07-11,t,t,t,t,GHP-BGGF-100534864,GHP-BGGF-100534864,,B095PARENT,,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6880,iphone 16s,product_1,Waystar Royco,black,5,Ugly,1,waystar royco,,PET_SUPPLIES,BASE_PRODUCT,100534812,,,amazon.com/GHP-BGGF-100534812,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534812,GHP-BGGF-100534812,B095PARENT,,,,,,5948013,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1846,cable subscription,product_2,Waystar Royco,platinum,8,Maximilist,1,waystar royco,,PET_SUPPLIES,OTHER,100534837,,,amazon.com/GHP-BGGF-100534837,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534837,GHP-BGGF-100534837,B095PARENT,,,,,,,5948038,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1691,golden doodle puppy,product_4,Waystar Royco,oatmeal,9,Interesting,1,waystar royco,,PET_SUPPLIES,VARIATION_PARENT,100534883,,,amazon.com/GHP-BGGF-100534883,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534883,GHP-BGGF-100534883,,B095PARENT,,,,,,,5948084,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG7251,standing desk,product_2,Waystar Royco,garnet,1,Sleek,1,waystar royco,,CAMPING,PRODUCT_BUNDLE,100534830,,,amazon.com/GHP-BGGF-100534830,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534830,GHP-BGGF-100534830,B095PARENT,,5948031,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9270,laptop,product_3,Waystar Royco,cyan,16,Nice,1,waystar royco,,CLOTHING,BASE_PRODUCT,100534868,,,amazon.com/GHP-BGGF-100534868,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534868,GHP-BGGF-100534868,,B095PARENT,,,,,5948069,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG8471,cable subscription,product_5,Waystar Royco,turquoise,Sizing Kit,"Modern, Elegant",1,waystar royco,,CAMPING,VARIATION_PARENT,100534807,,,amazon.com/GHP-BGGF-100534807,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534807,GHP-BGGF-100534807,B095PARENT,,,,,,,,5948008,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9922,banker's lamp,product_1,Waystar Royco,oxblood,4,Modern,1,waystar royco,,CAMPING,OTHER,100534789,,,amazon.com/GHP-BGGF-100534789,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534789,GHP-BGGF-100534789,B095PARENT,,,,,,,5947990,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4263,iphone 16s,product_3,Waystar Royco,ivory,Gifting Sizing Kit,Postmodern,1,waystar royco,,CAMPING,BASE_PRODUCT,100534872,,,amazon.com/GHP-BGGF-100534872,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534872,GHP-BGGF-100534872,,B095PARENT,,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3945,jacket,product_2,Waystar Royco,silver,7,Minimalist,1,waystar royco,,PET_SUPPLIES,BASE_PRODUCT,100534836,,,amazon.com/GHP-BGGF-100534836,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534836,GHP-BGGF-100534836,B095PARENT,,,,,,5948037,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E2STG2962,cable subscription,product_1,Waystar Royco,sage,9,Nice,1,waystar royco,,FOOD,OTHER,100534817,,,amazon.com/GHP-BGGF-100534817,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534817,GHP-BGGF-100534817,B095PARENT,,,5948018,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4684,water bottle,product_3,Waystar Royco,blush,33,Maximilist,1,waystar royco,,PET_SUPPLIES,VARIATION_PARENT,100534871,,,amazon.com/GHP-BGGF-100534871,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534871,GHP-BGGF-100534871,,B095PARENT,,,,,,,5948072,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1102,flatscreen TV,product_2,Waystar Royco,saffron,5,Nice,1,waystar royco,,ELECTRONIC_ADAPTER,PRODUCT_BUNDLE,100534834,,,amazon.com/GHP-BGGF-100534834,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534834,GHP-BGGF-100534834,B095PARENT,,,,5948035,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6114,golden doodle puppy,product_5,Waystar Royco,burnt orange,17,Maximilist,1,waystar royco,,CAMPING,VARIATION_PARENT,100534803,,,amazon.com/GHP-BGGF-100534803,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534803,GHP-BGGF-100534803,B095PARENT,,,,,5948004,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1501,golden doodle puppy,product_3,Waystar Royco,iris,11,Ugly,1,waystar royco,,FOOD,VARIATION_PARENT,100534863,,,amazon.com/GHP-BGGF-100534863,Stuff,,,2024-07-11,t,t,t,t,GHP-BGGF-100534863,GHP-BGGF-100534863,B095PARENT,,,,,,,,5948064,1,0,inches,,,,,,,,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4464,banker's lamp,product_2,Waystar Royco,amber,9,Elegant,1,waystar royco,,PET_SUPPLIES,VARIATION_PARENT,100534839,,,amazon.com/GHP-BGGF-100534839,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534839,GHP-BGGF-100534839,B095PARENT,,,,,,,,5948040,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5938,jacket,product_3,Waystar Royco,alabaster,3,Heritage,1,waystar royco,,FOOD,BASE_PRODUCT,100534876,,,amazon.com/GHP-BGGF-100534876,Stuff,,,2024-07-11,t,t,t,f,GHP-BGGF-100534876,GHP-BGGF-100534876,,B095PARENT,,,,,5948077,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5917,iphone 16s,product_4,Waystar Royco,fawn,8,"Cool, Sleek",1,waystar royco,,ELECTRONIC_ADAPTER,PRODUCT_BUNDLE,100534882,,,amazon.com/GHP-BGGF-100534882,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534882,GHP-BGGF-100534882,,B095PARENT,5948083,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3615,water bottle,product_2,Waystar Royco,ruby,2,"Cool, Sleek",1,waystar royco,,PET_SUPPLIES,VARIATION_PARENT,100534831,,,amazon.com/GHP-BGGF-100534831,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534831,GHP-BGGF-100534831,B095PARENT,,,,,,,,5948032,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3881,flatscreen TV,product_1,Waystar Royco,topaz,7,"Cool, Sleek",1,waystar royco,,FOOD,PRODUCT_BUNDLE,100534814,,,amazon.com/GHP-BGGF-100534814,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534814,GHP-BGGF-100534814,B095PARENT,,5948015,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6684,massage chair,product_1,Waystar Royco,Tan,Sizing Kit,Minimalist,1,waystar royco,,CAMPING,OTHER,100534785,,,amazon.com/GHP-BGGF-100534785,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534785,GHP-BGGF-100534785,B095PARENT,,,5947986,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5204,jacket,product_2,Waystar Royco,citrine,32,Traditional,1,waystar royco,,CLOTHING,PRODUCT_BUNDLE,100534826,,,amazon.com/GHP-BGGF-100534826,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534826,GHP-BGGF-100534826,B095PARENT,,,,5948027,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6512,standing desk,product_3,Waystar Royco,plum,8,Traditional,1,waystar royco,,ELECTRONIC_ADAPTER,BASE_PRODUCT,100534860,,,amazon.com/GHP-BGGF-100534860,Stuff,,,2024-07-11,t,t,t,t,GHP-BGGF-100534860,GHP-BGGF-100534860,B095PARENT,,,,,,5948061,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG2877,flatscreen TV,product_2,Waystar Royco,emerald,14,Horizon,1,waystar royco,,CLOTHING,BASE_PRODUCT,100534844,,,amazon.com/GHP-BGGF-100534844,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534844,GHP-BGGF-100534844,B095PARENT,,,,,,5948045,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG7800,laptop,product_3,Waystar Royco,lavender,7,"Modern, Elegant",1,waystar royco,,CAMPING,PRODUCT_BUNDLE,100534858,,,amazon.com/GHP-BGGF-100534858,Stuff,,,2024-07-11,t,t,t,t,GHP-BGGF-100534858,GHP-BGGF-100534858,B095PARENT,,,,5948059,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5820,massage chair,product_2,Waystar Royco,jade,15,Vertical,1,waystar royco,,CAMPING,OTHER,100534845,,,amazon.com/GHP-BGGF-100534845,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534845,GHP-BGGF-100534845,B095PARENT,,,,,,,5948046,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG7897,banker's lamp,product_1,Waystar Royco,indigo,11,Minimalist,1,waystar royco,,PET_SUPPLIES,VARIATION_PARENT,100534819,,,amazon.com/GHP-BGGF-100534819,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534819,GHP-BGGF-100534819,B095PARENT,,,,,5948020,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG2962,iphone 16s,product_2,Waystar Royco,straw,12,Heritage,1,waystar royco,,CAMPING,PRODUCT_BUNDLE,100534842,,,amazon.com/GHP-BGGF-100534842,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534842,GHP-BGGF-100534842,B095PARENT,,,,5948043,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5263,cable subscription,product_1,Waystar Royco,xanadu,11,"Cool, Sleek",1,waystar royco,,PET_SUPPLIES,OTHER,100534797,,,amazon.com/GHP-BGGF-100534797,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534797,GHP-BGGF-100534797,B095PARENT,,,,,,,5947998,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9074,flatscreen TV,product_3,Waystar Royco,cream,1,Modern,1,waystar royco,,FOOD,PRODUCT_BUNDLE,100534874,,,amazon.com/GHP-BGGF-100534874,Stuff,,,2024-07-11,t,t,t,f,GHP-BGGF-100534874,GHP-BGGF-100534874,,B095PARENT,,,5948075,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
