source_relation,amazon_order_id,order_item_id,asin,seller_sku,title,product_info_detail_number_of_items,scheduled_delivery_start_date,scheduled_delivery_end_date,quantity_ordered,quantity_shipped,item_price_amount,item_price_currency_code,item_tax_amount,item_tax_currency_code,shipping_discount_amount,shipping_discount_currency_code,shipping_discount_tax_amount,shipping_discount_tax_currency_code,shipping_price_amount,shipping_price_currency_code,shipping_tax_amount,shipping_tax_currency_code,promotion_discount_amount,promotion_discount_currency_code,promotion_discount_tax_amount,promotion_discount_tax_currency_code,condition_id,condition_note,condition_subtype_id,buyer_requested_cancel_reason,is_buyer_requested_cancel,deemed_reseller_category,ioss_number,is_gift,is_transparency,is_serial_number_required,store_chain_store_id,tax_collection_model,tax_collection_responsible_party,order_purchase_date,order_total_amount,order_total_currency_code,order_status,marketplace_id,order_total_number_of_items_shipped,order_total_number_of_items_unshipped,count_promotions_used,item_name,display_name,brand,color,size,style,product_type,package_quantity,item_classification
amazon_selling_partner.public,ORDER00044,ITEM00044,B0E7STG5913,SKU-2255,Phone Case,9,2025-01-25,2025-02-02,6,8,78.880000,USD,6.750000,,7.610000,USD,0.670000,USD,19.400000,USD,4.800000,USD,3.150000,USD,3.730000,USD,Used,Note for condition 44,Poor,Changed mind,f,UOSS,IOSS-72636,f,f,t,Store-66,MarketplaceFacilitator,Amazon Services,2025-01-07 18:11:28,96.880000,USD,Unfulfillable,MPIDRANDOM,8,0,1,laptop,product_2,Waystar Royco,brick,Gifting Sizing Kit,Vertical,CAMPING,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00045,ITEM00045,B0E7STG6775,SKU-8342,Wireless Mouse,5,2025-01-23,2025-01-31,5,7,23.310000,USD,2.560000,,8.730000,USD,0.160000,USD,13.110000,USD,4.630000,USD,13.930000,USD,4.600000,USD,Used,Note for condition 45,Club,Changed mind,t,UOSS,IOSS-56914,t,t,f,Store-15,MarketplaceFacilitator,Amazon Services,2025-01-08 18:11:28,174.270000,USD,Unfulfillable,MPIDRANDOM,5,0,1,banker's lamp,product_2,Waystar Royco,magenta,Sizing Kit,Ugly,ELECTRONIC_ADAPTER,1,OTHER
amazon_selling_partner.public,ORDER00046,ITEM00046,B0E7STG7251,SKU-7004,Wireless Mouse,7,2025-01-24,2025-01-31,7,4,66.740000,USD,3.530000,,1.840000,USD,0.420000,USD,2.010000,USD,1.870000,USD,1.450000,USD,1.790000,USD,Refurbished,Note for condition 46,OEM,Changed mind,f,UOSS,IOSS-16200,f,t,f,Store-82,MarketplaceFacilitator,Amazon Services,2025-01-24 18:11:28,18.410000,USD,Unfulfillable,MPIDRANDOM,7,2,1,standing desk,product_2,Waystar Royco,garnet,1,Sleek,CAMPING,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00047,ITEM00047,B0E7STG3615,SKU-1028,Bluetooth Speaker,1,2025-01-28,2025-02-02,7,2,84.090000,USD,9.170000,,3.850000,USD,1.350000,USD,19.220000,USD,2.320000,USD,16.810000,USD,3.070000,USD,Refurbished,Note for condition 47,Warranty,Delayed delivery,f,UOSS,IOSS-30405,f,t,t,Store-72,MarketplaceFacilitator,Amazon Services,2025-01-01 18:11:28,462.430000,USD,Unfulfillable,MPIDRANDOM,7,9,1,water bottle,product_2,Waystar Royco,ruby,2,"Cool, Sleek",PET_SUPPLIES,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00048,ITEM00048,B0E7STG6802,SKU-4036,Wireless Mouse,9,2025-01-28,2025-01-29,7,7,41.980000,USD,2.630000,,7.890000,USD,0.950000,USD,10.860000,USD,3.150000,USD,7.060000,USD,1.050000,USD,Refurbished,Note for condition 48,Refurbished Warrnty,Delayed delivery,t,UOSS,IOSS-49580,f,f,f,Store-36,MarketplaceFacilitator,Amazon Services,2025-01-02 18:11:28,152.830000,USD,InvoiceUnconfirmed,MPIDRANDOM,0,5,1,iphone 16s,product_2,Waystar Royco,raspberry,3,Awful,CAMPING,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00049,ITEM00049,B0E7STG8958,SKU-2419,Wireless Mouse,7,2025-01-25,2025-01-29,5,4,25.990000,USD,3.960000,,4.850000,USD,1.740000,USD,16.330000,USD,0.440000,USD,16.150000,USD,3.670000,USD,Refurbished,Note for condition 49,Refurbished,Changed mind,t,UOSS,IOSS-78419,t,f,f,Store-48,MarketplaceFacilitator,Amazon Services,2025-01-04 18:11:28,79.070000,USD,InvoiceUnconfirmed,MPIDRANDOM,3,3,1,golden doodle puppy,product_2,Waystar Royco,goldenrod,4,Smelly,CLOTHING,1,OTHER
amazon_selling_partner.public,ORDER00050,ITEM00050,B0E7STG1102,SKU-2045,Laptop Stand,7,2025-01-28,2025-01-30,5,6,12.540000,USD,4.130000,,4.090000,USD,0.710000,USD,13.260000,USD,1.470000,USD,17.080000,USD,0.530000,USD,Club,Note for condition 50,Open Box,Delayed delivery,t,UOSS,IOSS-29313,t,t,t,Store-59,MarketplaceFacilitator,Amazon Services,2025-01-02 18:11:28,114.360000,USD,InvoiceUnconfirmed,MPIDRANDOM,10,0,1,flatscreen TV,product_2,Waystar Royco,saffron,5,Nice,ELECTRONIC_ADAPTER,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00051,ITEM00051,B0E7STG9465,SKU-9690,Bluetooth Speaker,7,2025-01-25,2025-02-01,4,6,56.310000,USD,9.610000,,4.560000,USD,0.660000,USD,16.950000,USD,2.370000,USD,16.860000,USD,1.910000,USD,Club,Note for condition 51,Any,Found cheaper,t,UOSS,IOSS-38340,t,t,t,Store-87,MarketplaceFacilitator,Amazon Services,2025-01-16 18:11:28,35.760000,USD,InvoiceUnconfirmed,MPIDRANDOM,7,4,1,massage chair,product_2,Waystar Royco,copper,6,Brutalist,CLOTHING,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00052,ITEM00052,B0E7STG3945,SKU-9212,Phone Case,10,2025-01-26,2025-01-31,1,2,31.040000,USD,5.990000,,9.880000,USD,0.840000,USD,6.230000,USD,1.680000,USD,19.720000,USD,0.050000,USD,Club,Note for condition 52,Other,Found cheaper,t,UOSS,IOSS-66461,t,f,t,Store-75,MarketplaceFacilitator,Amazon Services,2025-01-07 18:11:28,78.680000,USD,InvoiceUnconfirmed,MPIDRANDOM,9,2,1,jacket,product_2,Waystar Royco,silver,7,Minimalist,PET_SUPPLIES,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00053,ITEM00053,B0E7STG1846,SKU-3289,Bluetooth Speaker,9,2025-01-26,2025-01-30,2,6,45.730000,USD,7.120000,,9.770000,USD,1.290000,USD,19.810000,USD,3.510000,USD,10.360000,USD,3.690000,USD,Club,Note for condition 53,New,Delayed delivery,f,UOSS,IOSS-29635,t,f,f,Store-89,MarketplaceFacilitator,Amazon Services,2025-01-19 18:11:28,387.570000,USD,InvoiceUnconfirmed,MPIDRANDOM,6,6,1,cable subscription,product_2,Waystar Royco,platinum,8,Maximilist,PET_SUPPLIES,1,OTHER
amazon_selling_partner.public,ORDER00054,ITEM00054,B0E7STG9963,SKU-8075,Phone Case,3,2025-01-23,2025-01-29,6,1,62.460000,USD,6.670000,,6.780000,USD,1.110000,USD,3.540000,USD,2.950000,USD,9.390000,USD,0.370000,USD,Club,Note for condition 54,Mint,Delayed delivery,f,UOSS,IOSS-47388,f,t,f,Store-76,MarketplaceFacilitator,Amazon Services,2025-01-05 18:11:28,165.350000,USD,InvoiceUnconfirmed,MPIDRANDOM,1,8,1,laptop,product_2,Waystar Royco,rose gold,8,Postmodern,CAMPING,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00055,ITEM00055,B0E7STG4464,SKU-2538,Phone Case,6,2025-01-28,2025-01-31,1,8,36.930000,USD,5.790000,,0.020000,USD,1.280000,USD,7.970000,USD,1.260000,USD,10.110000,USD,4.690000,USD,Club,Note for condition 55,Very Good,Changed mind,t,UOSS,IOSS-54204,f,t,f,Store-13,MarketplaceFacilitator,Amazon Services,2025-01-17 18:11:28,436.830000,USD,InvoiceUnconfirmed,MPIDRANDOM,4,10,1,banker's lamp,product_2,Waystar Royco,amber,9,Elegant,PET_SUPPLIES,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00056,ITEM00056,B0E7STG6452,SKU-6878,Bluetooth Speaker,10,2025-01-27,2025-02-02,1,8,78.250000,USD,9.780000,,8.810000,USD,1.310000,USD,14.350000,USD,1.950000,USD,13.170000,USD,2.130000,USD,Refurbished,Note for condition 56,Acceptable,Changed mind,t,UOSS,IOSS-98999,f,f,f,Store-53,MarketplaceFacilitator,Amazon Services,2025-01-25 18:11:28,256.620000,USD,InvoiceUnconfirmed,MPIDRANDOM,9,3,1,standing desk,product_2,Waystar Royco,bronze,10,Modern,ELECTRONIC_ADAPTER,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00057,ITEM00057,B0E7STG8651,SKU-9357,Laptop Stand,2,2025-01-24,2025-01-30,1,6,32.830000,USD,5.750000,,0.300000,USD,0.450000,USD,14.740000,USD,3.280000,USD,0.710000,USD,1.550000,USD,Refurbished,Note for condition 57,Poor,Changed mind,t,UOSS,IOSS-46900,t,f,t,Store-23,MarketplaceFacilitator,Amazon Services,2025-01-16 18:11:28,91.350000,USD,PendingAvailability,MPIDRANDOM,10,6,1,water bottle,product_2,Waystar Royco,claret,11,"Modern, Elegant",ELECTRONIC_ADAPTER,1,OTHER
amazon_selling_partner.public,ORDER00058,ITEM00058,B0E7STG2962,SKU-6107,Phone Case,7,2025-01-24,2025-02-01,6,8,47.530000,USD,9.390000,,4.990000,USD,0.940000,USD,12.840000,USD,0.460000,USD,4.210000,USD,4.710000,USD,Refurbished,Note for condition 58,Club,Found cheaper,t,UOSS,IOSS-99956,f,t,f,Store-72,MarketplaceFacilitator,Amazon Services,2025-01-22 18:11:28,449.180000,USD,PendingAvailability,MPIDRANDOM,3,3,1,iphone 16s,product_2,Waystar Royco,straw,12,Heritage,CAMPING,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00059,ITEM00059,B0E7STG1843,SKU-2958,Wireless Mouse,9,2025-01-23,2025-01-31,8,2,25.910000,USD,3.650000,,2.000000,USD,1.670000,USD,1.760000,USD,0.020000,USD,12.260000,USD,1.480000,USD,Refurbished,Note for condition 59,OEM,Changed mind,t,UOSS,IOSS-22344,t,t,t,Store-19,MarketplaceFacilitator,Amazon Services,2025-01-19 18:11:28,57.610000,USD,PendingAvailability,MPIDRANDOM,3,8,1,golden doodle puppy,product_2,Waystar Royco,azure,13,Traditional,CAMPING,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00060,ITEM00060,B0E7STG2877,SKU-9945,Wireless Mouse,3,2025-01-27,2025-02-01,9,9,66.440000,USD,2.160000,,1.720000,USD,0.150000,USD,13.190000,USD,1.660000,USD,7.450000,USD,0.350000,USD,Refurbished,Note for condition 60,Warranty,Changed mind,f,UOSS,IOSS-74046,t,f,t,Store-89,MarketplaceFacilitator,Amazon Services,2025-01-26 18:11:28,362.020000,USD,PendingAvailability,MPIDRANDOM,0,6,1,flatscreen TV,product_2,Waystar Royco,emerald,14,Horizon,CLOTHING,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00061,ITEM00061,B0E7STG5820,SKU-5893,Phone Case,10,2025-01-27,2025-02-01,6,8,39.050000,USD,4.970000,,0.950000,USD,1.110000,USD,17.010000,USD,4.460000,USD,17.250000,USD,3.850000,USD,Refurbished,Note for condition 61,Refurbished Warrnty,Delayed delivery,f,UOSS,IOSS-57917,t,f,f,Store-62,MarketplaceFacilitator,Amazon Services,2025-01-10 18:11:28,459.960000,USD,PendingAvailability,MPIDRANDOM,9,1,1,massage chair,product_2,Waystar Royco,jade,15,Vertical,CAMPING,1,OTHER
amazon_selling_partner.public,ORDER00062,ITEM00062,B0E7STG4583,SKU-2639,Phone Case,4,2025-01-26,2025-02-01,7,0,60.870000,USD,1.290000,,6.580000,USD,1.920000,USD,5.230000,USD,4.630000,USD,14.910000,USD,0.030000,USD,Preorder,Note for condition 62,Refurbished,Changed mind,f,UOSS,IOSS-67527,f,f,t,Store-100,MarketplaceFacilitator,Amazon Services,2024-12-31 18:11:28,156.390000,USD,PendingAvailability,MPIDRANDOM,0,3,1,jacket,product_2,Waystar Royco,lime,16,Ugly,ELECTRONIC_ADAPTER,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00063,ITEM00063,B0E7STG8517,SKU-8242,Laptop Stand,1,2025-01-25,2025-01-29,9,4,62.840000,USD,6.860000,,2.690000,USD,0.330000,USD,1.110000,USD,0.890000,USD,9.150000,USD,3.590000,USD,Preorder,Note for condition 63,Open Box,Delayed delivery,f,UOSS,IOSS-63406,f,f,t,Store-75,MarketplaceFacilitator,Amazon Services,2025-01-19 18:11:28,189.970000,USD,PendingAvailability,MPIDRANDOM,10,7,1,cable subscription,product_2,Waystar Royco,mint,17,Sleek,PET_SUPPLIES,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00064,ITEM00064,B0E7STG4890,SKU-5269,Phone Case,2,2025-01-26,2025-01-31,9,10,50.830000,USD,2.750000,,1.820000,USD,1.030000,USD,16.030000,USD,4.240000,USD,19.540000,USD,0.180000,USD,Preorder,Note for condition 64,Any,Found cheaper,f,UOSS,IOSS-83268,f,f,t,Store-85,MarketplaceFacilitator,Amazon Services,2025-01-22 18:11:28,112.090000,USD,PendingAvailability,MPIDRANDOM,7,8,1,laptop,product_2,Waystar Royco,kelly,32,"Cool, Sleek",FOOD,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00065,ITEM00065,B0E7STG9714,SKU-5423,Wireless Mouse,7,2025-01-26,2025-01-29,2,3,97.740000,USD,9.790000,,2.430000,USD,1.130000,USD,4.040000,USD,0.120000,USD,0.060000,USD,0.500000,USD,Preorder,Note for condition 65,Other,Found cheaper,f,UOSS,IOSS-35460,f,f,f,Store-10,MarketplaceFacilitator,Amazon Services,2024-12-29 18:11:28,142.450000,USD,PendingAvailability,MPIDRANDOM,0,5,1,banker's lamp,product_2,Waystar Royco,pistachio,33,Awful,CAMPING,1,OTHER
amazon_selling_partner.public,ORDER00066,ITEM00066,B0E7STG4951,SKU-1248,Phone Case,4,2025-01-28,2025-01-29,1,8,95.390000,USD,1.730000,,6.320000,USD,1.840000,USD,0.090000,USD,2.830000,USD,8.510000,USD,4.940000,USD,Preorder,Note for condition 66,New,Found cheaper,t,UOSS,IOSS-61892,f,t,t,Store-97,MarketplaceFacilitator,Amazon Services,2025-01-12 18:11:28,82.760000,USD,PendingAvailability,MPIDRANDOM,3,6,1,standing desk,product_2,Waystar Royco,steel,Gifting Sizing Kit,Smelly,PET_SUPPLIES,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00067,ITEM00067,B0E7STG9825,SKU-1505,Wireless Mouse,9,2025-01-28,2025-02-01,3,8,5.530000,USD,4.750000,,9.480000,USD,0.360000,USD,2.640000,USD,2.350000,USD,3.830000,USD,2.620000,USD,Preorder,Note for condition 67,Mint,Found cheaper,t,UOSS,IOSS-89393,f,f,f,Store-60,MarketplaceFacilitator,Amazon Services,2025-01-02 18:11:28,461.650000,USD,PendingAvailability,MPIDRANDOM,10,4,1,water bottle,product_2,Waystar Royco,aqua,Sizing Kit,Nice,CAMPING,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00068,ITEM00068,B0E7STG6668,SKU-3665,Wireless Mouse,5,2025-01-23,2025-01-31,4,2,68.860000,USD,7.770000,,5.770000,USD,0.650000,USD,14.960000,USD,2.940000,USD,8.060000,USD,2.720000,USD,Preorder,Note for condition 68,Very Good,Changed mind,f,UOSS,IOSS-28124,f,t,f,Store-77,MarketplaceFacilitator,Amazon Services,2025-01-13 18:11:28,121.170000,USD,Unshipped,MPIDRANDOM,4,7,1,iphone 16s,product_2,Waystar Royco,denim,1,Brutalist,ELECTRONIC_ADAPTER,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00069,ITEM00069,B0E7STG6940,SKU-1142,Bluetooth Speaker,6,2025-01-26,2025-01-29,6,10,10.260000,USD,2.870000,,6.560000,USD,1.810000,USD,1.390000,USD,0.530000,USD,11.720000,USD,0.730000,USD,Preorder,Note for condition 69,Acceptable,Delayed delivery,f,UOSS,IOSS-58852,f,f,t,Store-84,MarketplaceFacilitator,Amazon Services,2025-01-12 18:11:28,352.770000,USD,Shipped,MPIDRANDOM,6,2,1,golden doodle puppy,product_2,Waystar Royco,sky,2,Minimalist,FOOD,1,OTHER
amazon_selling_partner.public,ORDER00070,ITEM00070,B0E7STG1464,SKU-9082,Phone Case,4,2025-01-24,2025-02-02,3,5,75.220000,USD,5.250000,,4.490000,USD,0.920000,USD,17.120000,USD,4.860000,USD,12.880000,USD,2.120000,USD,Preorder,Note for condition 70,Poor,Found cheaper,f,UOSS,IOSS-55250,f,f,t,Store-14,MarketplaceFacilitator,Amazon Services,2025-01-18 18:11:28,211.480000,USD,Unshipped,MPIDRANDOM,6,8,1,flatscreen TV,product_3,Waystar Royco,sapphire,3,Maximilist,PET_SUPPLIES,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00071,ITEM00071,B0E7STG2635,SKU-2150,Phone Case,8,2025-01-27,2025-02-01,10,0,69.380000,USD,2.250000,,3.370000,USD,0.590000,USD,3.030000,USD,2.320000,USD,4.180000,USD,2.720000,USD,Preorder,Note for condition 71,Club,Changed mind,f,UOSS,IOSS-61612,f,f,f,Store-21,MarketplaceFacilitator,Amazon Services,2025-01-02 18:11:28,353.060000,USD,Canceled,MPIDRANDOM,2,4,1,massage chair,product_3,Waystar Royco,eggplant,4,Postmodern,CAMPING,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00072,ITEM00072,B0E7STG6311,SKU-8459,Phone Case,1,2025-01-28,2025-01-31,10,5,66.760000,USD,6.350000,,0.360000,USD,0.820000,USD,0.940000,USD,0.320000,USD,16.330000,USD,4.420000,USD,Preorder,Note for condition 72,OEM,Found cheaper,t,UOSS,IOSS-18437,f,f,f,Store-74,MarketplaceFacilitator,Amazon Services,2025-01-06 18:11:28,437.650000,USD,Canceled,MPIDRANDOM,2,10,1,jacket,product_3,Waystar Royco,mulberry,5,Elegant,PET_SUPPLIES,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00073,ITEM00073,B0E7STG2301,SKU-3291,Bluetooth Speaker,3,2025-01-28,2025-01-31,6,5,53.530000,USD,7.570000,,7.150000,USD,0.040000,USD,10.580000,USD,4.920000,USD,7.760000,USD,4.160000,USD,Collectible,Note for condition 73,Warranty,Found cheaper,f,UOSS,IOSS-18091,f,t,t,Store-80,MarketplaceFacilitator,Amazon Services,2025-01-27 18:11:28,404.670000,USD,Pending,MPIDRANDOM,9,9,1,cable subscription,product_3,Waystar Royco,lilac,6,Modern,ELECTRONIC_ADAPTER,1,OTHER
amazon_selling_partner.public,ORDER00074,ITEM00074,B0E7STG7800,SKU-4328,Bluetooth Speaker,8,2025-01-26,2025-01-29,4,10,19.440000,USD,4.720000,,0.250000,USD,1.160000,USD,1.130000,USD,4.310000,USD,13.820000,USD,2.620000,USD,Collectible,Note for condition 74,Refurbished Warrnty,Delayed delivery,f,UOSS,IOSS-62355,f,t,f,Store-24,MarketplaceFacilitator,Amazon Services,2025-01-10 18:11:28,245.530000,USD,Canceled,MPIDRANDOM,9,1,1,laptop,product_3,Waystar Royco,lavender,7,"Modern, Elegant",CAMPING,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00075,ITEM00075,B0E7STG6338,SKU-1953,Phone Case,1,2025-01-25,2025-02-02,10,4,32.480000,USD,1.850000,,8.240000,USD,0.230000,USD,16.040000,USD,2.260000,USD,17.760000,USD,1.310000,USD,Collectible,Note for condition 75,Refurbished,Found cheaper,f,UOSS,IOSS-60489,f,t,f,Store-45,MarketplaceFacilitator,Amazon Services,2025-01-08 18:11:28,41.810000,USD,Canceled,MPIDRANDOM,5,9,1,banker's lamp,product_3,Waystar Royco,amethyst,8,Heritage,ELECTRONIC_ADAPTER,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00076,ITEM00076,B0E7STG6512,SKU-3884,Bluetooth Speaker,4,2025-01-27,2025-01-31,6,9,41.110000,USD,7.510000,,7.060000,USD,1.400000,USD,8.540000,USD,0.830000,USD,4.650000,USD,1.550000,USD,Collectible,Note for condition 76,Open Box,Found cheaper,f,UOSS,IOSS-82427,f,f,f,Store-50,MarketplaceFacilitator,Amazon Services,2025-01-24 18:11:28,188.990000,USD,Pending,MPIDRANDOM,1,6,1,standing desk,product_3,Waystar Royco,plum,8,Traditional,ELECTRONIC_ADAPTER,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00077,ITEM00077,B0E7STG5084,SKU-9759,Bluetooth Speaker,3,2025-01-28,2025-02-02,7,5,82.850000,USD,9.490000,,6.610000,USD,0.860000,USD,17.200000,USD,1.160000,USD,3.150000,USD,2.230000,USD,Collectible,Note for condition 77,Any,Delayed delivery,t,UOSS,IOSS-65398,t,f,t,Store-53,MarketplaceFacilitator,Amazon Services,2025-01-14 18:11:28,203.900000,USD,Pending,MPIDRANDOM,8,8,1,water bottle,product_3,Waystar Royco,grape,9,Horizon,PET_SUPPLIES,1,OTHER
amazon_selling_partner.public,ORDER00078,ITEM00078,B0E7STG1689,SKU-4741,Wireless Mouse,8,2025-01-23,2025-01-29,10,4,64.850000,USD,4.040000,,2.560000,USD,0.670000,USD,15.260000,USD,3.960000,USD,5.420000,USD,1.790000,USD,Collectible,Note for condition 78,Other,Changed mind,t,UOSS,IOSS-19629,f,f,f,Store-72,MarketplaceFacilitator,Amazon Services,2025-01-18 18:11:28,20.090000,USD,Shipped,MPIDRANDOM,6,7,1,iphone 16s,product_3,Waystar Royco,heather,10,Vertical,ELECTRONIC_ADAPTER,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00079,ITEM00079,B0E7STG1501,SKU-5010,Bluetooth Speaker,10,2025-01-26,2025-02-01,4,5,24.090000,USD,7.320000,,3.210000,USD,0.430000,USD,4.830000,USD,2.980000,USD,9.550000,USD,4.850000,USD,Collectible,Note for condition 79,New,Changed mind,t,UOSS,IOSS-85635,f,f,f,Store-9,MarketplaceFacilitator,Amazon Services,2025-01-20 18:11:28,221.610000,USD,Unshipped,MPIDRANDOM,6,2,1,golden doodle puppy,product_3,Waystar Royco,iris,11,Ugly,FOOD,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00080,ITEM00080,B0E7STG3302,SKU-4774,Laptop Stand,3,2025-01-26,2025-02-01,6,9,89.450000,USD,4.260000,,6.960000,USD,0.670000,USD,0.530000,USD,1.540000,USD,16.610000,USD,2.740000,USD,Collectible,Note for condition 80,Mint,Changed mind,f,UOSS,IOSS-35059,t,f,t,Store-57,MarketplaceFacilitator,Amazon Services,2025-01-06 18:11:28,475.820000,USD,Shipped,MPIDRANDOM,3,4,1,flatscreen TV,product_3,Waystar Royco,fuschia,12,Sleek,CAMPING,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00081,ITEM00081,B0E7STG4846,SKU-1259,Bluetooth Speaker,1,2025-01-26,2025-02-01,4,8,70.630000,USD,7.370000,,2.510000,USD,1.090000,USD,5.620000,USD,2.040000,USD,2.420000,USD,3.340000,USD,Collectible,Note for condition 81,Very Good,Changed mind,t,UOSS,IOSS-52174,f,f,t,Store-64,MarketplaceFacilitator,Amazon Services,2024-12-31 18:11:28,33.760000,USD,Canceled,MPIDRANDOM,8,2,1,massage chair,product_3,Waystar Royco,hyacinth,13,"Ugly, Sleek",FOOD,1,OTHER
amazon_selling_partner.public,ORDER00082,ITEM00082,B0E7STG1857,SKU-5853,Bluetooth Speaker,5,2025-01-28,2025-02-01,7,2,23.480000,USD,3.310000,,4.420000,USD,1.630000,USD,18.510000,USD,0.460000,USD,16.130000,USD,1.480000,USD,Preorder,Note for condition 82,Acceptable,Found cheaper,f,UOSS,IOSS-11370,f,f,t,Store-81,MarketplaceFacilitator,Amazon Services,2024-12-29 18:11:28,229.350000,USD,Shipped,MPIDRANDOM,4,5,1,jacket,product_3,Waystar Royco,berry,14,Awful,ELECTRONIC_ADAPTER,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00083,ITEM00083,B0E7STG9484,SKU-6783,Phone Case,2,2025-01-27,2025-01-29,10,1,75.350000,USD,3.310000,,7.110000,USD,0.030000,USD,5.160000,USD,1.520000,USD,2.890000,USD,2.150000,USD,Collectible,Note for condition 83,Poor,Changed mind,f,UOSS,IOSS-15130,f,t,t,Store-43,MarketplaceFacilitator,Amazon Services,2025-01-02 18:11:28,334.290000,USD,Pending,MPIDRANDOM,0,8,1,cable subscription,product_3,Waystar Royco,wisteria,15,Smelly,FOOD,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00084,ITEM00084,B0E7STG9270,SKU-3475,Phone Case,7,2025-01-24,2025-01-29,3,8,12.570000,USD,2.110000,,1.770000,USD,1.420000,USD,0.530000,USD,2.290000,USD,13.180000,USD,4.900000,USD,Collectible,Note for condition 84,Club,Delayed delivery,f,UOSS,IOSS-19751,f,f,t,Store-66,MarketplaceFacilitator,Amazon Services,2025-01-12 18:11:28,444.640000,USD,Shipped,MPIDRANDOM,0,7,1,laptop,product_3,Waystar Royco,cyan,16,Nice,CLOTHING,1,BASE_PRODUCT
amazon_selling_partner.public,ORDER00085,ITEM00085,B0E7STG1444,SKU-4638,Laptop Stand,5,2025-01-28,2025-01-31,2,1,77.140000,USD,4.820000,,3.590000,USD,0.930000,USD,0.930000,USD,0.860000,USD,2.860000,USD,4.330000,USD,Collectible,Note for condition 85,OEM,Changed mind,f,UOSS,IOSS-86561,f,f,f,Store-74,MarketplaceFacilitator,Amazon Services,2025-01-08 18:11:28,456.700000,USD,Shipped,MPIDRANDOM,3,8,1,banker's lamp,product_3,Waystar Royco,hunter green,17,Brutalist,CAMPING,1,OTHER
amazon_selling_partner.public,ORDER00086,ITEM00086,B0E7STG4557,SKU-7487,Bluetooth Speaker,5,2025-01-26,2025-02-02,10,2,34.790000,USD,0.770000,,2.440000,USD,1.000000,USD,13.590000,USD,1.900000,USD,10.600000,USD,3.050000,USD,Collectible,Note for condition 86,Warranty,Found cheaper,f,UOSS,IOSS-62540,f,t,f,Store-56,MarketplaceFacilitator,Amazon Services,2025-01-20 18:11:28,133.020000,USD,Pending,MPIDRANDOM,2,1,1,standing desk,product_3,Waystar Royco,tiffany blue,32,Minimalist,CLOTHING,1,PRODUCT_BUNDLE
amazon_selling_partner.public,ORDER00087,ITEM00087,B0E7STG4684,SKU-3345,Laptop Stand,9,2025-01-27,2025-02-01,3,0,20.850000,USD,8.050000,,1.190000,USD,0.530000,USD,2.060000,USD,4.380000,USD,11.740000,USD,1.870000,USD,Collectible,Note for condition 87,Refurbished Warrnty,Found cheaper,t,UOSS,IOSS-15580,f,f,t,Store-99,MarketplaceFacilitator,Amazon Services,2025-01-19 18:11:28,76.800000,USD,Shipped,MPIDRANDOM,10,6,1,water bottle,product_3,Waystar Royco,blush,33,Maximilist,PET_SUPPLIES,1,VARIATION_PARENT
amazon_selling_partner.public,ORDER00088,ITEM00088,B0E7STG4263,SKU-1661,Bluetooth Speaker,10,2025-01-27,2025-01-29,9,7,37.370000,USD,4.780000,,5.650000,USD,1.380000,USD,5.790000,USD,3.670000,USD,3.140000,USD,1.640000,USD,Collectible,Note for condition 88,Refurbished,Found cheaper,f,UOSS,IOSS-53336,f,f,t,Store-15,MarketplaceFacilitator,Amazon Services,2025-01-25 18:11:28,60.870000,USD,Unshipped,MPIDRANDOM,6,8,1,iphone 16s,product_3,Waystar Royco,ivory,Gifting Sizing Kit,Postmodern,CAMPING,1,BASE_PRODUCT
