maprojid,projectid,adopt_citycost,spent_ccexempt,plannedcommit_noncitycost,allocate_citycost,spent_total_checkbooknyc,spent_noncitycost,magency,adopt_ccexempt,plannedcommit_citycost,plannedcommit_nccother,allocate_nccother,commit_total,allocate_total,adopt_nccfederal,description,spent_nccstate,maxdate,spent_nccfederal,commit_citycost,magencyacro
071HH112PJBP,HH112PJBP,321000.0,0.0,0.0,166723.24,154276.76,0.0,71,0.0,146000.0,0.0,0.0,0.0,166723.24,0.0,PAMOJA HOUSE INSTALLATION OF BLACK FLOW PREVENTER,0.0,2031-06-01T00:00:00.000,0.0,0.0,DHS
856PW326DOF5,PW326DOF5,19501000.0,0.0,0.0,3894335.18,15599815.46,0.0,856,0.0,0.0,0.0,0.0,6849.36,3894335.18,0.0,DOF - RELOCATION FROM 210 JORALEMON AND 345 ADAMS,0.0,2030-06-01T00:00:00.000,0.0,6849.36,DCAS
846SANDY4-13,SANDY4-13,32000.0,0.0,0.0,969.28,625886.27,598886.27,846,0.0,0.0,0.0,0.0,0.0,83.01,598000.0,SANDY-Rockaway Beach roller hockey rink - Type 3  Q163-114M,0.0,2033-06-01T00:00:00.000,598886.27,0.0,DPR
850PWC005WEB,PWC005WEB,3713000.0,0.0,0.0,3034796.4,0.0,0.0,850,0.0,2941000.0,0.0,0.0,64609.36,3034796.4,0.0,Webster-Giannone Ctr PAL,0.0,2033-06-01T00:00:00.000,0.0,64609.36,DDC
846P-1MELRO,P-1MELRO,6730000.0,0.0,0.0,968.72,6080801.73,0.0,846,0.0,0.0,0.0,0.0,0.0,968.72,0.0,Melrose Commons URA Site 62 Park Development (X350-119M),0.0,2031-06-01T00:00:00.000,0.0,0.0,DPR
801WHARLMPK,WHARLMPK,1162000.0,0.0,0.0,1162000.0,0.0,0.0,801,0.0,1162000.0,0.0,0.0,0.0,1162000.0,0.0,West Harlem Piers Park,0.0,2028-06-01T00:00:00.000,0.0,0.0,SBS
850HLPRESPAX,HLPRESPAX,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Presbyterian Hospital Improving Patient Experience,0.0,2027-06-01T00:00:00.000,0.0,0.0,DDC
806NWASHTEMP,NWASHTEMP,500000.0,0.0,0.0,500000.0,0.0,0.0,806,0.0,500000.0,0.0,0.0,0.0,500000.0,0.0,Washington Temple Church of God in Christ,0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
068LUCILLE,LUCILLE,57000.0,0.0,0.0,57000.0,0.0,0.0,68,0.0,57000.0,0.0,0.0,0.0,57000.0,0.0,Lucille Rose Day Care and Rockaway HeadStart,0.0,2026-06-01T00:00:00.000,0.0,0.0,ACS
846SANDY5-30,SANDY5-30,191000.0,0.0,0.0,1021.24,0.0,0.0,846,0.0,0.0,0.0,0.0,0.0,1021.24,0.0,Sandy-New Dorp Bch Site Restor.R016-115M,0.0,2033-06-01T00:00:00.000,0.0,0.0,DPR
826OB-134-L,OB-134-L,93676000.0,14318099.07,0.0,6898989.0,11159672.2,0.0,826,93676000.0,6547000.0,0.0,0.0,72458911.93,6898989.0,0.0,POWER DISTRIBUTION AT OAKWOOD BEACH WPCP,0.0,2032-06-01T00:00:00.000,0.0,72458911.93,DEP
801HRFIAO002,HRFIAO002,1032000.0,0.0,0.0,110968.0,0.0,0.0,801,0.0,0.0,0.0,0.0,921032.0,110968.0,0.0,FA - Federation of Italian American Organizations,0.0,2028-06-01T00:00:00.000,0.0,921032.0,SBS
856E14-0002,E14-0002,5765000.0,0.0,0.0,658.09,4259585.6,0.0,856,0.0,0.0,0.0,0.0,1489736.86,658.09,0.0,DCAS - BRONX COUNTY COURT COMP ENERGY UPGRADE,0.0,2030-06-01T00:00:00.000,0.0,1489736.86,DCAS
850LNEAL15RT,LNEAL15RT,1617000.0,0.0,0.0,19759.57,1131393.8,0.0,850,0.0,0.0,0.0,0.0,0.0,19759.57,0.0,Richmond town: New Roof,0.0,2026-06-01T00:00:00.000,0.0,0.0,DDC
850PWDNURBG1,PWDNURBG1,100000.0,0.0,0.0,100000.0,0.0,0.0,850,0.0,100000.0,0.0,0.0,0.0,100000.0,0.0,THE HORTICULTURAL SOCIETY OF NEW YORK -- PROGRAMMING VANS,0.0,2029-06-01T00:00:00.000,0.0,0.0,DDC
801FLATREV,FLATREV,52550000.0,0.0,0.0,2.0,52549998.0,0.0,801,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Flatbush Revitalization,0.0,2029-06-01T00:00:00.000,0.0,0.0,SBS
850BED-807,BED-807,3781000.0,0.0,0.0,1086820.18,0.0,0.0,850,1732000.0,1083000.0,0.0,0.0,2568045.64,1086820.18,0.0,WM work in Brooklyn Waterfront Greenway. SAND1048,0.0,2026-06-01T00:00:00.000,0.0,2568045.64,DDC
850LBM13LDHC,LBM13LDHC,5214000.0,0.0,0.0,251117.43,2944977.47,0.0,850,0.0,246000.0,0.0,0.0,139582.74,251117.43,0.0,LEONARD HVAC REPLACEMENT,0.0,2026-06-01T00:00:00.000,0.0,139582.74,DDC
850HLDNMAIMO,HLDNMAIMO,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAIMONIDES MEDICAL CENTER,0.0,2032-06-01T00:00:00.000,0.0,0.0,DDC
846P-101LZDA,P-101LZDA,5855000.0,0.0,0.0,5241897.9,33367.12,0.0,846,0.0,5007000.0,0.0,0.0,210892.11,5241897.9,0.0,"Lozada Park Renovation- New play equip.,spray shower, swings",0.0,2031-06-01T00:00:00.000,0.0,210892.11,DPR
801GOVISBTRL,GOVISBTRL,435000.0,0.0,0.0,11948.85,418501.76,0.0,801,0.0,11000.0,0.0,0.0,4549.39,11948.85,0.0,Governors Island Trailer Bathroom,0.0,2026-06-01T00:00:00.000,0.0,4549.39,TGI
850PWDNRIDGE,PWDNRIDGE,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ridgewood Bushwick Senior Citizens Council- Vehicle Purchase,0.0,2030-06-01T00:00:00.000,0.0,0.0,DDC
850LQD122GL2,LQD122GL2,9943000.0,0.0,0.0,39044.96,7134402.89,0.0,850,0.0,0.0,0.0,0.0,25029.69,39044.96,0.0,GLENDALE LIBRARY RENOVATION,0.0,2030-06-01T00:00:00.000,0.0,25029.69,DDC
841HBM1221,HBM1221,4467000.0,0.0,0.0,3542800.52,355527.73,0.0,841,0.0,0.0,0.0,0.0,18712.0,3542800.52,0.0,E25TH STREET PEDESTRIAN BRIDGE OVER FDR,0.0,2028-06-01T00:00:00.000,0.0,18712.0,DOT
850HLDNOCARE,HLDNOCARE,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ODA Primary Health Care Network  - Equipment Purchases,0.0,2032-06-01T00:00:00.000,0.0,0.0,DDC
801BKBIOTE3,BKBIOTE3,13258000.0,0.0,0.0,27852.89,13230147.11,0.0,801,0.0,29000.0,0.0,0.0,0.0,27852.89,0.0,FA - SUNY Downstate Biotech Incubator Phase 3,0.0,2029-06-01T00:00:00.000,0.0,0.0,SBS
126PV040BTH1,PV040BTH1,425000.0,0.0,0.0,425000.0,0.0,0.0,126,0.0,425000.0,0.0,0.0,0.0,425000.0,0.0,FTH - Flushing Town Hall - Bathroom Renovations,0.0,2030-06-01T00:00:00.000,0.0,0.0,DCLA
806GATEWAY,GATEWAY,110831000.0,0.0,0.0,52525231.0,28436124.13,0.0,806,0.0,9527000.0,0.0,0.0,0.0,52525231.0,0.0,Gateway Estates,0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
850PV234CSV1,PV234CSV1,16446000.0,0.0,0.0,3448960.9,5497077.41,0.0,850,0.0,3329000.0,0.0,0.0,4008580.92,3448960.9,0.0,CSV - Clemente Soto Velez - Interior Code Compliance,0.0,2029-06-01T00:00:00.000,0.0,4008580.92,DDC
801HLEDEN2,HLEDEN2,1846000.0,0.0,0.0,89612.28,1756387.72,0.0,801,0.0,0.0,0.0,0.0,0.0,89612.28,0.0,FA - Eden II School for Autistic Children 132872916-L4868,0.0,2027-06-01T00:00:00.000,0.0,0.0,SBS
071HH112PREK,HH112PREK,1500000.0,0.0,0.0,1500000.0,0.0,0.0,71,0.0,1500000.0,0.0,0.0,0.0,1500000.0,0.0,RENOVATION AND IMPROVEMENTS TO THE PARK SLOPE ARMORY,0.0,2026-06-01T00:00:00.000,0.0,0.0,DHS
850LBM14CDRF,LBM14CDRF,852000.0,0.0,0.0,15142.06,484048.0,0.0,850,0.0,0.0,0.0,0.0,29278.0,15142.06,0.0,CLARENDON ROOF REPLACEMENT,0.0,2026-06-01T00:00:00.000,0.0,29278.0,DDC
856PWD998GLP,PWD998GLP,0.0,0.0,0.0,0.0,0.0,0.0,856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEW YORK GAY AND LESBIAN PROJECT EQUIPMENT,0.0,2029-06-01T00:00:00.000,0.0,0.0,DCAS
801SIWHEEL,SIWHEEL,1000000.0,0.0,0.0,1000000.0,0.0,0.0,801,0.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,St. George Improvements,0.0,2027-06-01T00:00:00.000,0.0,0.0,SBS
846SANDY1-11,SANDY1-11,3719000.0,0.0,8911000.0,3334111.67,935195.01,502270.16,846,0.0,2456000.0,0.0,0.0,37497.83,12506841.51,9675000.0,Pelham Bay Landfill,0.0,2032-06-01T00:00:00.000,502270.16,37497.83,DPR
850PWDNTCAHI,PWDNTCAHI,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Campaign Against Hunger Inc - Initial Outfitting,0.0,2032-06-01T00:00:00.000,0.0,0.0,DDC
826PS-317,PS-317,31542000.0,12644769.7,0.0,6494464.89,8863401.51,0.0,826,31542000.0,5990000.0,0.0,0.0,12402765.41,6494464.89,0.0,RECONSTRUCT VICTORY BOULEVARD PUMPING STATION STATEN ISLAND,0.0,2031-06-01T00:00:00.000,0.0,12402765.41,DEP
801CHHOAPOST,CHHOAPOST,1500000.0,0.0,0.0,1500000.0,0.0,0.0,801,0.0,1500000.0,0.0,0.0,0.0,1500000.0,0.0,Church of the Holy Apostles,0.0,2026-06-01T00:00:00.000,0.0,0.0,SBS
826HP-244-L,HP-244-L,0.0,0.0,0.0,0.0,0.0,0.0,826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECONS DEWATERING BLDG HVAC & ODOR CONTROL SYS @ HUNTS POINT,0.0,2028-06-01T00:00:00.000,0.0,0.0,DEP
801QHOUSE3,QHOUSE3,1550000.0,0.0,0.0,81512.0,1468488.0,0.0,801,0.0,82000.0,0.0,0.0,0.0,81512.0,0.0,"Queens Community House, Inc.-FHCC Lobby Renovation -- Fundi",0.0,2029-06-01T00:00:00.000,0.0,0.0,SBS
850HLDNMTICU,HLDNMTICU,75000.0,0.0,0.0,75000.0,0.0,0.0,850,0.0,75000.0,0.0,0.0,0.0,75000.0,0.0,MOUNT SINAI HOSPITAL OF QUEENS ICU EQUIPMENT--NEW ICU EQUIPM,0.0,2029-06-01T00:00:00.000,0.0,0.0,DDC
801QNSPLGA,QNSPLGA,2454000.0,1226602.0,0.0,18796.0,2435204.0,0.0,801,1227000.0,0.0,0.0,0.0,0.0,18796.0,0.0,Queens Plaza Garage,0.0,2028-06-01T00:00:00.000,0.0,0.0,SBS
846P-201MCC2,P-201MCC2,7355000.0,0.0,0.0,6675617.81,227547.18,0.0,846,0.0,6498000.0,0.0,0.0,65198.23,6675617.81,0.0,McCarren Park - Brooklyn,0.0,2031-06-01T00:00:00.000,0.0,65198.23,DPR
826PS-322,PS-322,82839000.0,0.0,0.0,9000367.8,0.0,0.0,826,82839000.0,9000000.0,0.0,0.0,73838632.2,9000367.8,0.0,"RECONSTRUCT MAYFLOWER AVENUE PUMPING STATION, STATEN ISLAND",0.0,2035-06-01T00:00:00.000,0.0,73838632.2,DEP
826BB-59,BB-59,328257000.0,287488200.56,0.0,40768799.44,152001700.03,0.0,826,328257000.0,-427000.0,0.0,0.0,0.0,40768799.44,0.0,BOWERY BAY WPCP UPGRADE PHASE III,0.0,2026-06-01T00:00:00.000,0.0,0.0,DEP
826BB-220-L,BB-220-L,138123000.0,1127155.51,0.0,126026661.97,856247.43,0.0,826,138123000.0,126250000.0,0.0,0.0,10969182.52,126026661.97,0.0,REPLACEMENT OF EXISTING EMERGENCY GENERATORS @ BOWERY BAY,0.0,2033-06-01T00:00:00.000,0.0,10969182.52,DEP
806HAM08VLAD,HAM08VLAD,327000.0,0.0,0.0,1450.65,301142.47,0.0,806,0.0,1000.0,0.0,0.0,24406.88,1450.65,0.0,"VLADECK HOUSES - GOOD COMPANIONS SC  HVAC, KITCHEN, BATH",0.0,2026-06-01T00:00:00.000,0.0,24406.88,HPD
801BATLUMP,BATLUMP,795000.0,0.0,0.0,795000.0,0.0,0.0,801,0.0,795000.0,0.0,0.0,0.0,795000.0,0.0,BAT - Lumpsum,0.0,2033-06-01T00:00:00.000,0.0,0.0,SBS
801P-4CPIFOR,P-4CPIFOR,0.0,0.0,0.0,0.0,0.0,0.0,801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frank D O'Connor Playground PRB Q098,0.0,2028-06-01T00:00:00.000,0.0,0.0,SBS
850HLDNAIDSE,HLDNAIDSE,806000.0,0.0,0.0,23.0,805977.0,0.0,850,0.0,0.0,0.0,0.0,0.0,23.0,0.0,AIDS SERVICE CENTER OF NYC - INITIAL OUTFITTING,0.0,2027-06-01T00:00:00.000,0.0,0.0,DDC
801DTBKWSPK,DTBKWSPK,18152000.0,0.0,0.0,619021.81,15452437.27,0.0,801,0.0,619000.0,0.0,0.0,1927651.15,619021.81,0.0,Downtown Brooklyn - Willoughby Square Park,0.0,2026-06-01T00:00:00.000,0.0,1927651.15,SBS
826NR-117-L,NR-117-L,85772000.0,0.0,0.0,74430679.0,0.0,0.0,826,85772000.0,74430000.0,0.0,0.0,11341321.0,74430679.0,0.0,RECONST OF FIRE PROTECTION SYSTEM @ THE NORTH RIVER WWTP,0.0,2035-06-01T00:00:00.000,0.0,11341321.0,DEP
806BAAFINMON,BAAFINMON,2000000.0,0.0,0.0,2000000.0,0.0,0.0,806,0.0,2000000.0,0.0,0.0,0.0,2000000.0,0.0,ASIAN AMERICANS FOR EQUALITY: MONTGOMERY STREET AFFORDABLE,0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
801HWQ187A,HWQ187A,48419000.0,0.0,0.0,4469049.55,39319248.93,0.0,801,919000.0,4414000.0,0.0,0.0,1852922.58,4469049.55,0.0,132nd St Construction  - 20th Ave to Linden Place,0.0,2029-06-01T00:00:00.000,0.0,1852922.58,SBS
801QWESTC,QWESTC,105237000.0,0.0,0.0,21534715.97,83670760.27,0.0,801,0.0,21234000.0,0.0,0.0,31523.76,21534715.97,0.0,Hunters Point South Phase II,0.0,2033-06-01T00:00:00.000,0.0,31523.76,SBS
846P-108WWFF,P-108WWFF,653000.0,0.0,0.0,28000.0,219551.65,0.0,846,0.0,0.0,0.0,0.0,328024.72,28000.0,0.0,"Old Fort #4 Park Basketball Court Reconstruction, XG-419M",0.0,2026-06-01T00:00:00.000,0.0,328024.72,DPR
826PS-298,PS-298,0.0,0.0,0.0,0.0,0.0,0.0,826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECONSTRUCTION AT CITY ISLAND PUMPING STATION,0.0,2026-06-01T00:00:00.000,0.0,0.0,DEP
826PS-323,PS-323,53153000.0,150000.0,0.0,8850420.21,0.0,0.0,826,53153000.0,8850000.0,0.0,0.0,44152579.79,8850420.21,0.0,"RECONSTRUCT RICHMOND AVENUE PUMPING STATION, STATEN ISLAND",0.0,2035-06-01T00:00:00.000,0.0,44152579.79,DEP
826WI-281-L,WI-281-L,150595000.0,144024328.05,0.0,5749510.99,138778489.4,0.0,826,150595000.0,5700000.0,0.0,0.0,821160.96,5749510.99,0.0,RECONSTRUCTION OF (39) FINAL TANKS AT WARDS ISLAND,0.0,2027-06-01T00:00:00.000,0.0,821160.96,DEP
850HL82ARCH,HL82ARCH,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CATHOLIC MANAGED LONG TERM CARE, INC.- RICHMONE NURSING HOME",0.0,2032-06-01T00:00:00.000,0.0,0.0,DDC
846P-300ZO16,P-300ZO16,1751000.0,0.0,0.0,1688633.96,62366.04,0.0,846,0.0,1335000.0,0.0,0.0,0.0,1688633.96,0.0,"CPZ TROPICAL BUILDING, MEZZANINE HVAC REPLACEMENT",0.0,2032-06-01T00:00:00.000,0.0,0.0,DPR
071HH112PJRR,HH112PJRR,8840000.0,0.0,0.0,3033316.63,5387030.99,0.0,71,0.0,3401000.0,0.0,0.0,419652.38,3033316.63,0.0,PAMOJA HOUSE - ROOF REPLACEMENT,0.0,2030-06-01T00:00:00.000,0.0,419652.38,DHS
846P-118FOXP,P-118FOXP,4073000.0,0.0,0.0,324215.29,2757554.08,0.0,846,0.0,324000.0,0.0,0.0,286055.31,324215.29,0.0,FOX PLAYGROUND PRB X247-118M,0.0,2029-06-01T00:00:00.000,0.0,286055.31,DPR
806BINSCOMLI,BINSCOMLI,1000000.0,0.0,0.0,1000000.0,0.0,0.0,806,0.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,INSTITUTE FOR COMMUNITY LIVING: AFFORDABLE HOUSING FOR SENIO,0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
801TRIANGLE,TRIANGLE,9855000.0,0.0,0.0,0.0,1603626.48,0.0,801,0.0,0.0,0.0,0.0,41234.66,0.0,0.0,FA - Alianza Dominicana,0.0,2027-06-01T00:00:00.000,0.0,41234.66,SBS
850HRDN02I,HRDN02I,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Auditory Oral School of New York - Arts & Therapy Wing,0.0,2035-06-01T00:00:00.000,0.0,0.0,DDC
81933201301,33201301,32761000.0,0.0,0.0,27873084.52,2484323.67,0.0,819,0.0,27873000.0,0.0,0.0,1471222.91,27873084.52,0.0,ELMHURST RENOVATION OF ADULT ER,0.0,2028-06-01T00:00:00.000,0.0,1471222.91,HHC
806R150TH,R150TH,1700000.0,0.0,0.0,675000.0,1025000.0,0.0,806,0.0,675000.0,0.0,0.0,0.0,675000.0,0.0,COMMUNITY LEAGUE OF THE HEIGHTS  - 150TH STREET CLUSTER PROJ,0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
850LNXA12GRC,LNXA12GRC,4952000.0,0.0,0.0,2770.91,3656404.77,0.0,850,0.0,0.0,0.0,0.0,32512.45,2770.91,0.0,GRAND CONCOURSE - ADA Compliance and Related  Work,0.0,2027-06-01T00:00:00.000,0.0,32512.45,DDC
850LNCA10RIS,LNCA10RIS,9441000.0,0.0,0.0,-15168.79,7591032.86,0.0,850,0.0,0.0,0.0,0.0,113190.63,-15168.79,0.0,ROOSEVELT ISLAND - NEW BRANCH LIBRARY,0.0,2026-06-01T00:00:00.000,0.0,113190.63,DDC
850CO281LL11,CO281LL11,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120 SCHERMERHORN ST - FACADE REPAIRS LOCAL LAW 11,0.0,2026-06-01T00:00:00.000,0.0,0.0,DDC
826TI-167-L,TI-167-L,5840000.0,4899321.13,0.0,645.09,4082024.48,0.0,826,5840000.0,0.0,0.0,0.0,940033.78,645.09,0.0,RECONSTRUCTION OF SEAWALL/DOCK @ TALLMAN ISLAND WPCP,0.0,2028-06-01T00:00:00.000,0.0,940033.78,DEP
071HH112GDFC,HH112GDFC,8319000.0,0.0,0.0,8159250.0,143595.23,0.0,71,0.0,7734000.0,0.0,0.0,16154.77,8159250.0,0.0,GEORGE DALY FACADE AND WINDOWS,0.0,2030-06-01T00:00:00.000,0.0,16154.77,DHS
850PWDFORT,PWDFORT,2820000.0,0.0,0.0,40.0,2819960.0,0.0,850,0.0,0.0,0.0,0.0,0.0,40.0,0.0,ARMORY FOUNDATION EVENT STAGE EQUIPMENT,0.0,2033-06-01T00:00:00.000,0.0,0.0,DDC
806HAM13SURF,HAM13SURF,10022000.0,0.0,0.0,645945.57,9376054.43,0.0,806,0.0,0.0,0.0,0.0,0.0,645945.57,0.0,SUMNER HOUSES ROOF REPLACEMENT,0.0,2026-06-01T00:00:00.000,0.0,0.0,HPD
801PV075BMSA,PV075BMSA,0.0,0.0,0.0,0.0,0.0,0.0,801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn Music School - Land Acquisition,0.0,2026-06-01T00:00:00.000,0.0,0.0,SBS
801BNYINF-BD,BNYINF-BD,374984000.0,0.0,0.0,372618417.0,2365583.0,0.0,801,0.0,372618000.0,0.0,0.0,0.0,372618417.0,0.0,BNYDC Infrastructure Building Rehab,0.0,2035-06-01T00:00:00.000,0.0,0.0,BNY
850HRMNAFRIC,HRMNAFRIC,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"African Services Committee, Inc.- Equipment Purchases",0.0,2026-06-01T00:00:00.000,0.0,0.0,DDC
850CO277FA,CO277FA,11743000.0,0.0,0.0,10439198.27,268456.99,0.0,850,0.0,10400000.0,0.0,0.0,430468.22,10439198.27,0.0,25-10 COURT HOUSE SQ.- FIRE ALARM SYSTEM,0.0,2033-06-01T00:00:00.000,0.0,430468.22,DDC
846P-2BELTPC,P-2BELTPC,5976000.0,0.0,0.0,-1279.15,4534313.83,0.0,846,0.0,0.0,0.0,0.0,1083221.16,-1279.15,0.0,FY14 Belt Parkway Street Trees,0.0,2028-06-01T00:00:00.000,0.0,1083221.16,DPR
850PW357FIRE,PW357FIRE,58467000.0,0.0,0.0,45796034.52,8059227.65,0.0,850,0.0,45823000.0,0.0,0.0,2047791.79,45796034.52,0.0,253 BROADWAY- FIRE ALARM REPLACEMENT,0.0,2030-06-01T00:00:00.000,0.0,2047791.79,DDC
850PWDNTCAHV,PWDNTCAHV,874000.0,0.0,0.0,432339.0,0.0,0.0,850,0.0,874000.0,0.0,0.0,441661.0,432339.0,0.0,The Campaign Against Hunger (TCAH) - Vehicle Purchase,0.0,2029-06-01T00:00:00.000,0.0,441661.0,DDC
856PWD05CYBR,PWD05CYBR,4871000.0,0.0,0.0,1241242.1,0.0,0.0,856,0.0,92000.0,0.0,0.0,0.0,1241242.1,0.0,80 CENTRE ST. - NY COUNTY DA CYBERCRIME AND IDENTITY THEFT,0.0,2029-06-01T00:00:00.000,0.0,0.0,DCAS
850HLDNIMVEN,HLDNIMVEN,0.0,0.0,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interfaith Medical Center Brooklyn-Medical Equipment,0.0,2032-06-01T00:00:00.000,0.0,0.0,DDC
125AGPRESVEH,AGPRESVEH,0.0,0.0,0.0,-41888.0,41888.0,0.0,125,0.0,0.0,0.0,0.0,0.0,-41888.0,0.0,Presbyterian City Island purchase of a handicapped mini bus,0.0,2026-06-01T00:00:00.000,0.0,0.0,DFTA
846P-201FROS,P-201FROS,1594000.0,0.0,0.0,288550.34,698715.68,0.0,846,0.0,288000.0,0.0,0.0,7028.26,288550.34,0.0,Frost Street Playground - Basketball Court Recon. B257-121M,0.0,2029-06-01T00:00:00.000,0.0,7028.26,DPR
827S136-440B,S136-440B,36471000.0,0.0,0.0,903362.41,9104741.94,0.0,827,0.0,200000.0,0.0,0.0,21961091.42,903362.41,0.0,Bronx 7/8 Garage Slab Replacement,0.0,2026-06-01T00:00:00.000,0.0,21961091.42,DSNY
856STGESPLND,STGESPLND,4251000.0,0.0,0.0,933952.98,126737.85,0.0,856,0.0,800000.0,0.0,9923.6,42420.0,943876.58,0.0,ST. GEORGE ESPLANADE,0.0,2028-06-01T00:00:00.000,0.0,39343.6,DCAS
850PV467BHPE,PV467BHPE,5060000.0,0.0,0.0,21170.16,3815366.02,0.0,850,0.0,0.0,0.0,0.0,0.0,21170.16,0.0,BHS - Permanent Exhibition Space,0.0,2028-06-01T00:00:00.000,0.0,0.0,DDC
841BRK24027,BRK24027,74789000.0,0.0,0.0,74789000.0,0.0,0.0,841,0.0,48355000.0,0.0,0.0,0.0,74789000.0,0.0,UNION STREET over GOWANUS CANAL BIN 2240270,0.0,2030-06-01T00:00:00.000,0.0,0.0,DOT
819SAND3706,SAND3706,1159000.0,0.0,364000.0,1161.45,4609702.93,3468518.77,819,0.0,0.0,0.0,0.0,72150.29,367146.78,3890000.0,MHC: INSTALL ELECTRIC AND CHILLER QUICK CONNECTS,0.0,2027-06-01T00:00:00.000,3468518.77,16654.39,HHC
850HH112FBFS,HH112FBFS,6371000.0,0.0,0.0,883586.03,164664.5,0.0,850,0.0,846000.0,0.0,0.0,4863376.67,883586.03,0.0,FANNIE BARNES FIRE SAFETY,0.0,2026-06-01T00:00:00.000,0.0,4863376.67,DDC
81934201402,34201402,5888000.0,0.0,0.0,656071.18,5155710.28,0.0,819,0.0,655000.0,0.0,0.0,76218.54,656071.18,0.0,QUEENS RENOVATE/EXPAND ADULT EMERGENCY DEPARTMENT,0.0,2029-06-01T00:00:00.000,0.0,76218.54,HHC
850LNCA13GBR,LNCA13GBR,9870000.0,0.0,0.0,8425415.68,331228.27,0.0,850,0.0,8018000.0,0.0,0.0,358620.13,8425415.68,0.0,"GEORGE BRUCE: Partial Interior/Exterior,/ Roof  / Boiler",0.0,2027-06-01T00:00:00.000,0.0,358620.13,DDC
850CO300ELV2,CO300ELV2,13956000.0,0.0,0.0,100.51,12924082.42,0.0,850,0.0,0.0,0.0,0.0,216203.67,100.51,0.0,88-11 SUTPHIN BLVD.- ELEVATOR,0.0,2029-06-01T00:00:00.000,0.0,216203.67,DDC
826EASTSIDRS,EASTSIDRS,100000000.0,0.0,0.0,100000000.0,0.0,0.0,826,100000000.0,0.0,0.0,0.0,0.0,120000000.0,20000000.0,EAST SIDE COASTAL RESILIENCY PROJECT AT EAST RIVER PARK,0.0,2028-06-01T00:00:00.000,0.0,0.0,DEP
841P-3RVOVER,P-3RVOVER,348450000.0,0.0,0.0,329371823.91,184262.31,0.0,841,0.0,329382000.0,0.0,0.0,16706330.22,329371823.91,0.0,Rec of the Riverside Park Amtrak Overbuild 2271180 & 2271190,0.0,2033-06-01T00:00:00.000,0.0,16706330.22,DOT
826PS-296,PS-296,22934000.0,7451331.03,0.0,6032654.53,1682394.3,0.0,826,22934000.0,8561000.0,0.0,0.0,9450014.44,6032654.53,0.0,RECONSTRUCTION AT MELVIN PUMPING STATION,0.0,2030-06-01T00:00:00.000,0.0,9450014.44,DEP
850HWRF05R,HWRF05R,17516000.0,0.0,0.0,5383600.28,544135.1,0.0,850,0.0,14862000.0,0.0,0.0,9940264.62,5383600.28,0.0,Dubois Yard Roof,0.0,2029-06-01T00:00:00.000,0.0,9940264.62,DDC
846SANDY4-20,SANDY4-20,681000.0,0.0,0.0,296410.9,1140169.93,1026818.94,846,0.0,0.0,0.0,0.0,0.07,296591.9,1027000.0,SANDY - Sandpiper Playground Recon - Q163-215M,0.0,2033-06-01T00:00:00.000,1026818.94,0.01,DPR
850P-407BHI3,P-407BHI3,7968000.0,0.0,0.0,6419412.64,303943.62,0.0,850,0.0,6419000.0,0.0,0.0,232457.59,6419412.64,0.0,BOWNE HOUSE INTERIOR RESTORATIONS,0.0,2028-06-01T00:00:00.000,0.0,232457.59,DDC
850LBK13EFBR,LBK13EFBR,15461000.0,0.0,0.0,575859.35,10809502.84,0.0,850,0.0,639000.0,0.0,0.0,169853.93,575859.35,0.0,EAST FLATBUSH - BRANCH RENOVATION,0.0,2025-10-01T00:00:00.000,0.0,169853.93,DDC
