property_id,property_name,percent_of_electricity_that,national_median_reference,financial_office_weekly,national_median_energy_star,office_gross_floor_area_ft,medical_office_percent_that_1,multifamily_housing_number_2,propane_use_kbtu,weather_normalized_site_2,weather_normalized_source,parking_open_parking_lot,data_center_it_source_energy,fuel_oil_1_use_kbtu,estimated_data_flag_fuel_3,electricity_use_grid_purchase_3,hospital_general_medical,annual_maximum_demand_meter,national_median_total_ghg,restaurant_worker_density,outdoor_water_use_all_water,national_median_site_eui,alert_energy_meter_has_less,number_of_active_energy_meters_1,food_service_gross_floor,district_hot_water_use_kbtu,fitness_center_health_club,multifamily_housing_number_7,medical_office_gross_floor,metered_areas_energy,weather_normalized_site_energy,office_worker_density_number,multifamily_housing_percent,source_eui_kbtu_ft,alert_property_has_no_uses,residence_hall_dormitory,parking_gross_floor_area,retail_store_number_of_walk,nyc_building_identification,direct_ghg_emissions_intensity,multifamily_housing_gross,third_party_certification,non_refrigerated_warehouse,alert_energy_no_meters,green_power_onsite_kwh,financial_office_number_of,hospital_general_medical_8,mailing_center_post_office,data_center_it_equipment,restaurant_weekly_operating,performing_arts_gross_floor,alert_energy_meter_has_single,weather_normalized_source_1,medical_office_number_of,parking_partially_enclosed,metered_areas_water,electricity_use_generated,multifamily_housing_resident,city,electricity_use_generated_3,net_emissions_metric_tons,green_power_offsite_kwh,property_gfa_calculated_2,laboratory_gross_floor_area,energy_star_certification_1,parent_property_name,property_gfa_calculated_1,senior_living_community_living,hospital_general_medical_3,total_ghg_emissions_intensity,largest_property_use_type,alert_data_center_issue_with,alert_water_meter_has_less,district_chilled_water_use,hospital_general_medical_5,hospital_general_medical_1,_3rd_largest_property_use,courthouse_gross_floor_area,last_modified_date_property
6804811,155 East 182 Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,39465.5,184,Not Available,Not Available,Not Available,Not Available,417643.1,Not Available,Not Available,175,Not Available,Not Available,108.5,Ok,4,Not Available,Not Available,Not Available,1.28718,Not Available,Whole Property,4356029.8,Not Available,100,184.8,Ok,Not Available,Not Available,Not Available,2013763,7.3,28745,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,5290427.7,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Bronx,Not Available,244.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,28745.0,Not Available,Not Available,8.5,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/27/2022 04:45 PM EDT
4951990,AKAM - 350 West 53rd Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,132,Not Available,32325.6,184.4,Not Available,Not Available,Not Available,Not Available,2252731.7,Not Available,Not Available,241,Not Available,Not Available,68.8,Ok,5,Not Available,Not Available,Not Available,1.25475,Not Available,Whole Property,5485295.6,Not Available,100,179.4,Ok,Not Available,Not Available,Not Available,1025247;1025248,3,52600,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,9701841,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,348.8,0,Not Available,Not Available,No,Not Applicable: Standalone Property,52600.0,Not Available,Not Available,6.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/14/2022 07:26 PM EDT
6667541,AKAM - 200 East 24th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,74285.5,103.9,Not Available,Not Available,Not Available,Not Available,2970704.9,Not Available,Not Available,824,Not Available,Not Available,81,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,11108200.1,Not Available,100,101.7,Ok,Not Available,Not Available,Not Available,1019782,2.6,159920,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,16620857.9,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,672.2,0,Not Available,Not Available,No,Not Applicable: Standalone Property,159920.0,Not Available,Not Available,4.2,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/13/2022 04:05 PM EDT
4040798,DEPM 1886 - 340 West 86th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,69,Not Available,42153.2,100.6,Not Available,Not Available,Not Available,No,1066609.3,Not Available,Not Available,430.2,Not Available,Not Available,99.4,Ok,10,Not Available,Not Available,Not Available,0,Not Available,Whole Property,5257985.7,Not Available,0,103.3,Ok,Not Available,Not Available,Not Available,1033928,3.2,73000,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,7345552.6,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,320.5,0,Not Available,Not Available,No,Not Applicable: Standalone Property,73000.0,Not Available,Not Available,4.4,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/23/2022 03:22 PM EDT
4945813,200 East 32nd Street-The Future Condominium,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,99,Not Available,56386.5,164.4,0,Not Available,Not Available,Not Available,10089195.3,Not Available,Not Available,1650.2,Not Available,Not Available,104.8,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,16061695.6,Not Available,100,158.2,Ok,Not Available,12694,Not Available,1077352,1.3,191151,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,35105115.5,Not Available,0,Whole Property,Not Available,No specific resident population,New York,Not Available,1132.6,0,12694,Not Available,No,Not Applicable: Standalone Property,213548.0,Not Available,Not Available,5.3,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Parking,Not Available,09/09/2022 04:44 AM EDT
17982145,149 43 Street,Not Available,CBECS - Non-Refrigerated Warehouse,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19.5,Not Available,Not Available,22.7,Unable to Check (not enough data),0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,3801867,0,Not Available,Not Available,9686,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,Not Available,0.0,Not Available,Not Available,Not Available,No,C R & R COMPANY LLC / 4217 1 Avenue,12915.0,Not Available,Not Available,0,Non-Refrigerated Warehouse,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,10/13/2021 04:51 PM EDT
5853716,Stonehenge - 210 West 70th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,2168,Not Available,185,Not Available,104877.5,109.3,Not Available,Not Available,Not Available,Not Available,3071566.7,Not Available,Not Available,923.7,Not Available,Not Available,85.3,Ok,8,Not Available,Not Available,Not Available,0,Not Available,Whole Property,13513273.2,2.30166,100,104.7,Ok,Not Available,Not Available,0,1030350,2.9,166922,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,19483597.3,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,768.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,178253.0,Not Available,Not Available,4.3,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Office,Not Available,05/20/2022 07:57 PM EDT
6667545,AKAM - 296 West 10th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,27773.8,126.8,Not Available,Not Available,Not Available,Not Available,736765.8,Not Available,Not Available,189.4,Not Available,Not Available,80.1,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,3514141.5,Not Available,100,119.5,Ok,Not Available,Not Available,Not Available,1011979,3.4,39260,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,4979188.7,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,195.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,39260.0,Not Available,Not Available,5,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/07/2022 11:34 PM EST
2808050,5415 Netherland (Riverdale),0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,94587.1,97.8,Not Available,Not Available,Not Available,Not Available,1377493.3,Not Available,Not Available,749.3,Not Available,Not Available,94.1,Ok,23,Not Available,Not Available,Not Available,0.91094,Not Available,Whole Property,10778823.3,Not Available,0,98.9,Ok,Not Available,Not Available,Not Available,2086309,3.6,139416,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,13627969.4,Not Available,Not Available,Whole Property,Not Available,Not Available,Riverdale,Not Available,618.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,139416.0,Not Available,Not Available,4.4,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,09/08/2022 11:51 AM EDT
2728568,Renaissance - Future Purchase - 585 Lenox Ave/101 West 140 St.,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,92577,321.9,Not Available,Not Available,Not Available,Not Available,4175155.2,Not Available,Not Available,379,Not Available,Not Available,90.7,Ok,17,Not Available,Not Available,Not Available,0.85616,Not Available,Whole Property,13344120.5,Not Available,100,311.9,Ok,Not Available,Not Available,0,1060066,6.8,60736,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,21162570.2,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,798.7,0,Not Available,Not Available,No,Not Applicable: Standalone Property,65736.0,Not Available,Not Available,12.2,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,04/12/2022 04:00 PM EDT
6667526,AKAM - 102 Bradhurst Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,132169.9,120.7,Not Available,Not Available,Not Available,Not Available,3245164.5,Not Available,Not Available,866.6,Not Available,Not Available,76.6,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,16387433,Not Available,100,112.5,Ok,Not Available,Not Available,Not Available,1087464,3.2,188480,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,22755081.4,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,886.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,188480.0,Not Available,Not Available,4.7,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/25/2022 02:58 PM EDT
21294059,AKAM - 100 West 89th Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,93530.5,137.8,0,Not Available,Not Available,Not Available,4428922.7,Not Available,Not Available,899.5,Not Available,Not Available,88.9,Ok,12,Not Available,Not Available,Not Available,0.73286,Not Available,Whole Property,13627623.7,Not Available,100,134.1,Ok,Not Available,18956,10,1032320,2.8,147368,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,21789510.1,Not Available,0,Whole Property,Not Available,Not Available,New York,Not Available,819.4,0,18956,Not Available,No,Not Applicable: Standalone Property,158097.0,Not Available,Not Available,5.2,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Retail Store,Not Available,07/18/2022 12:19 PM EDT
20662113,DEPM 1202 - 111 Varick Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,5564.7,66.7,0,Not Available,Not Available,Not Available,2710498.6,Not Available,Not Available,432.4,Not Available,Not Available,44.6,Ok,4,Not Available,Not Available,Not Available,0,Not Available,Whole Property,3266964.3,Not Available,100,66.7,Ok,Not Available,9883,Not Available,1090671,0.2,122483,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,8173685.1,Not Available,0,Whole Property,Not Available,Not Available,New York,Not Available,258.7,0,9883,Not Available,No,Not Applicable: Standalone Property,122483.0,Not Available,Not Available,2.1,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/26/2022 09:01 AM EDT
4946278,AKAM - 2250 Broadway,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,66261.6,150.8,Not Available,Not Available,Not Available,Not Available,5586593.8,Not Available,Not Available,674,Not Available,Not Available,66,Ok,7,Not Available,Not Available,Not Available,0,Not Available,Whole Property,12212753.1,Not Available,100,146.9,Ok,Not Available,Not Available,0,1070992,2.2,115553,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,22599928.2,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,794.7,0,Not Available,Not Available,No,Not Applicable: Standalone Property,149906.0,Not Available,Not Available,5.3,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/25/2022 03:02 PM EDT
5876475,DEPM 1148 - 1160 Park Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,64,Not Available,1507.9,95.4,Not Available,Not Available,Not Available,Not Available,2804642.5,Not Available,Not Available,1119.2,Not Available,Not Available,79.2,Ok,8,Not Available,Not Available,Not Available,0,Not Available,Whole Property,12566074.7,Not Available,100,90.2,Ok,Not Available,Not Available,Not Available,1047074,3.5,184758,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,17624950.3,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,881.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,184758.0,Not Available,Not Available,4.8,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/23/2022 01:13 PM EDT
4940492,ZARA - 148-15 Lowe Court,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,41482.1,117.1,Not Available,Not Available,Not Available,Not Available,596973.1,Not Available,Not Available,259.3,Not Available,Not Available,88.3,Ok,4,Not Available,Not Available,Not Available,0.9165,Not Available,Whole Property,4736698.7,Not Available,10,113,Ok,Not Available,Not Available,Not Available,4206806,4.1,51282,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,6003386.8,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Jamaica,Not Available,259.2,0,Not Available,Not Available,No,Not Applicable: Standalone Property,51282.0,Not Available,Not Available,5.1,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 01:44 PM EDT
6679918,Park Terrace Arms (90),0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,1097.9,89.8,Not Available,Not Available,Not Available,Not Available,487071.9,Not Available,Not Available,336.1,Not Available,Not Available,101.1,Ok,7,Not Available,Not Available,Not Available,1.19685,Not Available,Whole Property,3103202.4,Not Available,100,91,Ok,Not Available,Not Available,Not Available,1065026,4.4,44283,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,3976365.8,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,234.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,44283.0,Not Available,Not Available,5.3,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/21/2022 08:27 PM EDT
6667538,AKAM - 9 Barrow Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,27659,111.9,Not Available,Not Available,Not Available,Not Available,2877583.6,Not Available,Not Available,406.6,Not Available,Not Available,59.7,Ok,9,Not Available,Not Available,Not Available,0.87809,Not Available,Whole Property,5643488.4,Not Available,100,110.2,Ok,Not Available,Not Available,Not Available,1076078,1.4,97940,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,10961434,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,381.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,97940.0,Not Available,Not Available,3.9,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/20/2022 08:12 PM EDT
4952430,DEPM 1528 - 565 Park Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1019018.4,Not Available,Not Available,459.2,Not Available,Not Available,82.7,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,Not Available,100,102.1,Ok,Not Available,Not Available,Not Available,1042024,4.7,72307,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,422.7,0,Not Available,Not Available,No,Not Applicable: Standalone Property,72307.0,Not Available,Not Available,5.8,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,04/06/2022 09:38 AM EDT
2665901,Stonehenge - 20 Park Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,1845.6,128.9,0,Not Available,Not Available,Not Available,1421110.3,Not Available,Not Available,670.4,Not Available,Not Available,93,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,9601250.8,Not Available,0,121.5,Ok,Not Available,6000,Not Available,1017126,5.9,94442,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,12175061.7,Not Available,0,Whole Property,Not Available,No specific resident population,New York,Not Available,674.2,0,6000,Not Available,No,Not Applicable: Standalone Property,94442.0,Not Available,Not Available,7.1,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/20/2022 07:16 PM EDT
6667548,AKAM WVH - 690 Washington Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,143.7,Not Available,Not Available,Not Available,Not Available,1877409.3,Not Available,Not Available,129.8,Not Available,Not Available,40.4,Ok,2,Not Available,Not Available,Not Available,0.55269,Not Available,Whole Property,1949651.7,Not Available,100,138.4,Ok,Not Available,Not Available,Not Available,1011999;1084971,0,37996,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,5459024.8,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,158.7,0,Not Available,Not Available,No,Not Applicable: Standalone Property,37996.0,Not Available,Not Available,4.2,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/09/2022 04:54 PM EDT
4952611,AKAM - 885 West End Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,67900.4,101.6,Not Available,Not Available,Not Available,Not Available,1334123,Not Available,Not Available,590.5,Not Available,Not Available,94.8,Ok,7,Not Available,Not Available,Not Available,0,Not Available,Whole Property,8091942.9,Not Available,100,95.8,Ok,Not Available,Not Available,Not Available,1057197,3.1,106011,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,10774878.2,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,437.4,0,Not Available,Not Available,No,Not Applicable: Standalone Property,106011.0,Not Available,Not Available,4.1,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/25/2022 02:56 PM EDT
3110618,DEPM 1644 - 188 East 64th St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,30,Not Available,3575.6,226.4,0,Not Available,Not Available,Not Available,12679237.7,Not Available,Not Available,1400.5,Not Available,Not Available,77.1,Ok,9,Not Available,Not Available,Not Available,0,Not Available,Whole Property,29583033.6,Not Available,0,221.6,Ok,Not Available,13000,Not Available,1042137,0.1,215717,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,55302124.5,Not Available,0,Whole Property,Not Available,No specific resident population,New York,Not Available,2099.3,0,13000,Not Available,No,Not Applicable: Standalone Property,244305.0,Not Available,Not Available,8.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Parking,Not Available,05/22/2022 03:23 PM EDT
6667532,DEPM 1188 - 12 Beekman Place,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,0,87.6,Not Available,Not Available,Not Available,Not Available,1390758.2,Not Available,Not Available,490.5,Not Available,Not Available,73.1,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,5065470.4,Not Available,100,85.3,Ok,Not Available,Not Available,Not Available,1040084,0,93616,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,8203983.1,Not Available,Not Available,Not Available,Not Available,Not Available,New York,Not Available,343.5,0,Not Available,Not Available,No,Not Applicable: Standalone Property,93616.0,Not Available,Not Available,3.7,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,09/08/2022 08:23 AM EDT
10894223,Progressive - 1280 Sheridan Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,45320.4,116.3,Not Available,Not Available,Not Available,Not Available,1004862.7,Not Available,Not Available,348.7,Not Available,Not Available,90.6,Ok,5,Not Available,Not Available,Not Available,0.87517,Not Available,Whole Property,5536898.5,Not Available,100,112.5,Ok,Not Available,Not Available,Not Available,2002694,3.5,65130,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,7572253.1,Not Available,Not Available,Whole Property,Not Available,Not Available,Bronx,Not Available,313.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,65130.0,Not Available,Not Available,4.8,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,09/07/2022 06:58 PM EDT
6694538,DEPM 2928 - 290 West Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,17118.4,133.2,Not Available,Not Available,Not Available,Not Available,1622998.7,Not Available,Not Available,203.9,Not Available,Not Available,61.1,Ok,6,Not Available,Not Available,Not Available,0.26867,Not Available,Whole Property,3371155.8,Not Available,100,128.5,Ok,Not Available,Not Available,Not Available,1089819,1.8,48386,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,6443510.2,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,221.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,48386.0,Not Available,Not Available,4.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,04/07/2022 08:12 AM EDT
2705510,URA Group - 10 East 40th Street,0,CBECS - Office & Bank/Financial,Not Available,50,400080,Not Available,Not Available,Not Available,Not Available,157.3,Not Available,Not Available,Not Available,Not Available,15573753.3,Not Available,Not Available,3080.2,Not Available,Not Available,95.6,Ok,2,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Property,35568603.4,2.29954,Not Available,150.6,Ok,Not Available,Not Available,Not Available,1017601,0,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,67661134.5,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,2485.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,430070.0,Not Available,Not Available,5.8,Office,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/29/2022 05:20 PM EDT
6263852,Parkside Association,56.9097,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,23294.4,Not Available,Not Available,Not Available,Not Available,Not Available,351633.9,Not Available,Not Available,155,Not Available,Not Available,91.2,Ok,7,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,Not Available,100,84.2,Ok,Not Available,Not Available,Not Available,3018007,3.3,33528,Not Available,Not Available,Ok,58650,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,58650,Not Available,Brooklyn,0,124.0,0,Not Available,Not Available,No,Not Applicable: Standalone Property,33528.0,Not Available,Not Available,3.7,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 03:38 PM EDT
4945655,AKAM - 180 West End Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,122011.9,101.3,Not Available,Not Available,Not Available,Not Available,7814281.8,Not Available,Not Available,2699.1,Not Available,Not Available,78.4,Ok,3,Not Available,Not Available,Not Available,0,Not Available,Whole Property,35611737.8,Not Available,100,98.9,Ok,Not Available,Not Available,Not Available,1070696,1.2,521080,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,52788044.8,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,2240.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,521080.0,Not Available,Not Available,4.3,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/26/2022 03:22 PM EDT
2704793,DEPM 2760 - 555 West 59th St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,370,Not Available,108137.8,148.9,0,Not Available,Not Available,Not Available,9844667.5,Not Available,Not Available,1257.2,Not Available,Not Available,70.7,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,20573976,Not Available,0,148,Ok,Not Available,25702,0,1087704,2.1,229780,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,38683013.2,Not Available,0,Whole Property,Not Available,No specific resident population,New York,Not Available,1382.3,0,25702,Not Available,No,Not Applicable: Standalone Property,259780.0,Not Available,Not Available,5.3,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Parking,Not Available,03/07/2022 07:43 PM EST
3527450,85 8th Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,49886.6,87.4,Not Available,Not Available,Not Available,Not Available,2118284.6,Not Available,Not Available,562.3,Not Available,Not Available,70.7,Ok,5,Not Available,Not Available,Not Available,0.96892,Not Available,Whole Property,7048982.8,Not Available,100,84.5,Ok,Not Available,Not Available,Not Available,1076128,1.9,125914,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,11006992.8,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,417.6,0,Not Available,Not Available,No,Not Applicable: Standalone Property,125914.0,Not Available,Not Available,3.3,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/28/2022 10:43 AM EDT
