closed_date,cross_street_2,address_type,agency,police_precinct,city,bbl,incident_zip,council_district,resolution_action_updated_date,resolution_description,location_type,road_ramp,facility_type,bridge_highway_direction,descriptor_2
2022-04-15T21:33:06.000,EAST  115 STREET,ADDRESS,NYPD,Precinct 28,NEW YORK,1015960001.0,10026.0,9.0,2022-04-15T21:33:11.000,The Police Department responded to the complaint and took action to fix the condition.,Lobby,,,,
2022-04-16T05:06:47.000,COMMONWEALTH AVENUE,ADDRESS,NYPD,Precinct 43,BRONX,2035960035.0,10473.0,18.0,2022-04-16T05:06:52.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Residential Building/House,,,,
2025-05-13T15:44:43.000,EAST   72 STREET,ADDRESS,DPR,Precinct 19,NEW YORK,1014067503.0,10021.0,4.0,2025-05-13T15:44:46.000,"In an effort to more fully and efficiently service each city block, NYC Parks is shifting their street tree planting program to a neighborhood approach.  If the site that you requested meets the criteria for planting, NYC Parks will plant a tree through their new Neighborhood Tree Planting Program.   NYC Parks is no longer accepting new tree planting requests. Each neighborhood will be surveyed, inspected, and planted sequentially. NYC Parks foresters will be conducting tree removal, stump removal, and planting block by block and closing all unplantable tree beds. The most heat-vulnerable neighborhoods will be prioritized first.  To learn more about this program, visit nyc.gov/parks/street-tree-planting.  To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",Street,,,,Street Tree
2022-04-20T11:25:00.000,,INTERSECTION,DOT,Precinct 105,QUEENS,,11429.0,27.0,2022-04-20T11:25:00.000,The Department of Transportation inspected this complaint and did not find the reported problem.,,,,,
2022-04-16T19:20:44.000,ADRIAN AVENUE,ADDRESS,NYPD,Precinct 50,BRONX,1022150339.0,10463.0,10.0,2022-04-16T19:20:48.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Residential Building/House,,,,
2022-04-20T16:12:43.000,AVENUE L,ADDRESS,DSNY,Precinct 69,BROOKLYN,3082460041.0,11236.0,46.0,2022-04-20T16:12:08.000,The Department of Sanitation investigated this complaint and found no violation at the location.,Yard,,,,Not Cleaned by Property Owner
2022-04-16T01:37:15.000,150 AVENUE,ADDRESS,NYPD,Precinct 106,SOUTH OZONE PARK,,11420.0,32.0,2022-04-16T01:37:20.000,The Police Department responded to the complaint and determined that police action was not necessary.,Residential Building/House,,,,
2022-04-14T05:12:17.000,MILLER AVENUE,ADDRESS,NYPD,Precinct 75,BROOKLYN,3034880038.0,11207.0,37.0,2022-04-14T05:12:15.000,The Police Department responded to the complaint and determined that police action was not necessary.,Street/Sidewalk,,,,
2022-04-21T14:54:41.000,BEDFORD AVENUE,ADDRESS,DSNY,Precinct 71,BROOKLYN,3050450072.0,11225.0,40.0,2022-04-21T14:54:23.000,The Department of Sanitation investigated this complaint and found no violation at the location.,Sidewalk,,,,Not Cleaned by Property Owner
2022-04-14T21:09:40.000,,ADDRESS,DOB,Precinct 40,BRONX,2023140029.0,10454.0,8.0,2022-04-14T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,,,,
2022-04-15T03:54:11.000,OGDEN AVENUE,ADDRESS,NYPD,Precinct 44,BRONX,2025110065.0,10452.0,8.0,2022-04-15T03:54:14.000,The Police Department responded to the complaint and took action to fix the condition.,Street/Sidewalk,,,,
2022-04-15T23:04:20.000,WEST  178 STREET,ADDRESS,NYPD,Precinct 33,NEW YORK,1021330063.0,10033.0,10.0,2022-04-15T23:04:13.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Street/Sidewalk,,,,
2022-04-15T16:31:08.000,HUMBOLDT STREET,ADDRESS,NYPD,Precinct 90,BROOKLYN,3027710034.0,11211.0,34.0,2022-04-15T16:31:12.000,The Police Department responded to the complaint and determined that police action was not necessary.,Residential Building/House,,,,
2022-04-15T22:04:36.000,28 STREET,ADDRESS,NYPD,Precinct 114,LONG ISLAND CITY,4004057501.0,11101.0,26.0,2022-04-15T22:04:42.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Residential Building/House,,,,
2022-04-14T06:12:38.000,108 STREET,BLOCKFACE,DOT,Precinct 102,QUEENS,,11416.0,,2022-04-14T06:12:38.000,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,,,,
2022-04-14T09:07:47.000,LEXINGTON AVENUE,INTERSECTION,TLC,Precinct 17,,,10016.0,4.0,2022-04-14T09:07:55.000,See notes for information.,Taxi,,,,Briefcase
2022-04-14T19:28:21.000,23 AVENUE,ADDRESS,DPR,Precinct 114,ASTORIA,4007950005.0,11105.0,22.0,2022-04-14T19:28:13.000,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",Park,,,,
2022-04-23T13:47:05.000,,ADDRESS,HPD,Precinct 18,NEW YORK,1010780008.0,10019.0,3.0,2022-04-23T00:00:00.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",RESIDENTIAL BUILDING,,,,CONTINUOUSLY RUNS
2022-04-16T11:10:00.000,,INTERSECTION,DEP,Precinct 115,QUEENS,,11368.0,21.0,2022-04-16T11:10:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,,,,SC
2022-04-15T20:59:42.000,2 AVENUE,ADDRESS,NYPD,Precinct 25,NEW YORK,1017860042.0,10035.0,8.0,2022-04-15T20:59:48.000,The Police Department responded to the complaint and determined that police action was not necessary.,Residential Building/House,,,,
2022-07-29T10:39:19.000,WARREN STREET,ADDRESS,DSNY,Precinct 84,BROOKLYN,3003900040.0,11201.0,33.0,2022-04-15T11:57:46.000,The Department of Sanitation collected the requested items.,Street,,,,
2022-04-15T11:09:41.000,28 AVENUE,ADDRESS,NYPD,Precinct 114,ASTORIA,4007300034.0,11103.0,22.0,2022-04-15T11:09:48.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Residential Building/House,,,,
2022-04-14T21:20:22.000,WEST  218 STREET,ADDRESS,NYPD,Precinct 34,NEW YORK,1022430278.0,10034.0,10.0,2022-04-14T21:20:24.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Street/Sidewalk,,,,
2023-04-06T09:38:34.000,AVENUE Y,ADDRESS,DPR,Precinct 61,BROOKLYN,3074240043.0,11235.0,48.0,2023-04-06T09:38:41.000,"NYC Parks inspected the requested repair site. This site meets the criteria for repair under the Trees & Sidewalks Program. The timeframe for repair work depends on available funding for the program, the severity of damage, and the other sidewalk requests in the surrounding district.",Street,,,,Free Repair
2022-04-14T18:37:00.000,AUBURNDALE LANE,ADDRESS,DOT,Precinct 109,FLUSHING,4053500001.0,11358.0,19.0,2022-04-14T18:37:00.000,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,,,,
2022-04-14T11:30:21.000,COURT STREET,ADDRESS,NYPD,Precinct 84,BROOKLYN,3002650006.0,11201.0,33.0,2022-04-14T11:30:25.000,The Police Department responded to the complaint and determined that police action was not necessary.,Street/Sidewalk,,,,
2022-04-25T15:07:01.000,116 AVENUE,ADDRESS,DSNY,Precinct 113,SAINT ALBANS,4110560035.0,11412.0,27.0,2022-04-16T12:51:41.000,The Department of Sanitation collected the requested items.,Street,,,,
2022-04-18T16:04:15.000,,ADDRESS,HPD,Precinct 41,BRONX,2026970022.0,10459.0,17.0,2022-04-18T00:00:00.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,RESIDENTIAL BUILDING,,,,BROKEN OR MISSING
2022-04-14T20:35:07.000,WHITE PLAINS ROAD LINE,ADDRESS,NYPD,Precinct 47,BRONX,2048330073.0,10466.0,12.0,2022-04-14T20:34:56.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Residential Building/House,,,,
2022-04-15T10:15:33.000,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,NYPD,Precinct 77,BROOKLYN,3011560070.0,11238.0,35.0,2022-04-15T10:15:30.000,The Police Department issued a summons in response to the complaint.,Street/Sidewalk,,,,
2022-04-15T01:50:00.000,,INTERSECTION,DOT,Precinct 66,BROOKLYN,,11219.0,44.0,2022-04-15T01:50:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,,,,Out
2024-06-03T20:01:34.000,AVENUE OF THE AMERICAS,ADDRESS,DOHMH,Precinct 1,NEW YORK,1001740011.0,10013.0,1.0,2024-06-03T20:01:38.000,This SR was administratively closed. The issue you reported was addressed.,Restaurant/Bar/Deli/Bakery,,,,Badly Constructed/Maintained
2022-04-14T08:00:00.000,63 AVE,ADDRESS,DEP,Precinct 112,REGO PARK,4020860040.0,11374.0,29.0,2022-04-14T08:00:00.000,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",,,,,NR3
2022-05-11T17:00:12.000,,ADDRESS,HPD,Precinct 41,BRONX,2027610139.0,10474.0,17.0,2022-05-11T00:00:00.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,RESIDENTIAL BUILDING,,,,FRAME BROKEN
2022-04-15T12:38:37.000,,ADDRESS,DSNY,Precinct 41,BRONX,2026920071.0,10459.0,17.0,2022-04-15T12:38:38.000,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,Yard,,,,Not Cleaned by Property Owner
2022-04-14T20:13:58.000,30 AVENUE,ADDRESS,NYPD,Precinct 114,WOODSIDE,4010240061.0,11377.0,22.0,2022-04-14T20:14:02.000,The Police Department responded to the complaint and determined that police action was not necessary.,Street/Sidewalk,,,,
2022-04-16T10:55:00.000,32 AVE,ADDRESS,DEP,Precinct 111,BAYSIDE,4060230021.0,11360.0,19.0,2022-04-16T10:55:00.000,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",,,,,SC
2022-04-15T09:02:30.000,ATLANTIC AVENUE,ADDRESS,NYPD,Precinct 102,WOODHAVEN,4089410130.0,11421.0,30.0,2022-04-15T09:02:35.000,The Police Department responded to the complaint and determined that police action was not necessary.,Street/Sidewalk,,,,
2022-04-14T07:08:40.000,VERNON BOULEVARD,ADDRESS,NYPD,Precinct 108,LONG ISLAND CITY,4000270015.0,11101.0,26.0,2022-04-14T07:08:38.000,The Police Department issued a summons in response to the complaint.,Street/Sidewalk,,,,
2022-04-15T19:40:38.000,SHERMAN AVENUE,ADDRESS,NYPD,Precinct 34,NEW YORK,1021720039.0,10040.0,10.0,2022-04-15T19:40:33.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Street/Sidewalk,,,,
2022-04-14T13:21:30.000,EAST   18 STREET,ADDRESS,NYPD,Precinct 61,BROOKLYN,3067800012.0,11229.0,48.0,2022-04-14T13:21:14.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Street/Sidewalk,,,,
2023-06-09T11:35:12.000,COLUMBUS AVENUE,ADDRESS,EDC,Precinct 20,NEW YORK,1011170047.0,10023.0,6.0,2023-06-09T11:35:17.000,"The New York City Economic Development Corporation determined that this issue is not within its jurisdiction because the helicopter did not belong to a tour company departing from a NYC heliport.Â  Instead, it was most likely a law enforcement or news gathering helicopter not subject to the routing protocols established for tour helicopters. It may also have been a helicopter that departed as a charter or tour from another City but flew over NYC airspace. Helicopter tours originating from outside NYC are not subject to the same City regulations as tours departing from heliports managed by NYCEDC. Any City regulation of these flights is pre-empted by federal law and subject only to the jurisdiction of the Federal Aviation Administration. To file a complaint with the FAA, you can contact the New York Flight Standards District Office at the following web address:Â https://www.faa.gov/about/office_org/field_offices/fsdo/",Above Address,,,,Hovering
2022-04-14T08:36:16.000,4 AVENUE,ADDRESS,NYPD,Precinct 72,BROOKLYN,3006510014.0,11232.0,38.0,2022-04-14T08:36:15.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Street/Sidewalk,,,,
2022-04-14T14:56:04.000,SUTPHIN BOULEVARD,ADDRESS,NYPD,Precinct 103,JAMAICA,4099930029.0,11435.0,27.0,2022-04-14T14:56:08.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Street/Sidewalk,,,,
2022-04-15T20:22:37.000,STARR STREET,ADDRESS,NYPD,Precinct 83,BROOKLYN,3031880001.0,11237.0,34.0,2022-04-15T20:22:36.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Street/Sidewalk,,,,
2022-04-15T22:51:26.000,EAST  166 STREET,ADDRESS,NYPD,Precinct 44,BRONX,2024330043.0,10456.0,16.0,2022-04-15T22:51:24.000,The Police Department responded to the complaint and took action to fix the condition.,Residential Building/House,,,,
2022-04-15T00:28:58.000,WEST  230 STREET,ADDRESS,NYPD,Precinct 50,BRONX,2057160725.0,10463.0,11.0,2022-04-15T00:28:47.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Street/Sidewalk,,,,
2022-04-16T14:08:26.000,EAST  115 STREET,ADDRESS,NYPD,Precinct 23,NEW YORK,1016180001.0,10029.0,9.0,2022-04-16T14:08:30.000,The Police Department responded to the complaint and took action to fix the condition.,Residential Building/House,,,,
2025-04-02T11:42:00.000,FARRAGUT ROAD,ADDRESS,DPR,Precinct 70,BROOKLYN,3052220035.0,11210.0,45.0,2025-04-02T11:42:07.000,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",Street,,,,
2022-04-18T10:06:56.000,EDGAR GARZON CORNER,ADDRESS,DCWP,Precinct 115,JACKSON HEIGHTS,4012760037.0,11372.0,25.0,2022-04-18T10:07:01.000,"The Department of Consumer Affairs (DCA) received your report. DCA will investigate your request and work with other relevant City agencies to resolve it. If necessary, the City will take enforcement action.   To check the status of your complaint, call 311 with your Service Request Number.",Business,,,,Unlicensed
2022-04-15T22:06:00.000,33 STREET,ADDRESS,NYPD,Precinct 114,ASTORIA,4008310032.0,11105.0,22.0,2022-04-15T22:05:58.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Street/Sidewalk,,,,
2022-05-04T08:55:11.000,,ADDRESS,HPD,Precinct 47,BRONX,2046310019.0,10467.0,12.0,2022-05-04T00:00:00.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,RESIDENTIAL BUILDING,,,,BROKEN OR MISSING
2022-04-14T13:19:05.000,EAST TREMONT AVENUE,ADDRESS,NYPD,Precinct 48,BRONX,2030167502.0,10460.0,17.0,2022-04-14T13:19:09.000,The Police Department responded to the complaint and determined that police action was not necessary.,Street/Sidewalk,,,,
2022/04/19 12:45,224 STREET,BLOCKFACE,DOT,Precinct 105,QUEENS,,11413.0,,2022-04-19T12:45:00.000,The Department of Transportation inspected this complaint and did not find the reported problem.,,,,,
2022-04-15T13:14:30.000,LAFONTAINE AVENUE,ADDRESS,NYPD,Precinct 48,BRONX,2030610036.0,10457.0,15.0,2022-04-15T13:14:37.000,The Police Department responded to the complaint and took action to fix the condition.,Store/Commercial,,,,
2022-04-16T06:05:00.000,106 STREET,ADDRESS,DSNY,Precinct 102,OZONE PARK,4093850015.0,11416.0,29.0,2022-04-16T12:00:00.000,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,Street,,DSNY Garage,,
2022/04/16 06:18,55 AVENUE,ADDRESS,DSNY,Precinct 110,CORONA,4020100033.0,11368.0,21.0,2022-04-16T12:00:00.000,"The Department of Sanitation (DSNY) will only remove abandoned motor vehicles (no boats) without license plates from private property.Â  If a motor vehicle is left abandoned on your property, you may ask the DSNY to remove it. Vehicles owned by the property owner are not eligible for this service. The property owner must complete a waiver and email it to customerservice@dsny.nyc.gov.Â  Access to the property is required and there will be a fee for removal.",Street,,,,
2022-06-13T06:55:41.000,,ADDRESS,HPD,Precinct 48,BRONX,2030400010.0,10458.0,15.0,2022-06-13T00:00:00.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",RESIDENTIAL BUILDING,,,,BROKEN OR MISSING
2022-04-15T16:34:22.000,,ADDRESS,HPD,Precinct 70,BROOKLYN,3052340001.0,11230.0,40.0,2022-04-15T00:00:00.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",RESIDENTIAL BUILDING,,,,NO HOT WATER
2022-04-30T14:15:00.000,WEST TREMONT AVENUE,ADDRESS,DOT,Precinct 46,BRONX,2028810140.0,10453.0,16.0,2022-04-30T14:15:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,,,,
2022-04-16T16:18:55.000,77 AVENUE,ADDRESS,NYPD,Precinct 107,FRESH MEADOWS,4068480001.0,11366.0,24.0,2022-04-16T16:18:58.000,The Police Department responded to the complaint and determined that police action was not necessary.,Street/Sidewalk,,,,
2022-05-04T02:01:45.000,,ADDRESS,HPD,Precinct 44,BRONX,2028440105.0,10452.0,14.0,2022-05-04T00:00:00.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,RESIDENTIAL BUILDING,,,,BROKEN OR MISSING
2022-04-14T10:55:53.000,CLASSON AVENUE,ADDRESS,NYPD,Precinct 77,BROOKLYN,3011740051.0,11238.0,35.0,2022-04-14T10:55:51.000,The Police Department responded to the complaint and determined that police action was not necessary.,Street/Sidewalk,,,,Parked On Sidewalk
2022-04-15T13:47:55.000,39 AVENUE,ADDRESS,NYPD,Precinct 108,WOODSIDE,4012230038.0,11377.0,26.0,2022-04-15T13:48:01.000,The Police Department responded to the complaint and determined that police action was not necessary.,Street/Sidewalk,,,,
2022-04-15T11:43:22.000,MARTHA AVENUE,INTERSECTION,NYPD,Precinct 47,,,10470.0,11.0,2022-04-15T11:43:28.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Street/Sidewalk,,,,
2022-04-14T20:24:44.000,FRANKLIN AVENUE,ADDRESS,NYPD,Precinct 79,BROOKLYN,3018840001.0,11205.0,33.0,2022-04-14T20:24:43.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Street/Sidewalk,,,,
2022-04-14T10:32:55.000,66 ROAD,ADDRESS,DOHMH,Precinct 104,MIDDLE VILLAGE,4030487502.0,11379.0,30.0,2022-04-14T10:32:55.000,The NYC Health Department (DOHMH) found a service request already exists for the same location. This request has been closed. DOHMH is addressing the original request.,3+ Family Apartment Building,,,,
2022-04-15T19:43:51.000,PELHAM LINE,ADDRESS,NYPD,Precinct 43,BRONX,2037630001.0,10472.0,18.0,2022-04-15T19:43:36.000,The Police Department responded to the complaint and determined that police action was not necessary.,Store/Commercial,,,,
2022-04-16T11:09:00.000,BRONXWOOD AVENUE,ADDRESS,DSNY,Precinct 47,BRONX,2048470069.0,10466.0,12.0,2022-04-16T12:00:00.000,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,Street,,,,
2022-04-16T00:40:30.000,41 ROAD,ADDRESS,NYPD,Precinct 114,LONG ISLAND CITY,4004650001.0,11101.0,26.0,2022-04-16T00:40:34.000,The Police Department responded to the complaint and took action to fix the condition.,Residential Building/House,,,,
2022-04-15T10:10:08.000,TRINITY PLACE,ADDRESS,NYPD,Precinct 1,NEW YORK,1000210006.0,10006.0,1.0,2022-04-15T10:10:06.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Street/Sidewalk,,,,
2022-04-14T11:57:49.000,3 AVENUE,ADDRESS,NYPD,Precinct 78,BROOKLYN,3010200052.0,11215.0,39.0,2022-04-14T11:57:34.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Street/Sidewalk,,,,
2022-04-15T17:50:26.000,WEST   76 STREET,ADDRESS,NYPD,Precinct 20,NEW YORK,1011470033.0,10023.0,6.0,2022-04-15T17:50:08.000,The Police Department visited the location and no Encampment was found.,Street/Sidewalk,,,,
2022-04-19T15:49:03.000,CATTARAUGUS STREET,ADDRESS,DPR,Precinct 120,STATEN ISLAND,5006750008.0,10301.0,49.0,2022-04-19T15:49:29.000,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",Street,,,,
2022-04-26T13:31:17.000,,ADDRESS,HPD,Precinct 73,BROOKLYN,3015510046.0,11233.0,41.0,2022-04-26T00:00:00.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,RESIDENTIAL BUILDING,,,,GLASS BROKEN OR MISSING
2022-04-16T01:24:43.000,BLEECKER STREET,ADDRESS,NYPD,Precinct 83,BROOKLYN,3033010001.0,11237.0,37.0,2022-04-16T01:24:40.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Store/Commercial,,,,
2022-04-14T20:34:57.000,WHITE PLAINS ROAD LINE,ADDRESS,NYPD,Precinct 47,BRONX,2048330073.0,10466.0,12.0,2022-04-14T20:34:36.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Residential Building/House,,,,
2022-04-15T17:32:57.000,ST NICHOLAS AVENUE,ADDRESS,NYPD,Precinct 32,NEW YORK,1019550020.0,10027.0,9.0,2022-04-15T17:33:02.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Street/Sidewalk,,,,
2022-04-16T02:49:28.000,2 AVENUE,ADDRESS,NYPD,Precinct 19,NEW YORK,1014147503.0,10022.0,4.0,2022-04-16T02:49:48.000,The Police Department responded to the complaint and took action to fix the condition.,Residential Building/House,,,,
2022-04-15T00:30:47.000,HICKS STREET,ADDRESS,NYPD,Precinct 76,BROOKLYN,3005380001.0,11231.0,38.0,2022-04-15T00:30:52.000,The Police Department responded to the complaint and took action to fix the condition.,Street/Sidewalk,,,,
2022-04-16T18:16:46.000,,ADDRESS,HPD,Precinct 94,BROOKLYN,3023380027.0,11211.0,33.0,2022-04-16T00:00:00.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",RESIDENTIAL BUILDING,,,,NO HEAT
2022-06-30T21:32:42.000,,ADDRESS,HPD,Precinct 18,NEW YORK,1010660057.0,10019.0,3.0,2022-06-30T00:00:00.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,RESIDENTIAL BUILDING,,,,NO GAS OR ELECTRICITY
2022-04-14T09:21:00.000,,INTERSECTION,DOT,Precinct 115,QUEENS,,11369.0,21.0,2022-04-13T09:21:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,,,,Location Type: Intersection
2022-04-15T15:24:09.000,,ADDRESS,HPD,Precinct 28,NEW YORK,1018220017.0,10026.0,9.0,2022-04-15T00:00:00.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,RESIDENTIAL BUILDING,,,,CHIPPED/PEELING/FLAKING
2022-04-27T00:00:00.000,,ADDRESS,DOB,Precinct 104,MIDDLE VILLAGE,4030420034.0,11379.0,30.0,2022-04-27T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,,,,
2022-04-14T19:47:30.000,BROADWAY,ADDRESS,NYPD,Precinct 30,NEW YORK,1020800046.0,10031.0,7.0,2022-04-14T19:47:35.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Residential Building/House,,,,
2022/04/20 18:07,,ADDRESS,HPD,Precinct 112,FOREST HILLS,4022350038.0,11375.0,29.0,2022-04-20T00:00:00.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",RESIDENTIAL BUILDING,,,,NO HEAT
2022-04-16T17:56:44.000,,ADDRESS,HPD,Precinct 75,BROOKLYN,3045170001.0,11208.0,42.0,2022-04-16T00:00:00.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water. Heat was not required at the time of the inspection. No violations were issued. If the condition still exists, please file a new complaint.",RESIDENTIAL BUILDING,,,,NO HEAT
2022-04-14T10:35:39.000,MANHATTAN AVENUE,ADDRESS,NYPD,Precinct 94,BROOKLYN,3026190001.0,11222.0,33.0,2022-04-14T10:35:42.000,The Police Department responded to the complaint and determined that police action was not necessary.,Street/Sidewalk,,,,
2022-06-03T00:00:00.000,,ADDRESS,DOB,Precinct 68,BROOKLYN,3060070016.0,11209.0,43.0,2022-06-03T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,,,,
2022/04/25 14:17,129 STREET,ADDRESS,DOT,Precinct 102,RICHMOND HILL,,11418.0,28.0,2022-04-25T14:17:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,,,,
2022-04-15T01:47:00.000,MCGUINNESS BOULEVARD,ADDRESS,NYPD,Precinct 94,BROOKLYN,3024790028.0,11222.0,33.0,2022-04-15T01:47:06.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Club/Bar/Restaurant,,,,
2022-04-14T12:46:56.000,SPRINGFIELD BOULEVARD,ADDRESS,NYPD,Precinct 105,QUEENS VILLAGE,4111410078.0,11429.0,27.0,2022-04-14T12:46:58.000,The Police Department issued a summons in response to the complaint.,Street/Sidewalk,,,,
2022-04-18T01:23:31.000,AVENUE M,ADDRESS,DSNY,Precinct 70,BROOKLYN,3076390027.0,11210.0,48.0,2022-04-15T22:03:47.000,The Department of Sanitation collected the requested items.,Street,,,,
2022-04-14T06:39:27.000,WEST   97 STREET,INTERSECTION,DOT,Precinct 24,,,10025.0,7.0,2022-04-14T06:39:06.000,"The condition was inspected and it was in compliance with Department of Transportation standards, not hazardous, or a valid permit exists.",Street,,,,
2022-04-15T09:57:15.000,ROBERT J CRAWFORD CORNER,ADDRESS,NYPD,Precinct 63,BROOKLYN,3077190011.0,11234.0,46.0,2022-04-15T09:57:21.000,The Police Department responded to the complaint and a report was prepared.,Street/Sidewalk,,,,
,WASHINGTON SQUARE EAST,ADDRESS,TLC,Precinct 6,NEW YORK,1005350001.0,10012.0,1.0,2022-04-20T09:39:28.000,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",Street,,,,Unsafe Driving - Non-Passenger
2022-04-15T22:52:55.000,85 STREET,ADDRESS,NYPD,Precinct 68,BROOKLYN,3060250005.0,11209.0,43.0,2022-04-15T22:52:54.000,The Police Department responded to the complaint and took action to fix the condition.,Store/Commercial,,,,
2022-04-15T12:59:42.000,GRAND STREET,ADDRESS,NYPD,Precinct 5,NEW YORK,1002340015.0,10013.0,1.0,2022-04-15T12:59:45.000,The Police Department responded to the complaint and took action to fix the condition.,Street/Sidewalk,,,,
