latitude,location_type,city,address_type,x_coordinate_state_plane,borough,landmark,complaint_type,created_date,:@computed_region_efsh_h5xi,community_board,longitude-open_data_channel_type
40.617562,Street/Sidewalk,BROOKLYN,ADDRESS,976445,BROOKLYN,GELSTON AVENUE,Illegal Parking,2025-12-10T11:04:28.000,17216,10 BROOKLYN,-74.028117-MOBILE
40.767241,Street/Sidewalk,NEW YORK,ADDRESS,994053,MANHATTAN,LEXINGTON AVENUE,Illegal Parking,2025-12-18T07:29:27.000,10090,08 MANHATTAN,-73.96552-ONLINE
40.71295,Street/Sidewalk,,INTERSECTION,1010054,QUEENS,,Illegal Parking,2025-12-16T07:15:47.000,15310,05 QUEENS,-73.906921-MOBILE
40.586903,Street/Sidewalk,BROOKLYN,ADDRESS,1002778,BROOKLYN,SHORE PARKWAY,Illegal Parking,2025-12-10T14:30:00.000,13826,15 BROOKLYN,-73.932965-MOBILE
40.612023,Street/Sidewalk,BROOKLYN,ADDRESS,981895,BROOKLYN,85 STREET,Illegal Parking,2025-12-15T09:32:55.000,13511,11 BROOKLYN,-74.00845-MOBILE
40.755517,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,1001399,QUEENS,39 AVENUE,Illegal Parking,2025-12-11T20:00:47.000,16858,01 QUEENS,-73.937722-MOBILE
40.753744,Street/Sidewalk,CORONA,ADDRESS,1023050,QUEENS,37 AVENUE,Illegal Parking,2025-12-20T03:05:45.000,14510,03 QUEENS,-73.859845-MOBILE
40.702936,Street/Sidewalk,NEW YORK,ADDRESS,980714,MANHATTAN,WATER STREET,Illegal Parking,2025-12-12T22:00:12.000,11725,01 MANHATTAN,-74.012681-ONLINE
40.610031,Street/Sidewalk,BROOKLYN,ADDRESS,982367,BROOKLYN,86 STREET,Illegal Parking,2025-12-23T12:55:11.000,17616,11 BROOKLYN,-74.006667-MOBILE
40.893317,Street/Sidewalk,BRONX,ADDRESS,1023937,BRONX,EAST 233 STREET,Illegal Parking,2025-12-19T15:15:18.000,11275,12 BRONX,-73.856125-MOBILE
40.704587,Street/Sidewalk,BROOKLYN,ADDRESS,999631,BROOKLYN,MANHATTAN AVENUE,Illegal Parking,2025-12-23T23:35:37.000,17213,01 BROOKLYN,-73.945297-ONLINE
40.672002,Street/Sidewalk,BROOKLYN,ADDRESS,1004090,BROOKLYN,PARK PLACE,Illegal Parking,2025-12-23T07:16:22.000,17615,08 BROOKLYN,-73.928453-ONLINE
40.743072,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,996424,QUEENS,50 AVENUE,Illegal Parking,2025-12-17T13:46:02.000,16858,02 QUEENS,-73.954735-MOBILE
40.744342,Street/Sidewalk,ELMHURST,ADDRESS,1017930,QUEENS,ITHACA STREET,Illegal Parking,2025-12-21T12:13:41.000,14784,04 QUEENS,-73.878223-MOBILE
40.65181,Street/Sidewalk,BROOKLYN,ADDRESS,991021,BROOKLYN,GREENWOOD AVENUE,Illegal Parking,2025-12-10T08:44:11.000,17620,07 BROOKLYN,-73.975425-MOBILE
40.579083,Street/Sidewalk,BROOKLYN,ADDRESS,992008,BROOKLYN,WEST 5 STREET,Illegal Parking,2025-12-15T12:01:46.000,18184,13 BROOKLYN,-73.972072-ONLINE
40.69645,Street/Sidewalk,BROOKLYN,ADDRESS,991315,BROOKLYN,CUMBERLAND STREET,Illegal Parking,2025-12-11T12:50:44.000,17212,02 BROOKLYN,-73.974662-MOBILE
40.823222,Street/Sidewalk,NEW YORK,ADDRESS,998316,MANHATTAN,AMSTERDAM AVENUE,Illegal Parking,2025-12-19T13:34:39.000,12428,09 MANHATTAN,-73.949481-ONLINE
40.608738,Street/Sidewalk,BROOKLYN,ADDRESS,996431,BROOKLYN,QUENTIN ROAD,Illegal Parking,2025-12-15T11:40:20.000,13512,15 BROOKLYN,-73.956029-ONLINE
40.629566,Street/Sidewalk,BROOKLYN,ADDRESS,998060,BROOKLYN,EAST 27 STREET,Illegal Parking,2025-12-20T14:38:13.000,17217,14 BROOKLYN,-73.950024-ONLINE
40.726699,Street/Sidewalk,BROOKLYN,ADDRESS,997282,BROOKLYN,MESEROLE AVENUE,Illegal Parking,2025-12-22T02:38:48.000,18182,01 BROOKLYN,-73.95318-MOBILE
40.796139,Street/Sidewalk,NEW YORK,ADDRESS,1002976,MANHATTAN,PLEASANT AVENUE,Illegal Parking,2025-12-21T13:06:18.000,13093,11 MANHATTAN,-73.932003-ONLINE
40.726699,Street/Sidewalk,BROOKLYN,ADDRESS,997282,BROOKLYN,MESEROLE AVENUE,Illegal Parking,2025-12-15T13:23:22.000,18182,01 BROOKLYN,-73.95318-MOBILE
40.699086,Street/Sidewalk,BROOKLYN,ADDRESS,1008097,BROOKLYN,LINDEN STREET,Illegal Parking,2025-12-23T23:12:35.000,13828,04 BROOKLYN,-73.914099-MOBILE
40.62455,Street/Sidewalk,BROOKLYN,ADDRESS,976339,BROOKLYN,84 STREET,Illegal Parking,2025-12-18T03:47:40.000,17216,10 BROOKLYN,-74.028005-MOBILE
40.80892,Street/Sidewalk,NEW YORK,ADDRESS,1000853,MANHATTAN,EAST 129 STREET,Illegal Parking,2025-12-19T14:10:49.000,13093,11 MANHATTAN,-73.939717-ONLINE
40.636215,Street/Sidewalk,BROOKLYN,ADDRESS,992561,BROOKLYN,DITMAS AVENUE,Illegal Parking,2025-12-13T22:20:33.000,17620,12 BROOKLYN,-73.969735-MOBILE
40.697432,Street/Sidewalk,BROOKLYN,ADDRESS,992088,BROOKLYN,CLERMONT AVENUE,Illegal Parking,2025-12-18T06:19:46.000,17212,02 BROOKLYN,-73.971301-MOBILE
40.835724,Street/Sidewalk,,INTERSECTION,1010321,BRONX,,Illegal Parking,2025-12-19T14:38:50.000,10934,03 BRONX,-73.905784-ONLINE
40.629871,Street/Sidewalk,BROOKLYN,ADDRESS,990527,BROOKLYN,WEBSTER AVENUE,Illegal Parking,2025-12-22T12:44:45.000,13513,12 BROOKLYN,-73.977307-ONLINE
40.723345,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-21T12:08:00.000,14508,08 QUEENS,-73.799873-ONLINE
40.723345,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-15T09:36:08.000,14508,08 QUEENS,-73.799873-ONLINE
40.840971,Street/Sidewalk,BRONX,ADDRESS,1006700,BRONX,INWOOD AVENUE,Illegal Parking,2025-12-15T07:34:42.000,10930,04 BRONX,-73.919239-ONLINE
40.729238,Street/Sidewalk,FOREST HILLS,ADDRESS,1027041,QUEENS,110 STREET,Illegal Parking,2025-12-19T07:53:06.000,14786,06 QUEENS,-73.845796-MOBILE
40.71759,Street/Sidewalk,NEW YORK,ADDRESS,987763,MANHATTAN,BROOME STREET,Illegal Parking,2025-12-21T18:52:51.000,11723,03 MANHATTAN,-73.987291-MOBILE
40.751412,Street/Sidewalk,JACKSON HEIGHTS,ADDRESS,1019566,QUEENS,95 STREET,Illegal Parking,2025-12-20T19:14:03.000,14783,03 QUEENS,-73.871966-MOBILE
40.729931,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1036658,QUEENS,PARSONS BOULEVARD,Illegal Parking,2025-12-11T08:21:20.000,14507,08 QUEENS,-73.810428-ONLINE
40.763872,Street/Sidewalk,NEW YORK,ADDRESS,987710,MANHATTAN,WEST 51 STREET,Illegal Parking,2025-12-19T12:20:54.000,12081,04 MANHATTAN,-73.987326-MOBILE
40.833474,Street/Sidewalk,BRONX,ADDRESS,1025355,BRONX,CASTLE HILL AVENUE,Illegal Parking,2025-12-17T15:02:26.000,11271,09 BRONX,-73.851781-ONLINE
40.679005,Street/Sidewalk,BROOKLYN,ADDRESS,996111,BROOKLYN,PACIFIC STREET,Illegal Parking,2025-12-20T09:11:09.000,13829,08 BROOKLYN,-73.956808-MOBILE
40.712364,Street/Sidewalk,NEW YORK,ADDRESS,981785,MANHATTAN,BARCLAY STREET,Illegal Parking,2025-12-13T16:35:17.000,11728,01 MANHATTAN,-74.009555-ONLINE
40.680824,Street/Sidewalk,BROOKLYN,ADDRESS,991604,BROOKLYN,BERGEN STREET,Illegal Parking,2025-12-15T08:08:00.000,17619,08 BROOKLYN,-73.973753-MOBILE
40.743072,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,996424,QUEENS,50 AVENUE,Illegal Parking,2025-12-13T04:48:38.000,16858,02 QUEENS,-73.954735-MOBILE
40.59376,Street/Sidewalk,BROOKLYN,ADDRESS,990635,BROOKLYN,WEST 6 STREET,Illegal Parking,2025-12-18T00:10:30.000,18183,15 BROOKLYN,-73.977341-MOBILE
40.675198,Street/Sidewalk,BROOKLYN,ADDRESS,983643,BROOKLYN,CLINTON STREET,Illegal Parking,2025-12-13T05:33:28.000,13514,06 BROOKLYN,-74.004683-MOBILE
40.680518,Street/Sidewalk,BROOKLYN,ADDRESS,1003522,BROOKLYN,CHAUNCEY STREET,Illegal Parking,2025-12-11T09:12:25.000,13516,03 BROOKLYN,-73.930455-MOBILE
40.84313,Street/Sidewalk,NEW YORK,ADDRESS,1000872,MANHATTAN,WEST 170 STREET,Illegal Parking,2025-12-21T10:49:39.000,13090,12 MANHATTAN,-73.940272-MOBILE
40.75212,Street/Sidewalk,,INTERSECTION,990435,MANHATTAN,,Illegal Parking,2025-12-23T14:33:09.000,10355,05 MANHATTAN,-73.977677-MOBILE
40.723345,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-23T08:59:54.000,14508,08 QUEENS,-73.799873-ONLINE
40.754646,Street/Sidewalk,CORONA,ADDRESS,1020806,QUEENS,100 STREET,Illegal Parking,2025-12-13T01:35:04.000,14510,03 QUEENS,-73.86765-MOBILE
40.625254,Street/Sidewalk,BROOKLYN,ADDRESS,977894,BROOKLYN,80 STREET,Illegal Parking,2025-12-23T06:49:13.000,17216,10 BROOKLYN,-74.022825-MOBILE
40.71295,Street/Sidewalk,,INTERSECTION,1010054,QUEENS,,Illegal Parking,2025-12-22T07:17:27.000,15310,05 QUEENS,-73.906921-MOBILE
40.612073,Street/Sidewalk,BROOKLYN,ADDRESS,982246,BROOKLYN,84 STREET,Illegal Parking,2025-12-13T12:24:07.000,13511,11 BROOKLYN,-74.006973-MOBILE
40.749527,Street/Sidewalk,JACKSON HEIGHTS,ADDRESS,1019872,QUEENS,WARREN STREET,Illegal Parking,2025-12-11T01:05:08.000,14783,03 QUEENS,-73.870378-MOBILE
40.637896,Street/Sidewalk,BROOKLYN,ADDRESS,985553,BROOKLYN,48 STREET,Illegal Parking,2025-12-19T12:12:01.000,17621,12 BROOKLYN,-73.995042-MOBILE
40.617379,Street/Sidewalk,BROOKLYN,ADDRESS,982078,BROOKLYN,78 STREET,Illegal Parking,2025-12-19T16:15:17.000,13511,10 BROOKLYN,-74.007687-MOBILE
40.622613,Street/Sidewalk,BROOKLYN,ADDRESS,981464,BROOKLYN,74 STREET,Illegal Parking,2025-12-13T19:29:51.000,13511,10 BROOKLYN,-74.01009-ONLINE
40.742489,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,997535,QUEENS,50 AVENUE,Illegal Parking,2025-12-15T13:55:21.000,16858,02 QUEENS,-73.951848-MOBILE
40.748464,Street/Sidewalk,WOODSIDE,ADDRESS,1011154,QUEENS,60 STREET,Illegal Parking,2025-12-22T18:25:55.000,14787,02 QUEENS,-73.902815-MOBILE
40.757637,Street/Sidewalk,NEW YORK,ADDRESS,990040,MANHATTAN,WEST 48 STREET,Illegal Parking,2025-12-19T09:11:36.000,13094,05 MANHATTAN,-73.979545-MOBILE
40.723345,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-19T10:22:31.000,14508,08 QUEENS,-73.799873-ONLINE
40.729931,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1036658,QUEENS,PARSONS BOULEVARD,Illegal Parking,2025-12-14T11:15:18.000,14507,08 QUEENS,-73.810428-ONLINE
40.632991,Street/Sidewalk,BROOKLYN,ADDRESS,977136,BROOKLYN,72 STREET,Illegal Parking,2025-12-18T10:23:50.000,17216,10 BROOKLYN,-74.025695-MOBILE
40.767213,Street/Sidewalk,FLUSHING,ADDRESS,1035389,QUEENS,150 STREET,Illegal Parking,2025-12-11T07:24:06.000,13832,07 QUEENS,-73.81504-MOBILE
40.854142,Street/Sidewalk,BRONX,ADDRESS,1011620,BRONX,EAST 181 STREET,Illegal Parking,2025-12-10T14:00:36.000,10935,05 BRONX,-73.901023-MOBILE
40.874268,Street/Sidewalk,BRONX,ADDRESS,1011177,BRONX,KINGSBRIDGE TERRACE,Illegal Parking,2025-12-16T14:30:14.000,11606,08 BRONX,-73.90236-MOBILE
40.633137,Street/Sidewalk,BROOKLYN,ADDRESS,990578,BROOKLYN,AVENUE F,Illegal Parking,2025-12-21T11:36:20.000,17620,14 BROOKLYN,-73.9766-MOBILE
40.661566,Street/Sidewalk,BROOKLYN,ADDRESS,994920,BROOKLYN,FLATBUSH AVENUE,Illegal Parking,2025-12-19T23:03:24.000,13509,09 BROOKLYN,-73.96183-ONLINE
40.681815,Street/Sidewalk,BROOKLYN,ADDRESS,991571,BROOKLYN,DEAN STREET,Illegal Parking,2025-12-13T14:18:38.000,17619,08 BROOKLYN,-73.973806-MOBILE
40.755689,Street/Sidewalk,NEW YORK,ADDRESS,990026,MANHATTAN,5 AVENUE,Illegal Parking,2025-12-16T20:32:25.000,12079,05 MANHATTAN,-73.978823-MOBILE
40.740476,Street/Sidewalk,NEW YORK,ADDRESS,983108,MANHATTAN,WEST 14 STREET,Illegal Parking,2025-12-20T13:37:01.000,12077,02 MANHATTAN,-74.004937-MOBILE
40.735179,Street/Sidewalk,WOODSIDE,ADDRESS,1011173,QUEENS,63 STREET,Illegal Parking,2025-12-21T10:33:59.000,14787,02 QUEENS,-73.903141-MOBILE
40.648609,Street/Sidewalk,BROOKLYN,ADDRESS,984161,BROOKLYN,39 STREET,Illegal Parking,2025-12-22T20:36:57.000,13515,07 BROOKLYN,-73.999971-MOBILE
40.761254,Street/Sidewalk,FLUSHING,ADDRESS,1033548,QUEENS,PARSONS BOULEVARD,Illegal Parking,2025-12-20T23:33:47.000,13832,07 QUEENS,-73.82224-ONLINE
40.816869,Street/Sidewalk,BRONX,ADDRESS,1013504,BRONX,BRUCKNER BOULEVARD,Illegal Parking,2025-12-17T22:56:21.000,10937,02 BRONX,-73.894731-MOBILE
40.729931,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1036658,QUEENS,PARSONS BOULEVARD,Illegal Parking,2025-12-16T16:51:09.000,14507,08 QUEENS,-73.810428-ONLINE
40.685621,Street/Sidewalk,BROOKLYN,ADDRESS,1018629,BROOKLYN,CHESTNUT STREET,Illegal Parking,2025-12-21T23:14:49.000,17215,05 BROOKLYN,-73.875687-MOBILE
40.889321,Street/Sidewalk,BRONX,ADDRESS,1008878,BRONX,WEST 239 STREET,Illegal Parking,2025-12-22T07:51:43.000,11272,08 BRONX,-73.910942-MOBILE
40.704396,Street/Sidewalk,BROOKLYN,ADDRESS,997095,BROOKLYN,RUTLEDGE STREET,Illegal Parking,2025-12-16T13:49:39.000,17613,01 BROOKLYN,-73.953903-MOBILE
40.585759,Street/Sidewalk,,INTERSECTION,991344,BROOKLYN,,Illegal Parking,2025-12-12T08:23:52.000,18183,13 BROOKLYN,-73.97446-ONLINE
40.623535,Street/Sidewalk,STATEN ISLAND,ADDRESS,958119,STATEN ISLAND,VICTORY BOULEVARD,Illegal Parking,2025-12-10T11:59:56.000,10369,01 STATEN ISLAND,-74.094294-ONLINE
40.727426,Street/Sidewalk,BROOKLYN,ADDRESS,1000887,BROOKLYN,NORMAN AVENUE,Illegal Parking,2025-12-17T06:06:13.000,18182,01 BROOKLYN,-73.939567-MOBILE
40.760117,Street/Sidewalk,,INTERSECTION,988451,MANHATTAN,,Illegal Parking,2025-12-13T17:32:08.000,13094,05 MANHATTAN,-73.984836-ONLINE
40.612073,Street/Sidewalk,BROOKLYN,ADDRESS,982246,BROOKLYN,84 STREET,Illegal Parking,2025-12-13T11:16:28.000,13511,11 BROOKLYN,-74.006973-MOBILE
40.739842,Street/Sidewalk,NEW YORK,ADDRESS,985511,MANHATTAN,WEST 18 STREET,Illegal Parking,2025-12-15T14:07:59.000,12074,04 MANHATTAN,-73.995547-ONLINE
40.743072,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,996424,QUEENS,50 AVENUE,Illegal Parking,2025-12-19T06:07:18.000,16858,02 QUEENS,-73.954735-MOBILE
40.693653,Street/Sidewalk,JAMAICA,ADDRESS,1039951,QUEENS,YATES ROAD,Illegal Parking,2025-12-11T08:29:32.000,24668,12 QUEENS,-73.798844-MOBILE
40.713711,Street/Sidewalk,MIDDLE VILLAGE,ADDRESS,1015611,QUEENS,69 STREET,Illegal Parking,2025-12-13T21:19:12.000,15309,05 QUEENS,-73.886547-MOBILE
40.755517,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,1001399,QUEENS,39 AVENUE,Illegal Parking,2025-12-11T18:44:27.000,16858,01 QUEENS,-73.937722-ONLINE
40.744092,Street/Sidewalk,ELMHURST,ADDRESS,1017055,QUEENS,VIETOR AVENUE,Illegal Parking,2025-12-21T13:43:53.000,14784,04 QUEENS,-73.880338-MOBILE
40.743072,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,996424,QUEENS,50 AVENUE,Illegal Parking,2025-12-16T03:37:49.000,16858,02 QUEENS,-73.954735-MOBILE
40.831133,Street/Sidewalk,BRONX,ADDRESS,1018074,BRONX,WARD AVENUE,Illegal Parking,2025-12-23T11:46:21.000,11610,09 BRONX,-73.87801-MOBILE
40.642661,Street/Sidewalk,BROOKLYN,ADDRESS,983332,BROOKLYN,48 STREET,Illegal Parking,2025-12-12T20:22:27.000,18180,07 BROOKLYN,-74.002793-MOBILE
40.608589,Street/Sidewalk,BROOKLYN,ADDRESS,988792,BROOKLYN,WEST 10 STREET,Illegal Parking,2025-12-18T13:30:07.000,16867,11 BROOKLYN,-73.983361-MOBILE
40.723345,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-16T16:39:51.000,14508,08 QUEENS,-73.799873-ONLINE
40.729931,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1036658,QUEENS,PARSONS BOULEVARD,Illegal Parking,2025-12-15T09:23:13.000,14507,08 QUEENS,-73.810428-ONLINE
40.76823,Street/Sidewalk,ASTORIA,ADDRESS,1009533,QUEENS,ASTORIA BOULEVARD SOUTH,Illegal Parking,2025-12-20T00:32:38.000,16860,01 QUEENS,-73.908313-ONLINE
40.599026,Street/Sidewalk,BROOKLYN,ADDRESS,995007,BROOKLYN,CONEY ISLAND AVENUE,Illegal Parking,2025-12-23T21:34:42.000,18183,15 BROOKLYN,-73.961606-ONLINE
