source_relation,date_day,keyword_id,impressions,spend,currency,conversions,tap_installs,new_downloads,tap_new_downloads,redownloads,tap_redownloads,taps
"",2023-08-30,983951522,162,6.01,USD,6,6,6,6,0,0,19
"",2023-02-21,983951523,38,17.87,USD,0,0,0,0,0,0,1
"",2024-05-23,983951523,87,6.22,USD,1,1,1,1,0,0,3
"",2023-05-21,983951523,94,14.22,USD,1,1,1,1,0,0,2
"",2022-07-22,983951524,173,6.83,USD,4,4,4,4,0,0,21
"",2022-01-15,983951524,12,2.39,USD,1,1,1,1,0,0,1
"",2024-07-09,983951524,18,14.14,USD,0,0,0,0,0,0,2
"",2024-08-04,983951524,108,2.68,USD,5,5,5,5,0,0,14
"",2023-10-06,983951524,38,2.04,USD,2,2,2,2,0,0,4
"",2025-01-03,983951524,64,3.91,USD,0,0,0,0,0,0,1
"",2025-04-10,983951524,100,5.85,USD,4,4,4,4,0,0,12
"",2022-08-20,983951524,33,18.99,USD,1,1,1,1,0,0,2
"",2025-11-22,983951524,142,19.38,USD,1,1,1,1,0,0,3
"",2024-05-09,983951525,81,6.11,USD,4,4,4,4,0,0,12
"",2022-10-07,983951525,146,1.35,USD,2,2,2,2,0,0,11
"",2023-09-06,983951525,99,8.64,USD,3,3,3,3,0,0,6
"",2022-03-04,983951525,153,8.87,USD,1,1,1,1,0,0,5
"",2022-12-15,983951525,73,9.3,USD,3,3,3,3,0,0,7
"",2022-08-25,983951525,74,10.37,USD,1,1,1,1,0,0,3
"",2024-12-18,983951525,24,1.35,USD,0,0,0,0,0,0,3
"",2021-12-26,983951525,59,8.18,USD,0,0,0,0,0,0,3
"",2023-12-30,983951525,173,4.7,USD,1,1,1,1,0,0,3
"",2025-09-03,983951526,34,17.3,USD,0,0,0,0,0,0,2
"",2024-06-01,983951526,187,10.48,USD,4,4,4,4,0,0,14
"",2025-11-13,983951526,150,17.65,USD,1,1,1,1,0,0,3
"",2024-02-24,983951526,63,11.25,USD,1,1,1,1,0,0,6
"",2024-12-15,983951526,131,13.02,USD,9,9,9,9,0,0,18
"",2024-09-15,983951526,142,1.64,USD,10,10,10,10,0,0,21
"",2022-05-08,983951526,150,11.68,USD,6,6,6,6,0,0,12
"",2025-05-30,983951526,36,9.04,USD,1,1,1,1,0,0,1
"",2024-11-03,983951527,179,7.39,USD,3,3,3,3,0,0,16
"",2025-08-09,983951527,100,17.38,USD,4,4,4,4,0,0,10
"",2025-01-26,983951527,134,17.64,USD,1,1,1,1,0,0,9
"",2023-04-19,983951527,121,18.82,USD,3,3,3,3,0,0,16
"",2021-12-13,983951527,75,2.71,USD,0,0,0,0,0,0,2
"",2025-04-12,983951527,162,14.6,USD,5,5,5,5,0,0,10
"",2023-07-12,983951527,99,16.88,USD,2,2,2,2,0,0,4
"",2025-12-24,983951527,66,14.73,USD,0,0,0,0,0,0,3
"",2025-08-03,983951527,63,18.65,USD,1,1,1,1,0,0,4
"",2025-02-23,983951527,37,14.44,USD,1,1,1,1,0,0,1
"",2022-10-09,983951528,36,19.71,USD,0,0,0,0,0,0,1
"",2024-02-12,983951528,134,2.94,USD,1,1,1,1,0,0,2
"",2025-06-19,983951528,112,8.45,USD,4,4,4,4,0,0,14
"",2025-09-08,983951528,48,18.44,USD,2,2,2,2,0,0,6
"",2022-01-18,983951528,41,1.59,USD,1,1,1,1,0,0,1
"",2022-08-21,983951528,103,1.06,USD,4,4,4,4,0,0,15
"",2025-06-08,983951528,82,17.13,USD,1,1,1,1,0,0,8
"",2024-12-04,983951529,200,17.38,USD,4,4,4,4,0,0,11
"",2023-01-31,983951529,197,15.33,USD,5,5,5,5,0,0,21
"",2025-01-05,983951529,134,3.09,USD,1,1,1,1,0,0,1
"",2025-06-27,983951530,41,0.6,USD,2,2,2,2,0,0,5
"",2022-02-10,983951530,66,1.83,USD,4,4,4,4,0,0,9
"",2023-02-19,983951530,188,5.95,USD,1,1,1,1,0,0,9
"",2023-11-11,983951530,130,13.46,USD,4,4,4,4,0,0,16
"",2022-02-07,983951530,200,8.26,USD,2,2,2,2,0,0,21
"",2022-08-14,983951530,75,8.24,USD,3,3,3,3,0,0,7
"",2022-05-16,983951530,51,13.24,USD,0,0,0,0,0,0,7
"",2022-10-06,983951531,63,18.87,USD,1,1,1,1,0,0,7
"",2023-11-24,983951531,44,9.48,USD,1,1,1,1,0,0,4
"",2025-08-13,983951531,55,18.07,USD,3,3,3,3,0,0,8
"",2025-06-11,983951531,117,9.47,USD,3,3,3,3,0,0,13
"",2024-03-12,983951532,143,14.62,USD,0,0,0,0,0,0,6
"",2022-08-07,983951532,141,10.11,USD,3,3,3,3,0,0,14
"",2024-06-17,983951532,175,7.99,USD,2,2,2,2,0,0,4
"",2025-02-11,983951532,150,15.65,USD,0,0,0,0,0,0,1
"",2023-10-12,983951532,185,17.04,USD,7,7,7,7,0,0,14
"",2023-07-02,983951532,71,8.23,USD,2,2,2,2,0,0,7
"",2024-12-09,983951533,159,7.98,USD,1,1,1,1,0,0,3
"",2022-07-03,983951533,143,4.57,USD,3,3,3,3,0,0,7
"",2025-03-07,983951533,115,2.93,USD,0,0,0,0,0,0,14
"",2022-12-16,983951533,36,2.73,USD,1,1,1,1,0,0,3
"",2021-12-06,983951533,86,15.69,USD,0,0,0,0,0,0,1
"",2025-12-25,983951533,106,7.28,USD,4,4,4,4,0,0,14
"",2023-09-11,983951533,180,16.98,USD,2,2,2,2,0,0,15
"",2024-12-27,983951533,51,15.76,USD,2,2,2,2,0,0,5
"",2023-06-25,983951533,136,16.07,USD,8,8,8,8,0,0,20
"",2024-05-23,983951534,72,1.53,USD,0,0,0,0,0,0,7
"",2025-02-28,983951534,108,11.01,USD,0,0,0,0,0,0,5
"",2022-11-08,983951534,160,16.54,USD,1,1,1,1,0,0,8
"",2025-10-10,983951534,150,17.88,USD,2,2,2,2,0,0,4
"",2025-01-18,983951534,175,8.91,USD,0,0,0,0,0,0,6
"",2023-11-24,983951534,92,11.37,USD,1,1,1,1,0,0,3
"",2025-09-05,983951534,77,2.72,USD,1,1,1,1,0,0,6
"",2022-02-02,983951535,161,17.62,USD,6,6,6,6,0,0,20
"",2022-03-02,983951535,19,16.47,USD,1,1,1,1,0,0,2
"",2025-02-14,983951535,63,6.81,USD,2,2,2,2,0,0,5
"",2025-08-24,983951535,117,6.97,USD,0,0,0,0,0,0,5
"",2024-08-29,983951535,200,4.96,USD,0,0,0,0,0,0,4
"",2023-12-11,983951535,134,16.07,USD,2,2,2,2,0,0,15
"",2022-07-16,983951535,137,2.9,USD,3,3,3,3,0,0,12
"",2025-09-10,983951535,109,4.5,USD,3,3,3,3,0,0,11
"",2022-05-12,983951536,50,10,USD,0,0,0,0,0,0,1
"",2023-12-02,983951536,184,19.48,USD,2,2,2,2,0,0,5
"",2025-08-24,983951536,171,4.19,USD,8,8,8,8,0,0,16
"",2025-11-17,983951536,139,7.05,USD,0,0,0,0,0,0,17
"",2023-06-23,983951536,65,18.6,USD,0,0,0,0,0,0,5
"",2024-02-17,983951536,169,15.65,USD,3,3,3,3,0,0,9
"",2025-05-03,983951537,190,6.49,USD,2,2,2,2,0,0,20
"",2024-07-28,983951537,83,5.24,USD,0,0,0,0,0,0,7
"",2022-11-23,983951537,184,10.64,USD,2,2,2,2,0,0,18
"",2024-03-08,983951537,52,1.1,USD,2,2,2,2,0,0,5
"",2024-06-05,983951537,45,4.86,USD,0,0,0,0,0,0,4
"",2023-12-06,983951537,79,15.04,USD,1,1,1,1,0,0,1
"",2024-07-27,983951538,68,1.89,USD,0,0,0,0,0,0,1
"",2024-02-03,983951538,110,6.93,USD,1,1,1,1,0,0,13
"",2023-12-02,983951538,101,3.15,USD,1,1,1,1,0,0,8
"",2025-05-04,983951538,88,4.64,USD,3,3,3,3,0,0,8
"",2024-07-18,983951538,199,0.99,USD,7,7,7,7,0,0,27
"",2025-01-16,983951538,31,5.48,USD,0,0,0,0,0,0,3
"",2024-08-17,983951539,13,16.51,USD,1,1,1,1,0,0,1
"",2022-01-06,983951539,57,17.9,USD,1,1,1,1,0,0,2
"",2022-04-10,983951539,76,3.99,USD,0,0,0,0,0,0,5
"",2022-06-26,983951539,145,7.31,USD,6,6,6,6,0,0,13
"",2022-07-16,983951539,104,18.52,USD,0,0,0,0,0,0,3
"",2022-03-04,983951539,109,19.68,USD,1,1,1,1,0,0,2
"",2023-09-15,983951539,100,11.99,USD,2,2,2,2,0,0,12
"",2023-10-31,983951539,181,13.45,USD,5,5,5,5,0,0,11
"",2025-07-07,983951539,66,18.38,USD,0,0,0,0,0,0,2
"",2022-09-18,983951540,65,12.23,USD,0,0,0,0,0,0,5
"",2024-11-26,983951540,39,4.73,USD,1,1,1,1,0,0,4
"",2022-05-08,983951540,24,2.59,USD,0,0,0,0,0,0,3
"",2022-09-30,983951540,47,6.83,USD,2,2,2,2,0,0,7
"",2024-07-20,983951541,154,13.88,USD,3,3,3,3,0,0,8
"",2023-12-25,983951541,107,5.61,USD,0,0,0,0,0,0,9
"",2022-06-03,983951541,192,12.68,USD,4,4,4,4,0,0,13
"",2024-09-04,983951541,97,2.14,USD,0,0,0,0,0,0,7
"",2023-01-23,983951541,19,0.96,USD,0,0,0,0,0,0,2
"",2023-11-20,983951541,170,16.47,USD,5,5,5,5,0,0,18
"",2023-08-23,983951541,81,1.69,USD,6,6,6,6,0,0,12
"",2025-01-28,983951541,75,16.51,USD,0,0,0,0,0,0,3
"",2024-09-21,983951542,178,1.68,USD,1,1,1,1,0,0,22
"",2023-01-16,983951542,157,4.1,USD,5,5,5,5,0,0,12
"",2025-09-12,983951542,116,17.95,USD,2,2,2,2,0,0,5
"",2023-07-14,983951542,22,12.47,USD,0,0,0,0,0,0,2
"",2023-06-02,983951543,182,13.3,USD,0,0,0,0,0,0,5
"",2025-09-17,983951543,127,3.46,USD,3,3,3,3,0,0,8
"",2024-07-23,983951543,110,1.16,USD,1,1,1,1,0,0,1
"",2022-02-01,983951543,54,7.76,USD,0,0,0,0,0,0,7
"",2024-05-10,983951543,168,1.98,USD,1,1,1,1,0,0,3
"",2022-12-04,983951543,111,3.27,USD,3,3,3,3,0,0,16
"",2024-08-08,983951543,52,10.41,USD,1,1,1,1,0,0,5
"",2022-11-12,983951544,192,9.33,USD,2,2,2,2,0,0,6
"",2022-08-15,983951544,129,10.06,USD,3,3,3,3,0,0,12
"",2025-09-09,983951544,66,4.19,USD,2,2,2,2,0,0,7
"",2023-12-22,983951545,77,5.61,USD,1,1,1,1,0,0,5
"",2024-02-17,983951545,71,12.28,USD,4,4,4,4,0,0,8
"",2023-05-27,983951545,107,12.12,USD,1,1,1,1,0,0,3
"",2022-07-11,983951545,172,9.65,USD,0,0,0,0,0,0,8
"",2023-07-20,983951545,160,6.33,USD,7,7,7,7,0,0,19
"",2022-07-28,983951545,110,13.47,USD,8,8,8,8,0,0,16
"",2022-03-01,983951546,52,13.7,USD,3,3,3,3,0,0,6
"",2022-10-27,983951546,157,17.99,USD,1,1,1,1,0,0,4
"",2023-05-01,983951546,126,8.92,USD,6,6,6,6,0,0,16
"",2023-12-25,983951546,31,1.74,USD,0,0,0,0,0,0,2
"",2021-12-14,983951546,19,3.85,USD,0,0,0,0,0,0,1
"",2022-10-21,983951546,55,4.79,USD,2,2,2,2,0,0,8
"",2024-04-12,983951546,114,16.55,USD,5,5,5,5,0,0,17
"",2024-10-03,983951547,44,7.3,USD,1,1,1,1,0,0,4
"",2025-03-16,983951547,145,12.49,USD,0,0,0,0,0,0,2
"",2025-07-14,983951547,121,6.83,USD,0,0,0,0,0,0,4
"",2024-07-12,983951547,69,10.26,USD,2,2,2,2,0,0,4
"",2022-01-24,983951547,132,7.1,USD,7,7,7,7,0,0,14
"",2025-05-04,983951547,51,7.74,USD,2,2,2,2,0,0,4
"",2023-11-30,983951548,196,19.59,USD,5,5,5,5,0,0,21
"",2023-12-04,983951548,94,9.23,USD,4,4,4,4,0,0,11
"",2023-08-08,983951548,150,2.76,USD,3,3,3,3,0,0,11
"",2025-05-16,983951549,48,8.53,USD,2,2,2,2,0,0,7
"",2025-12-04,983951549,84,10.68,USD,0,0,0,0,0,0,2
"",2021-12-23,983951549,24,4.58,USD,1,1,1,1,0,0,1
"",2025-01-01,983951549,184,11.23,USD,10,10,10,10,0,0,26
"",2022-07-19,983951549,200,11.29,USD,2,2,2,2,0,0,23
"",2025-07-01,983951549,100,1.72,USD,4,4,4,4,0,0,8
"",2025-03-16,983951549,151,17.54,USD,4,4,4,4,0,0,10
"",2022-12-31,983951549,121,10.01,USD,1,1,1,1,0,0,16
"",2025-02-11,983951549,181,12,USD,2,2,2,2,0,0,26
"",2023-06-30,983951550,143,4.34,USD,3,3,3,3,0,0,16
"",2022-09-15,983951550,70,18.21,USD,1,1,1,1,0,0,9
"",2024-12-20,983951550,169,14.84,USD,3,3,3,3,0,0,14
"",2025-05-11,983951550,55,12.92,USD,2,2,2,2,0,0,5
"",2022-10-19,983951550,15,1.98,USD,1,1,1,1,0,0,2
"",2023-05-14,983951550,40,12.41,USD,2,2,2,2,0,0,6
"",2024-08-13,983951551,131,8.94,USD,8,8,8,8,0,0,16
"",2025-11-19,983951551,130,14.55,USD,2,2,2,2,0,0,15
"",2022-04-13,983951551,164,1.84,USD,2,2,2,2,0,0,13
"",2023-08-13,983951552,106,16.27,USD,2,2,2,2,0,0,7
"",2023-11-19,983951552,36,14.49,USD,2,2,2,2,0,0,5
"",2022-11-02,983951552,105,1.9,USD,3,3,3,3,0,0,12
"",2024-11-25,983951552,133,19.14,USD,0,0,0,0,0,0,2
"",2023-08-09,983951552,109,18.7,USD,4,4,4,4,0,0,12
"",2022-01-19,983951553,143,1.06,USD,1,1,1,1,0,0,11
"",2024-08-29,983951553,146,5.25,USD,9,9,9,9,0,0,19
"",2024-04-21,983951553,153,17.97,USD,2,2,2,2,0,0,13
"",2025-08-01,983951553,31,17.62,USD,0,0,0,0,0,0,4
"",2023-11-30,983951553,152,8.9,USD,2,2,2,2,0,0,5
"",2025-07-30,983951553,180,2.38,USD,2,2,2,2,0,0,12
"",2021-12-27,983951554,40,13.45,USD,0,0,0,0,0,0,3
"",2024-10-18,983951554,148,2.07,USD,0,0,0,0,0,0,3
"",2025-01-22,983951554,12,4.3,USD,1,1,1,1,0,0,1
"",2022-11-29,983951554,160,5.11,USD,2,2,2,2,0,0,15
"",2025-09-22,983951555,21,9.1,USD,0,0,0,0,0,0,3
"",2025-01-25,983951555,118,17.28,USD,3,3,3,3,0,0,9
"",2024-05-27,983951555,43,9.19,USD,2,2,2,2,0,0,5
"",2024-04-29,983951555,108,1.86,USD,7,7,7,7,0,0,14
"",2025-05-30,983951555,24,1.12,USD,0,0,0,0,0,0,2
"",2023-06-01,983951555,181,13.63,USD,0,0,0,0,0,0,11
"",2025-02-16,983951556,58,13.88,USD,2,2,2,2,0,0,5
"",2024-07-12,983951556,125,0.54,USD,1,1,1,1,0,0,3
"",2023-09-15,983951556,35,18.13,USD,0,0,0,0,0,0,4
"",2023-05-10,983951556,157,7.21,USD,2,2,2,2,0,0,13
"",2023-05-05,983951556,125,6.57,USD,6,6,6,6,0,0,12
"",2022-03-15,983951556,65,9.33,USD,0,0,0,0,0,0,7
"",2022-08-02,983951556,89,15.26,USD,2,2,2,2,0,0,9
"",2022-11-17,983951556,141,11.62,USD,8,8,8,8,0,0,17
"",2023-01-07,983951556,165,13.2,USD,7,7,7,7,0,0,22
"",2024-11-27,983951557,169,8.11,USD,3,3,3,3,0,0,13
"",2022-03-11,983951557,60,12.97,USD,3,3,3,3,0,0,7
"",2022-04-17,983951557,168,3.06,USD,8,8,8,8,0,0,19
"",2024-07-22,983951557,63,13.71,USD,2,2,2,2,0,0,6
"",2022-01-04,983951558,107,17.25,USD,0,0,0,0,0,0,1
"",2021-12-17,983951558,46,19.72,USD,1,1,1,1,0,0,3
"",2023-11-17,983951558,105,14.05,USD,7,7,7,7,0,0,15
"",2023-02-24,983951558,146,18.26,USD,5,5,5,5,0,0,13
"",2024-02-19,983951558,29,4.64,USD,0,0,0,0,0,0,1
"",2023-02-25,983951558,135,3.95,USD,1,1,1,1,0,0,17
"",2022-03-22,983951558,15,7.26,USD,1,1,1,1,0,0,2
"",2025-03-04,983951558,45,5.26,USD,0,0,0,0,0,0,3
"",2024-09-05,983951559,59,12.16,USD,0,0,0,0,0,0,1
"",2024-12-16,983951559,45,6.17,USD,0,0,0,0,0,0,2
"",2025-07-02,983951559,141,7.22,USD,5,5,5,5,0,0,15
"",2025-07-22,983951559,182,8.77,USD,0,0,0,0,0,0,22
"",2025-06-18,983951559,144,10.22,USD,5,5,5,5,0,0,16
"",2024-03-27,983951559,44,8.41,USD,0,0,0,0,0,0,3
"",2023-04-30,983951560,19,13.9,USD,0,0,0,0,0,0,1
"",2023-08-24,983951560,27,4.44,USD,0,0,0,0,0,0,2
"",2022-11-13,983951560,132,15.58,USD,1,1,1,1,0,0,7
"",2025-12-01,983951560,89,19.69,USD,0,0,0,0,0,0,6
"",2024-07-22,983951560,132,10.06,USD,2,2,2,2,0,0,9
"",2025-12-18,983951560,53,13.47,USD,0,0,0,0,0,0,4
"",2024-11-13,983951560,162,1.87,USD,0,0,0,0,0,0,2
"",2025-06-06,983951560,108,6.37,USD,3,3,3,3,0,0,6
"",2024-02-23,983951561,43,19.18,USD,0,0,0,0,0,0,2
"",2022-11-13,983951561,73,5.49,USD,2,2,2,2,0,0,10
"",2025-07-30,983951561,27,16.94,USD,0,0,0,0,0,0,2
"",2024-10-16,983951561,193,6.36,USD,8,8,8,8,0,0,16
"",2022-08-10,983951561,191,0.94,USD,3,3,3,3,0,0,9
"",2024-04-17,983951561,107,2.96,USD,0,0,0,0,0,0,2
"",2023-11-07,983951561,95,14.92,USD,2,2,2,2,0,0,10
"",2022-07-28,983951561,39,8.9,USD,1,1,1,1,0,0,1
"",2025-09-01,983951562,169,18.69,USD,5,5,5,5,0,0,21
"",2023-09-09,983951562,140,3.91,USD,3,3,3,3,0,0,6
"",2024-07-24,983951562,52,10.02,USD,1,1,1,1,0,0,1
"",2024-09-06,983951563,93,19.52,USD,4,4,4,4,0,0,8
"",2023-11-06,983951563,70,11.75,USD,2,2,2,2,0,0,5
"",2024-04-25,983951563,137,9.34,USD,5,5,5,5,0,0,13
"",2025-01-16,983951563,60,9.71,USD,2,2,2,2,0,0,6
"",2024-10-14,983951563,140,9.2,USD,5,5,5,5,0,0,12
"",2023-02-03,983951564,113,3.79,USD,1,1,1,1,0,0,5
"",2023-02-05,983951564,189,9.11,USD,3,3,3,3,0,0,23
"",2023-11-03,983951564,117,14.27,USD,8,8,8,8,0,0,16
"",2025-10-02,983951564,135,16,USD,5,5,5,5,0,0,12
"",2021-12-04,983951564,166,16.58,USD,0,0,0,0,0,0,5
"",2022-10-17,983951564,187,7.58,USD,4,4,4,4,0,0,17
"",2024-10-12,983951564,144,6.28,USD,2,2,2,2,0,0,6
"",2025-10-15,983951564,177,12.59,USD,0,0,0,0,0,0,2
"",2023-09-05,983951565,37,2.39,USD,1,1,1,1,0,0,1
"",2023-04-03,983951565,104,8.73,USD,3,3,3,3,0,0,12
"",2023-08-12,983951565,128,16.62,USD,6,6,6,6,0,0,17
"",2024-12-10,983951565,94,12.91,USD,1,1,1,1,0,0,11
"",2023-04-29,983951566,193,8.08,USD,6,6,6,6,0,0,16
"",2025-08-03,983951566,37,10.24,USD,0,0,0,0,0,0,2
"",2022-04-27,983951566,16,18.7,USD,1,1,1,1,0,0,1
"",2022-06-02,983951566,11,7.14,USD,1,1,1,1,0,0,1
"",2023-05-03,983951566,166,10.31,USD,0,0,0,0,0,0,10
"",2023-10-14,983951566,34,17.15,USD,0,0,0,0,0,0,4
"",2023-07-26,983951567,142,4.4,USD,3,3,3,3,0,0,12
"",2022-04-13,983951567,32,12.65,USD,0,0,0,0,0,0,4
"",2024-04-12,983951567,63,5.61,USD,0,0,0,0,0,0,2
"",2023-03-05,983951567,18,17.85,USD,1,1,1,1,0,0,1
"",2022-10-08,983951567,53,5.52,USD,0,0,0,0,0,0,7
"",2023-01-07,983951567,150,9.1,USD,2,2,2,2,0,0,9
"",2025-07-12,983951568,170,2.94,USD,2,2,2,2,0,0,24
"",2022-01-03,983951568,164,9.02,USD,3,3,3,3,0,0,6
"",2025-06-15,983951568,194,16.25,USD,6,6,6,6,0,0,13
"",2023-09-11,983951569,162,16.96,USD,3,3,3,3,0,0,8
"",2021-12-29,983951569,43,17.61,USD,0,0,0,0,0,0,3
"",2022-01-31,983951569,18,14.16,USD,0,0,0,0,0,0,2
"",2022-05-08,983951569,18,11,USD,1,1,1,1,0,0,1
"",2025-12-03,983951570,31,8.28,USD,0,0,0,0,0,0,3
"",2024-09-26,983951570,158,3.4,USD,5,5,5,5,0,0,21
"",2024-05-25,983951570,135,12.99,USD,0,0,0,0,0,0,7
"",2022-08-15,983951570,195,9.16,USD,10,10,10,10,0,0,23
"",2022-08-24,983951570,105,14.35,USD,1,1,1,1,0,0,15
"",2024-05-31,983951570,145,4.03,USD,0,0,0,0,0,0,6
"",2024-04-03,983951570,28,11.1,USD,1,1,1,1,0,0,3
"",2025-09-17,983951570,44,13.85,USD,1,1,1,1,0,0,2
"",2023-08-17,983951571,125,16.72,USD,2,2,2,2,0,0,8
"",2023-06-15,983951571,169,7.82,USD,0,0,0,0,0,0,8
"",2025-02-16,983951571,196,16.93,USD,0,0,0,0,0,0,13
"",2023-09-06,983951571,16,14,USD,1,1,1,1,0,0,1
"",2023-10-28,983951571,52,5.32,USD,0,0,0,0,0,0,1
"",2024-12-31,983951572,155,12.99,USD,1,1,1,1,0,0,20
"",2022-05-13,983951572,72,17.15,USD,0,0,0,0,0,0,6
"",2023-01-19,983951572,115,14.68,USD,0,0,0,0,0,0,10
"",2024-03-22,983951572,180,6.92,USD,4,4,4,4,0,0,20
"",2025-09-19,983951572,16,10.13,USD,1,1,1,1,0,0,2
"",2023-02-28,983951572,111,16.33,USD,1,1,1,1,0,0,3
"",2022-09-15,983951572,136,14.78,USD,3,3,3,3,0,0,15
"",2022-07-29,983951573,27,1.76,USD,2,2,2,2,0,0,4
"",2022-07-30,983951573,15,8.02,USD,0,0,0,0,0,0,1
"",2023-10-10,983951573,188,4.78,USD,1,1,1,1,0,0,19
"",2023-12-31,983951573,111,13.28,USD,3,3,3,3,0,0,14
"",2025-06-23,983951573,158,15.92,USD,6,6,6,6,0,0,13
"",2023-09-05,983951573,143,13.26,USD,1,1,1,1,0,0,6
"",2023-08-12,983951573,26,9.86,USD,1,1,1,1,0,0,1
"",2023-10-17,983951573,128,8.21,USD,1,1,1,1,0,0,3
"",2024-09-08,983951573,194,10.38,USD,1,1,1,1,0,0,10
"",2025-11-03,983951573,48,2.55,USD,1,1,1,1,0,0,5
"",2022-12-04,983951574,186,12.43,USD,0,0,0,0,0,0,2
"",2022-07-29,983951574,30,17.54,USD,2,2,2,2,0,0,4
"",2023-03-23,983951574,64,1.55,USD,1,1,1,1,0,0,9
"",2022-02-10,983951574,198,3.65,USD,1,1,1,1,0,0,23
"",2023-04-21,983951574,179,13.6,USD,6,6,6,6,0,0,13
"",2022-01-25,983951574,137,18.75,USD,1,1,1,1,0,0,8
"",2024-04-20,983951574,152,9.77,USD,5,5,5,5,0,0,10
"",2022-06-11,983951574,92,14.6,USD,0,0,0,0,0,0,3
"",2025-05-16,983951575,57,1.36,USD,1,1,1,1,0,0,3
"",2023-05-13,983951575,189,5.73,USD,2,2,2,2,0,0,19
"",2025-08-29,983951575,55,13.2,USD,2,2,2,2,0,0,5
"",2025-09-13,983951575,184,9.56,USD,7,7,7,7,0,0,16
"",2022-06-15,983951575,190,8.1,USD,6,6,6,6,0,0,14
"",2023-07-22,983951576,128,2.26,USD,1,1,1,1,0,0,8
"",2025-12-03,983951576,170,5.37,USD,5,5,5,5,0,0,14
"",2024-07-06,983951576,69,15.91,USD,0,0,0,0,0,0,7
"",2022-06-14,983951576,117,2.27,USD,3,3,3,3,0,0,13
"",2022-11-27,983951576,155,8.32,USD,4,4,4,4,0,0,23
"",2023-12-26,983951576,198,12.13,USD,2,2,2,2,0,0,10
"",2024-11-02,983951576,166,10.64,USD,1,1,1,1,0,0,8
"",2024-12-08,983951576,49,14.41,USD,1,1,1,1,0,0,5
"",2022-08-03,983951576,11,18.69,USD,0,0,0,0,0,0,1
"",2025-07-16,983951576,55,2.88,USD,0,0,0,0,0,0,2
"",2023-10-13,983951577,45,2.64,USD,2,2,2,2,0,0,5
"",2023-05-29,983951577,126,0.78,USD,5,5,5,5,0,0,10
"",2023-08-21,983951577,29,1.02,USD,2,2,2,2,0,0,4
"",2024-08-30,983951577,73,12.62,USD,1,1,1,1,0,0,1
"",2022-12-07,983951577,27,8.48,USD,0,0,0,0,0,0,3
"",2024-06-09,983951577,199,2.39,USD,4,4,4,4,0,0,14
"",2022-01-04,983951577,40,19.79,USD,0,0,0,0,0,0,1
"",2025-01-29,983951577,49,6.33,USD,0,0,0,0,0,0,5
"",2023-01-27,983951577,115,8.1,USD,2,2,2,2,0,0,14
"",2025-04-22,983951577,55,12.39,USD,4,4,4,4,0,0,8
"",2023-08-07,983951578,101,14.58,USD,2,2,2,2,0,0,13
"",2024-05-19,983951578,115,6.8,USD,4,4,4,4,0,0,14
"",2022-02-18,983951578,66,12,USD,4,4,4,4,0,0,9
"",2023-05-03,983951578,64,10.98,USD,2,2,2,2,0,0,8
"",2022-05-31,983951578,160,15.47,USD,1,1,1,1,0,0,13
"",2023-10-02,983951578,50,10.18,USD,1,1,1,1,0,0,4
