latitude,longitude,address,condominium_number,contact,nta,school_dist,bin,factory_floor_area,residential_and_non_residential_units,residential_units,sp_dist_1,structure_completed,number_structures,year_alter_2,allowable_building_to_floor_area,total_gross_area_structures,bbl,landmark
40.788341,-73.9482689,183 EAST 100 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1051797.0,0,35,35,,1910.0,1,,4.0,21670,1016280026,
40.800617,-73.9418086,1683 PARK AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),4.0,1000000.0,0,0,0,EHC,,0,,10.0,0,1017670002,
40.749789,-73.9662112,EAST 42 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,United Nations,,1000000.0,0,0,0,,,0,,10.0,0,1013540050,
40.777853,-73.9889586,MILLER HIGHWAY,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side-Lincoln Square,3.0,1000000.0,0,0,0,,,0,,10.0,0,1011710009,
40.739334,-73.9774716,327 EAST 26 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Murray Hill-Kips Bay,2.0,1020610.0,0,1,0,,1964.0,1,,6.5,336212,1009320017,
40.759505,-73.957626,FDR DRIVE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Lenox Hill-Roosevelt Island,2.0,1000000.0,0,0,0,,,1,,0.0,0,1014740060,
40.774414,-73.9914842,RIVERSIDE BOULEVARD,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side-Lincoln Square,3.0,,0,0,0,,,0,,10.0,0,1011710250,
40.813532,-73.9383509,2230 5 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Harlem (North),5.0,1076433.0,0,2,0,,1956.0,2,,6.5,100200,1017330017,
40.714302,-74.001569,474 PEARL STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Tribeca-Civic Center,2.0,1085748.0,0,1,0,,1921.0,1,,10.0,551025,1001600021,INDIVIDUAL AND INTERIOR LANDMARK
40.762757,-73.9622698,1190 2 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Lenox Hill-Roosevelt Island,2.0,1089510.0,0,0,0,,1984.0,3,,10.0,2250,1014370049,
40.715391,-73.9928179,75 CANAL STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chinatown-Two Bridges,2.0,1003898.0,0,1,0,,1966.0,1,,4.8,8715,1003000030,
40.802646,-73.9480881,144 LENOX AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Harlem (South),3.0,1051434.0,0,2,0,,1968.0,1,,6.5,107025,1016010001,
40.709322,-74.0071417,123 WILLIAM STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1079063.0,0,41,0,LM,1912.0,1,,10.0,493039,1000780004,
40.71874,-73.976014,525 EAST HOUSTON STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,1.0,1000000.0,0,0,0,,,0,,6.5,0,1003250011,
40.772107,-73.9454257,F D R DRIVE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Yorkville,2.0,1000000.0,0,0,0,,,0,,10.0,0,1015900060,
40.751443,-73.9730064,211 EAST 43 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Murray Hill-Kips Bay,2.0,1037556.0,0,1,0,MiD,1928.0,1,2014.0,15.0,177000,1013170007,
40.800984,-73.9386803,EAST 120 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),4.0,1000000.0,0,0,0,,,0,,0.0,0,1017690029,
40.781039,-73.9877629,131 RIVERSIDE BOULEVARD,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side-Lincoln Square,3.0,1000000.0,0,0,0,,,1,,0.0,0,1011710130,
40.722125,-73.9792415,EAST 4 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,0,0,,,0,,4.0,0,1003740060,
40.756556,-73.9874678,207 WEST 42 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown-Times Square,2.0,1024685.0,0,1,0,MiD,1903.0,1,2017.0,15.0,27738,1010140025,
40.70055,-74.0115875,10 SOUTH STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1000003.0,0,2,0,LM,1900.0,1,,10.0,157426,1000020002,INDIVIDUAL LANDMARK
40.767692,-73.9921372,770 11 AVENUE,2167,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Hell's Kitchen,2.0,1088726.0,0,914,864,CL,2009.0,1,,9.0,1082317,1010827501,
40.749374,-73.9951168,400 8 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown South-Flatiron-Union Square,2.0,1014306.0,0,1,0,,1924.0,1,,9.0,76637,1007790075,
40.702805,-74.0156309,10 BATTERY PARK,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,The Battery-Governors Island-Ellis Island-Liberty Island,2.0,1089252.0,0,4,0,,1951.0,9,,0.0,945425,1000030001,INDIVIDUAL LANDMARK
40.712034,-73.9932943,57 MONROE STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chinatown-Two Bridges,2.0,1079605.0,0,0,0,,1936.0,1,,6.5,33831,1002740006,
40.731408,-73.9834673,340 EAST 14 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1006520.0,0,1,0,,1920.0,1,,4.0,6768,1004550028,
40.723609,-73.9924345,271 BOWERY,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,1.0,1000000.0,0,0,0,,,0,,6.0,0,1004270014,
40.795032,-73.9478557,1615 MADISON AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1051584.0,0,1,0,,1951.0,1,2005.0,6.5,116500,1016140021,
40.713514,-73.9981279,CHATHAM SQUARE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chinatown-Two Bridges,2.0,1000000.0,0,0,0,TA,,0,,4.8,0,1001170100,INDIVIDUAL LANDMARK
40.750284,-73.9698525,338 EAST 44 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Murray Hill-Kips Bay,2.0,1038670.0,0,44,29,U,1987.0,1,,10.0,246215,1013360031,
40.715881,-73.9818587,21 COLUMBIA STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,1.0,1000000.0,0,1,0,,2017.0,1,,0.0,758,1003310095,
40.717328,-73.9893292,350 GRAND STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,2.0,1005283.0,0,1,0,,1928.0,1,,6.5,315000,1004080030,
40.788291,-73.9481499,187 EAST 100 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1051798.0,0,17,17,,1910.0,1,,4.0,9165,1016280028,
40.770657,-73.9513694,1465 YORK AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Lenox Hill-Roosevelt Island,2.0,1045991.0,0,1,0,,1900.0,1,,10.0,10604,1014720028,
40.810754,-73.9421502,61 WEST 130 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Harlem (North),5.0,1000000.0,0,0,0,,,0,,6.5,0,1017280009,
40.71605,-73.9989467,70 MULBERRY STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chinatown-Two Bridges,2.0,1066494.0,0,7,0,,1900.0,1,,6.5,41358,1002000001,
40.809755,-73.9429059,52 WEST 129 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Harlem (North),5.0,1000000.0,0,0,0,,,0,,6.5,0,1017260064,
40.788508,-73.9478861,188 EAST 101 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1000000.0,0,0,0,,,1,,4.0,0,1016280044,
40.800678,-73.9417616,1685 PARK AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),4.0,1000000.0,0,0,0,EHC,,0,,10.0,0,1017670003,
40.724035,-73.9774371,EAST 8 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,0,0,,,0,,4.0,0,1003770020,
40.760836,-74.0030502,MARGINAL STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chelsea-Hudson Yards,2.0,1012262.0,0,1,0,,1930.0,1,,0.0,49500,1006650014,
40.790634,-73.9355697,F D R DRIVE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),,1000000.0,0,0,0,,,0,,6.5,0,1017030128,
40.794168,-73.9434791,172 EAST 110 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1052167.0,0,1,0,EHC,1899.0,1,,4.0,13705,1016370141,INDIVIDUAL LANDMARK
40.713162,-74.0082278,11 PARK PLACE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Tribeca-Civic Center,2.0,1001399.0,0,64,0,LM,1927.0,1,,10.0,205000,1001240004,
40.793763,-73.9406805,EAST 111 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),4.0,1000000.0,0,0,0,EHC,,0,,7.5,0,1016600029,
40.724371,-73.9856951,162 EAST 4 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1088212.0,0,0,0,,1920.0,1,,4.0,420,1004310020,
40.763945,-73.9835568,225 WEST 53 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown-Times Square,2.0,1024834.0,0,0,0,MiD,,1,,10.0,0,1010250011,
40.707151,-74.0032388,205 FRONT STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1001319.0,0,2,0,LM,1800.0,1,,6.5,4960,1000960008,
40.755856,-73.9875725,592 7 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown-Times Square,2.0,1000000.0,0,4,0,MiD,2000.0,1,,15.0,1100000,1010130029,
40.756478,-73.9651321,348 EAST 54 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Midtown-Turtle Bay,2.0,1039840.0,0,2,0,,1911.0,1,,4.0,20907,1013460032,INDIVIDUAL LANDMARK
40.759373,-73.9998195,495 11 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chelsea-Hudson Yards,2.0,1000000.0,0,0,0,HY,,0,,10.0,0,1006850038,
40.756858,-73.9726397,560 LEXINGTON AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Midtown-Turtle Bay,2.0,1036451.0,0,17,0,MiD,1980.0,1,,15.0,345743,1013050013,
40.787934,-73.9706046,69 WEST 88 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side (Central),3.0,1079511.0,0,169,169,,1983.0,1,,10.0,152765,1012020001,
40.753202,-73.9822673,476 5 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown-Times Square,2.0,1034194.0,0,3,0,MiD,1940.0,5,2015.0,15.0,284249,1012570001,INDIVIDUAL AND INTERIOR LANDMARK
40.717425,-73.9755779,DELANCEY STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,1.0,1000000.0,0,0,0,,,0,,6.5,0,1003230101,
40.808557,-73.9400425,EAST 129 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),5.0,1000000.0,0,0,0,,,0,,3.0,0,1017530168,
40.724649,-74.0050401,137 AVENUE OF THE AMER,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,SoHo-Little Italy-Hudson Square,2.0,1007378.0,0,2,0,HSQ,1905.0,1,,10.0,84619,1004910016,
40.785929,-73.9518278,112 EAST 96 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Carnegie Hill,2.0,1048501.0,0,1,0,,1930.0,1,,10.0,11355,1015240064,
40.719138,-73.9734128,GRAND STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,1.0,1000000.0,0,1,0,,1910.0,4,,0.0,31980,1003160200,
40.800787,-73.9413425,110 EAST 119 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),4.0,1000000.0,0,0,0,,,0,,3.0,0,1017670067,
40.727273,-74.0035141,201 AVENUE OF THE AMER,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,SoHo-Little Italy-Hudson Square,2.0,1000000.0,0,0,0,,,0,,6.5,0,1005190049,
40.795582,-73.9749245,238 RIVERSIDE DRIVE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side (Central),3.0,1000000.0,0,0,0,,,0,,10.0,0,1012530093,
40.717147,-74.0136827,201 WARREN STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1085568.0,0,1,0,BPC,1997.0,1,,0.0,105177,1000160220,
40.784922,-73.9397893,F D R DRIVE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),,1000000.0,0,0,0,,,0,,6.5,0,1016940051,
40.755942,-73.9555672,22 NORTH LOOP ROAD,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Lenox Hill-Roosevelt Island,2.0,1090301.0,0,197,0,SRI,2018.0,1,,6.5,142554,1013730160,
40.815393,-73.9373628,37 WEST 138 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Harlem (North),5.0,1053931.0,0,24,24,,1938.0,1,,6.5,14688,1017360023,
40.767001,-73.9928304,549 WEST 52 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Hell's Kitchen,2.0,1083290.0,0,5,0,CL,1930.0,2,,10.0,52600,1010810080,
40.71255,-73.9974785,2 HENRY STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chinatown-Two Bridges,2.0,1003375.0,0,1,0,,1900.0,1,2009.0,6.5,66860,1002790040,
40.747571,-74.0049877,512 WEST 23 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chelsea-Hudson Yards,2.0,1089631.0,0,0,0,WCh,,1,,7.5,0,1006940040,
40.714774,-74.0027955,PEARL STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Tribeca-Civic Center,2.0,1000000.0,0,0,0,,,0,,0.0,0,1001680001,
40.755519,-73.9868867,1459 BROADWAY,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown-Times Square,2.0,1086069.0,0,70,0,MiD,2002.0,1,,15.0,1079378,1009940001,
40.70857,-73.9947482,SOUTH STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chinatown-Two Bridges,2.0,1000000.0,0,0,0,,,0,,10.0,0,1002400006,
40.761393,-73.992737,437 WEST 45 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Hell's Kitchen,2.0,1000000.0,0,0,0,,,1,,0.0,459,1010550011,
40.713851,-74.0048048,37 CHAMBERS STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Tribeca-Civic Center,2.0,1000000.0,0,0,0,,,0,,10.0,0,1001530022,
40.772765,-73.9446743,EAST 84 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Yorkville,,1000000.0,0,0,0,,,0,,10.0,0,1015900061,
40.736342,-73.9732941,24-50 FDR DRIVE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Murray Hill-Kips Bay,2.0,1022557.0,0,1,0,,1950.0,1,2008.0,6.5,201488,1009910059,
40.754322,-73.9624333,EAST 53 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Midtown-Turtle Bay,2.0,1000000.0,0,0,0,,,0,,10.0,0,1013640060,
40.789291,-73.9443789,222 EAST 104 STREET,2364,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1088906.0,0,91,89,,2013.0,1,,6.5,158521,1016527501,
40.740824,-73.9996751,228 WEST 17 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chelsea-Hudson Yards,2.0,1013819.0,0,15,15,,1930.0,1,,6.5,7790,1007660060,
40.747408,-73.9928289,319 7 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown South-Flatiron-Union Square,2.0,1015097.0,0,29,0,,1920.0,1,,10.0,410334,1008040001,
40.728961,-73.9917556,423 LAFAYETTE STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Greenwich Village,2.0,1000000.0,0,1,0,SNX,1853.0,1,2010.0,6.5,61420,1005440016,INDIVIDUAL LANDMARK
40.788022,-73.937273,F D R DRIVE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),,1000000.0,0,0,0,,,0,,6.5,0,1016990064,
40.711491,-74.0036431,FRANKFORT STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1000000.0,0,0,0,LM,,0,,10.0,0,1001200009,INDIVIDUAL LANDMARK
40.801612,-73.9494253,68 WEST 116 STREET,0,greenthumbinfo@parks.nyc.gov (212) 602-5300,Harlem (South),3.0,1000000.0,0,0,0,,,0,,5.0,0,1015990069,
40.78312,-73.9847725,WEST 72 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side (Central),3.0,1031133.0,0,1,0,,1974.0,1,,0.0,433,1011870001,
40.760726,-73.9965851,530 WEST 43 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Hell's Kitchen,2.0,1070109.0,0,1,0,CL,1988.0,1,,10.0,9095,1010710049,
40.792551,-73.9422816,2095 2 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1052433.0,0,2,0,TA,1958.0,1,,6.5,170000,1016560100,
40.785151,-73.9422337,410 EAST 100 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1000000.0,0,3,0,,1925.0,1,2005.0,6.5,115365,1016930001,
40.762937,-73.9692909,505 PARK AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Carnegie Hill,2.0,1000000.0,0,44,0,MiD,1949.0,1,2019.0,15.0,220510,1013940001,
40.722302,-74.0050399,THOMPSON STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,SoHo-Little Italy-Hudson Square,2.0,1000000.0,0,0,0,,,0,,0.0,0,1002270033,
40.708403,-73.9983588,SOUTH STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chinatown-Two Bridges,2.0,1000000.0,0,0,0,,,0,,10.0,0,1002400030,
40.800554,-73.9418555,1681 PARK AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),4.0,1000000.0,0,0,0,EHC,,0,,10.0,0,1017670001,
40.729383,-73.9830242,404 EAST 12 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,0,0,,,0,,4.0,0,1004390010,
40.786049,-73.9743394,501 AMSTERDAM AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side (Central),3.0,1032128.0,0,1,0,,1965.0,1,,4.0,254343,1012150001,
40.765132,-74.0006606,WEST 46 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Hell's Kitchen,2.0,1089013.0,0,0,0,,,3,,0.0,0,1011070030,
40.759914,-73.9911634,630 9 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Hell's Kitchen,2.0,1024982.0,0,139,0,CL,1929.0,1,,6.5,236280,1010350001,INTERIOR LANDMARK
40.71967,-73.9909631,154 ELDRIDGE STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,1.0,1000000.0,0,0,0,,,0,,6.5,0,1004150001,
40.791639,-73.9459082,167 EAST 105 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1000000.0,0,0,0,,,0,,0.0,330,1016330028,
40.786991,-73.9391374,FDR DRIVE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (South),4.0,1000000.0,0,0,0,,,0,,0.0,0,1016960100,
40.722227,-73.9794724,EAST 4 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,0,0,,,0,,4.0,0,1003740064,
40.735823,-73.9903764,69 EAST 17 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown South-Flatiron-Union Square,2.0,1089484.0,0,2,0,,1800.0,3,,0.0,3375,1008450002,
40.707124,-74.0020233,109 SOUTH STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Financial District-Battery Park City,2.0,1001328.0,0,2,0,LM,1819.0,1,,6.5,4772,1000970007,
40.719093,-73.9864395,107 SUFFOLK STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,1.0,1004301.0,0,2,0,,1900.0,1,2013.0,4.0,90300,1003530054,
40.722822,-73.980872,EAST 4 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,0,0,,,0,,4.0,0,1003870046,
40.722452,-73.9792776,EAST 5 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,0,0,,,0,,4.0,0,1003740013,
40.733829,-73.9844338,297 2 AVENUE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Gramercy,2.0,1019532.0,0,1,0,,1936.0,1,,0.0,600,1008970040,
40.748188,-73.9907716,128 WEST 31 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Midtown South-Flatiron-Union Square,2.0,1015171.0,0,47,0,,1925.0,1,,10.0,384655,1008060058,
40.815615,-73.9378937,53 WEST 138 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Harlem (North),5.0,1000000.0,0,1,0,,1940.0,1,,0.0,828,1017360015,
40.766718,-73.9503976,FDR DRIVE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Lenox Hill-Roosevelt Island,2.0,1000000.0,0,0,0,,,0,,0.0,0,1014850060,
40.774345,-73.9896415,WEST 63 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side-Lincoln Square,3.0,1000000.0,0,0,0,,,0,,10.0,0,1011710073,
40.730888,-73.9976041,3 WASHINGTON SQUARE N,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Greenwich Village,2.0,1000000.0,0,1,0,,2013.0,2,,0.0,3173,1005490001,
40.801928,-73.9443792,5 EAST 118 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Harlem (North),5.0,1076434.0,0,175,175,,1988.0,1,,6.5,65510,1017450005,
40.727001,-73.9907962,59 EAST 4 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,East Village,1.0,1000000.0,0,1,0,,1920.0,1,,4.0,32000,1004600056,
40.74761,-73.9680168,EAST 42 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Murray Hill-Kips Bay,2.0,1000000.0,0,0,0,,,0,,10.0,0,1013530050,
40.809341,-73.9426607,53 WEST 128 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Harlem (North),5.0,1000000.0,0,0,0,,,0,,6.5,0,1017260014,
40.71583,-73.9891456,28 ESSEX STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Lower East Side,2.0,1088265.0,0,1,0,,1910.0,1,,6.5,1849,1003110006,
40.744527,-73.9959436,209 WEST 23 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chelsea-Hudson Yards,2.0,1014150.0,0,1,0,,1906.0,1,,9.0,10230,1007730038,INDIVIDUAL LANDMARK
40.753993,-73.9948241,357 WEST 35 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Chelsea-Hudson Yards,2.0,1013564.0,0,2,0,GC,1968.0,1,,10.0,40107,1007590008,
40.769481,-73.9481212,FDR DRIVE,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Lenox Hill-Roosevelt Island,2.0,1000000.0,0,0,0,,,0,,4.0,0,1014880060,
40.777946,-73.9472877,413 EAST 88 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper East Side-Yorkville,2.0,1050618.0,0,1,0,,1920.0,1,,4.0,56145,1015680008,
40.772605,-73.988342,227 WEST 61 STREET,0,Kyle Daniels (212)386-0486 kdaniels@dcas.nyc.gov,Upper West Side-Lincoln Square,3.0,1030328.0,0,1,0,,1927.0,1,,6.5,75325,1011540108,
