source_relation,date_day,_fivetran_id,campaign_id,ad_group_id,ad_group_name,bid_amount,bid_currency,keyword_text,keyword_display_status,keyword_id,spend,currency,match_type,search_term_source,search_term_text,impressions,taps,conversions,tap_installs,new_downloads,tap_new_downloads,redownloads,tap_redownloads
"",2021-12-11,7hYtachG9DTR1orzO+uqlYJwmZU=,973923054,976005125,Kitty Cat Tap,1.5,USD,games for cats,RUNNING,976093312,0.56,USD,BROAD,TARGETED,,13,1,0,0,0,0,0,0
"",2021-12-14,7hYtachG9DTR1orzO+uqlYJwmZU=,973923054,976005125,Kitty Cat Tap,1.5,USD,games for cats,RUNNING,976093312,0.05,USD,BROAD,TARGETED,,29,1,0,0,0,0,0,0
"",2021-12-16,9Ygr7n3dcIi3rLgcUARBl3GN9M4=,973923054,976005125,Kitty Cat Tap,1.5,USD,games for cats,CAMPAIGN_ON_HOLD,976093312,1.43,USD,BROAD,TARGETED,,31,1,0,0,0,0,0,0
"",2021-12-17,9Ygr7n3dcIi3rLgcUARBl3GN9M4=,973923054,976005125,Kitty Cat Tap,1.5,USD,games for cats,CAMPAIGN_ON_HOLD,976093312,0.13,USD,BROAD,TARGETED,,8,1,0,0,0,0,0,0
"",2021-12-20,9Ygr7n3dcIi3rLgcUARBl3GN9M4=,973923054,976005125,Kitty Cat Tap,1.5,USD,games for cats,CAMPAIGN_ON_HOLD,976093312,0.13,USD,BROAD,TARGETED,,10,1,0,0,0,0,0,0
"",2021-12-10,Czrvtw6iS9G49HvFmifRVy0/yBk=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,2.04,USD,AUTO,AUTO,c,27,2,0,0,0,0,0,0
"",2021-12-11,OCswZY16Cnh4lyEOX6CNioJssZ0=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,2.62,USD,AUTO,AUTO,,150,2,0,0,0,0,0,0
"",2021-12-13,GKzywilQJRicfMKH+1y8LNdsQx4=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,2.24,USD,AUTO,AUTO,cat games,14,2,0,0,0,0,0,0
"",2021-12-13,OCswZY16Cnh4lyEOX6CNioJssZ0=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,0.96,USD,AUTO,AUTO,,136,2,1,1,1,1,0,0
"",2021-12-14,3ZrTkyBusy79ZfMJXaH015gkqDQ=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,0.68,USD,AUTO,AUTO,games for cats,13,2,0,0,0,0,0,0
"",2021-12-16,OCswZY16Cnh4lyEOX6CNioJssZ0=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,2.19,USD,AUTO,AUTO,,94,2,1,1,1,1,0,0
"",2021-12-09,f3Hhx4W1k7E/ADju5D12MQ9LeuY=,973923054,976005125,Kitty Cat Tap,1.5,USD,tap tap,RUNNING,976093310,0.78,USD,BROAD,TARGETED,,115,2,0,0,0,0,0,0
"",2021-12-10,f3Hhx4W1k7E/ADju5D12MQ9LeuY=,973923054,976005125,Kitty Cat Tap,1.5,USD,tap tap,RUNNING,976093310,1.7,USD,BROAD,TARGETED,,86,2,1,1,1,1,0,0
"",2021-12-10,7hYtachG9DTR1orzO+uqlYJwmZU=,973923054,976005125,Kitty Cat Tap,1.5,USD,games for cats,RUNNING,976093312,0.86,USD,BROAD,TARGETED,,139,2,2,2,2,2,0,0
"",2021-12-15,9Ygr7n3dcIi3rLgcUARBl3GN9M4=,973923054,976005125,Kitty Cat Tap,1.5,USD,games for cats,CAMPAIGN_ON_HOLD,976093312,0.66,USD,BROAD,TARGETED,,57,2,0,0,0,0,0,0
"",2021-12-10,GKzywilQJRicfMKH+1y8LNdsQx4=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,3.87,USD,AUTO,AUTO,cat games,79,3,1,1,1,1,0,0
"",2021-12-17,OCswZY16Cnh4lyEOX6CNioJssZ0=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,3.47,USD,AUTO,AUTO,,55,3,0,0,0,0,0,0
"",2021-12-19,OCswZY16Cnh4lyEOX6CNioJssZ0=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,3.97,USD,AUTO,AUTO,,176,3,1,1,1,1,0,0
"",2021-12-15,YSEH3Vvu+Kay82+DQu5Qv48vBP8=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitten,CAMPAIGN_ON_HOLD,976093304,0.84,USD,BROAD,TARGETED,,33,3,2,2,2,2,0,0
"",2021-12-10,LE7CJNtX3z/ZVceafBLGXzsN7p4=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,RUNNING,976093308,2.4,USD,BROAD,TARGETED,,125,3,1,1,1,1,0,0
"",2021-12-12,OCswZY16Cnh4lyEOX6CNioJssZ0=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,3.14,USD,AUTO,AUTO,,122,4,1,1,1,1,0,0
"",2021-12-18,OCswZY16Cnh4lyEOX6CNioJssZ0=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,4.37,USD,AUTO,AUTO,,140,4,0,0,0,0,0,0
"",2021-12-09,LE7CJNtX3z/ZVceafBLGXzsN7p4=,973923054,976005125,Kitty Cat Tap,1.5,USD,cat,RUNNING,976093308,2.47,USD,BROAD,TARGETED,,107,4,0,0,0,0,0,0
"",2021-12-09,7hYtachG9DTR1orzO+uqlYJwmZU=,973923054,976005125,Kitty Cat Tap,1.5,USD,games for cats,RUNNING,976093312,4.24,USD,BROAD,TARGETED,,188,4,0,0,0,0,0,0
"",2021-12-18,9Ygr7n3dcIi3rLgcUARBl3GN9M4=,973923054,976005125,Kitty Cat Tap,1.5,USD,games for cats,CAMPAIGN_ON_HOLD,976093312,0.5,USD,BROAD,TARGETED,,49,4,2,2,2,2,0,0
"",2021-12-09,2y+WyCdDI+OwOFALpPnKRr3R9oQ=,973923054,976005125,Kitty Cat Tap,1.5,USD,kitten,RUNNING,976093304,3.03,USD,BROAD,TARGETED,,101,5,0,0,0,0,0,0
"",2021-12-19,9Ygr7n3dcIi3rLgcUARBl3GN9M4=,973923054,976005125,Kitty Cat Tap,1.5,USD,games for cats,CAMPAIGN_ON_HOLD,976093312,1.49,USD,BROAD,TARGETED,,56,5,3,3,3,3,0,0
"",2021-12-14,OCswZY16Cnh4lyEOX6CNioJssZ0=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,3.8,USD,AUTO,AUTO,,205,6,2,2,2,2,0,0
"",2021-12-10,OCswZY16Cnh4lyEOX6CNioJssZ0=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,12.07,USD,AUTO,AUTO,,749,11,1,1,1,1,0,0
"",2021-12-09,OCswZY16Cnh4lyEOX6CNioJssZ0=,973923054,976005125,Kitty Cat Tap,1.5,USD,,,,14.56,USD,AUTO,AUTO,,899,16,1,1,1,1,0,0
