phone,latitude,community_council,published,brooklyn,anti_discrimination_human_rights,bronx,faith_based_organization,address2,professional_association,nonprofit,other_government_organization,city,:@computed_region_efsh_h5xi,description
7184605600.0,40.758676,20.0,Published,N,N,N,N,,N,Y,N,Flushing,14190.0,"Services includes assistance in applying for Medicaid and WIC programs;free naturalization clinic; free Korean library; cultural workshops; Korean history classes; traditional percussion and dancing by the cultural troupe Binari.  Educational newsletter explores immigrants' rights and women's rights issues, cultural issues, and information useful to the community."
2128614400.0,40.774993,5.0,Published,N,N,Y,N,,N,Y,N,New York,12425.0,Youth development and teen pregnancy prevention programs and family support programs.
2128395313.0,,,Published,Y,N,N,N,,Y,Y,N,Brooklyn,,
,40.688806,39.0,Published,Y,N,N,N,,N,Y,N,Brooklyn,16865.0,
,40.741828,26.0,Published,N,N,N,N,,N,Y,N,Woodside,14787.0,
7184427351.0,40.636179,49.0,Published,N,N,N,N,,N,Y,N,Staten Island,10370.0,"Multi-service organization, providing affordable housing, home-buyer and home-owner assistance with grants and loans, free energy conservation measures through our Weatherization program, financial literacy education and counseling, senior services, and economic development."
2125234728.0,40.804891,7.0,Published,Y,N,Y,N,,N,Y,N,New York,12422.0,"The Crime Victims Treatment Center provides trained volunteer rape crisis and domestic violence advocates to its two emergency departments 24 hrs per day/7 days per/week, providing crisis intervention, support, advocacy and information for victims of sexual and domestic violence. The Center coordinates and oversees a sexual assault forensic examiner program with trained medical providers who have expertise in medical examination and collection of forensic evidence. The Center's staff includes 12 social workers with expertise in trauma, alternative therapist, consulting psychiatrist, legal advocate and support staff. They provide individual, family and group treatment to victims of violence and other crimes, including victims of assault,families and friends of victims of homicide, victims of sexual violence,adult survivors of childhood sexual abuse,domestic and intimate partner violence, stalking, victims of trafficking, people seeking asylum from torture in their homeland, identity theft etc. Victims are male and female, children, adolescents and adults. CVTC staff offers educational and training workshops, seminars in trauma and recovery and group treatment models for victims of violence to the community and other professional and mental health providers, criminal justice personnel and social workers and counselors.All services are confidential and free of charge."
,,,Published,N,N,N,N,,N,Y,N,"New York, NY",,
2127253541.0,40.70932,1.0,Published,Y,N,Y,N,14th fl,N,Y,N,New York,13096.0,"LWVNYC Education Fund is the educational arm of the League of Women Voters - NYC. It runs courses, such as ""How to Run for Public Office"", issues publications such as ""What Makes New York City Run"" and ""They Represent You"", a directory of elected officials representing New York City; conducts candidates debates and forums on issues of public policy; maintains a Telephone Information Service and a website with  useful links to the National, State and Local governments, the Boards of Election and the National and State League of Women Voters. The League runs Voter Registration Drives and provides speakers."
7188056796.0,40.693811,32.0,Published,N,N,N,N,2nd Fl,N,Y,N,Woodhaven,24017.0,
7183356049.0,,,Published,N,N,N,N,,N,Y,N,Maspeth,,"Offering free and low-cost educational, recreational and cultural programs to the residents of Maspeth, Middle Village, Glendale, Woodside, Elmhurst and Ridgewood!"
212924016700.00%,40.74912,3.0,Published,N,N,N,N,,N,Y,N,New York,11722.0,"Holy Apostles Soup Kitchen has been a symbol of hope and compassion in the Chelsea section of Manhattan since 1982. Housed in the landmark Church of the Holy Apostles, the Soup Kitchen serves over 1,100 hot nutritious meals each and every weekday, including holidays. Anyone who comes to our door is welcome  – without question or qualification. Since the Soup Kitchen first began in October 1982, it has served over 6 million meals."
2129946060.0,40.853427,10.0,Published,N,N,N,N,Ground Floor,N,Y,N,New York,13098.0,"The Dominican Women's Development Center is a not-for-profit organization created to contribute to the empowerment of Dominican/Latina, other women and our families who reside in Washington Heights/Inwood and other New York City communities. Our mission is to aid in the growth and development of our self esteem by affirming our identity and solidarity through multicultural and holistic social services, and educational, economic and cultural development programs. The Center is committed to the organizing of women to actively participate in the elimination of gender inequality and the promotion of social justice!"
516318131300.00%,,,Published,N,Y,N,N,PO BOX 390,N,Y,N,New York,,"Equity for women and girls through advocacy, education and research."
7185205021.0,,,Published,N,N,N,N,,N,Y,N,Forest Hills,,
2127770486.0,,,Published,N,N,N,N,,N,Y,N,New York,,
9176373600.0,40.70438,1.0,Published,N,Y,N,N,,N,Y,N,New York,11726.0,The Center for Reproductive Rights is a nonprofit legal advocacy organization dedicated to promoting and defending women's reproductive rights worldwide.
2123347940.0,40.718702,1.0,Published,Y,N,Y,N,,N,Y,N,New York,12076.0,"APICHA's mission is to combat HIV/AIDS stigma and related discrimination, to prevent the spread of the HIV/AIDS pandemic in the Asian and Pacific Islander (A&PI) communities, and to provide care and treatment for A&PIs living with HIV/AIDS and their families."
7184334724.0,40.760503,26.0,Published,N,N,N,N,,N,Y,N,Long Island City,16863.0,"Hour Children is committed to the compassionate and loving care of children of incarcerated women. Our outreach includes support and empowerment for mothers upon reunification with their families. All persons are encouraged to live and interact with dignity and respect. 

The name of the organization was chosen by our dear friend, Jean Roulet, because the children's lives are dictated by the ""hour"" of the mother's arrest, the ""hour"" of the visit and the ""hour"" of her return."
7186586660.0,,,Published,N,N,N,N,,N,Y,N,Jamaica,,"The mission of Allen AME Neighborhood Preservation & Development Corp. is to improve the quality of human life, individually and collectively, by promoting housing and commercial development, rehabilitation and revitalization in the following ways: 
â€¢  Participation in new construction projects which will be of benefit to the entire community. 
â€¢  Development of repair incentive grant programs for homeowners. 
â€¢  Form linkages with, and provide technical assistance to other organizations and government agencies to develop and implement programs in the housing arena. 
â€¢  Development and/or rehabilitation of commercial and community facilities to bring in needed ancillary services and goods.  â€¢  Provision of counseling services to avert foreclosure. 
â€¢  Promotion and oversight of low-cost home repairs/improvements. 

â€¢  Rehabilitation of existing housing and promotion for sale as affordable housing. 
â€¢  Rehabilitation and development of vacant housing units. The corporation provides direct home improvement service and has sponsored many units of affordable housing."
,40.857026,13.0,Published,N,N,Y,N,TITLE V program for 55 & over,N,Y,N,Bronx,11270.0,"Our Title V program is to assist seniors 55 and older to
train then, and place them in
part time meaningful employment in the Private sector"
7182602900.0,40.697243,33.0,Published,Y,N,N,N,,N,Y,N,BROOKLYN,16865.0,SUBSTANCE ABUSE TREATMENT PROGRAM
,,,Published,N,N,N,N,,N,Y,N,New York,,
7182256750.0,40.761577,23.0,Published,N,N,N,N,,N,Y,N,Little Neck,14197.0,
2124539500.0,,,Published,N,N,N,N,,N,Y,N,New York,,"Programs include: extended services program, home attendant vendor program, home attendant training program, home energy assistance program, Kosher meals on whells program, project Machson, emergency cash assistance, homelss roject, crisis intervention services, emergency food program, BRIA Employment Placement Program, Family Violence Intervention Project, Camp Scholarships, Housing and Community Development"
7188766068.0,40.642891,49.0,Published,N,N,N,N,,N,Y,N,Staten Island,10369.0,"he New York Center for Interpersonal Development promotes the improvement of human relationships and the strengthening of communities as fundamental to achieving a civil society. We provide youth, community, and professional development programs, and disp"
7182630740.0,40.729354,29.0,Published,N,N,N,N,,N,Y,N,Forest Hill,14786.0,"Forestdaleâ€™s mission is â€œto protect, nurture and strengthen families with children by supporting every member in meeting lifeâ€™s challenges.â€ We believe that foster care should be a brief, rare intervention for times when a family crisis threatens child safetyâ€”rather than a default reaction to signs of struggle and poverty.

We envision a time when parents and children will be supported through life crises by an array of spiritual, civic, medical and governmental institutions in their community."
2128078400.0,40.751861,3.0,Published,N,Y,N,N,16th Floor,N,Y,N,New York,11722.0,Amnesty International is a worldwide movement of people who campaign for internationally recognized human rights to be respected and protected for everyone.
2124637787.0,,,Published,N,N,N,N,,N,Y,N,New York,,The New York City Chapter of the National MS Society is committed to helping the thousands of New Yorkers impacted by MS continue moving their lives forward. The chapter raises funds locally to support the Society’s critical research initiatives and to pr
7186316611.0,40.75349,23.0,Published,N,N,N,N,,N,Y,N,Bayside,14506.0,"Free legal advice regarding immigration issues which include citizenship application and information, application for permanent residency, appeals to immigration, employment-based visa, Infopass immigration appointments, inquiry of case status, political asylum, US passport filing, change of status, advice on most other immigration issues, update immigration documents and diversity lottery.  All counseling is confidential."
7184665799.0,40.844905,14.0,Published,N,N,Y,N,,N,Y,N,Bronx,10930.0,"Rocking the Boat uses traditional wooden boatbuilding and on-water education to help young people develop into empowered and responsible adults. Through these mediums, Rocking the Boat enables South Bronx students to deal with everyday realities that are often not addressed at home or in school. Five levels of community and youth development programs operate during the fall and spring academic semesters and over the summer. Together, the programs directly serve over 2,000 students and community members drawn from a range of New York City public middle schools, high schools and neighborhoods, the majority being in the South Bronx. Kids don't just build boats at Rocking the Boat, boats build kids."
2129968413.0,40.800187,9.0,Published,N,N,N,N,,N,Y,N,New York,12426.0,"The organization provides professional and rigorous training for young dancers in all dance forms, artistic development for professional dancers, and youth-focused outreach and education initiatives. "
7185852600.0,40.815959,17.0,Published,N,N,Y,N,,N,Y,N,Bronx,10933.0,
9173686100.0,40.752435,4.0,Published,N,N,N,N,,N,Y,N,New York,12079.0,To help women achieve economic self sufficency through entreprenuership. AWED achieves this through training and counseling programs that meet women's needs at all levels of business development from start-up through growth and expansion.
2125995627.0,40.752355,4.0,Published,N,N,N,N,16th Floor,N,Y,N,New York,12079.0,"An innovative private employment company
A resource for companies seeking motivated, qualified candidates for entry-level positions. A nationally recognized business with an 25-year-track record with offices in New York City, Albany, Oakland, Baltimore & Newark."
7188479233.0,,,Published,N,N,N,N,,N,Y,N,Richmond Hill,,"Outreach Project has been providing drug and alcohol services in the New York Metropolitan Area since 1980. Outreach's mission is: ""To empower individuals, families and communities to make choices which will enable them to experience a responsible life fr"
2122673318.0,40.716696,1.0,Published,N,N,N,N,Suite 806,N,Y,N,New York,12076.0,"The goal of the MPMA-NY Chapter is to preserve the memories, values and foundations of those who have past before us. In doing so we have hosted programs, provided education, sponsored youth programs such as the Harlem Youth Marines, and many other community based programs. The chapter has a long-standing commitment, of reaching out toward interacting and educating all that are interested in the continuing legacy of Marine Corps traditions past and present."
2.1224242010E+9,40.736351,3.0,Published,N,N,N,N,,N,Y,N,New York,12077.0,
2123601100.0,40.801647,8.0,Published,N,Y,N,N,3rd Floor,Y,Y,N,New York,13093.0,"STRIVEâ€™s mission is to help men and women achieve financial independence, to assist others in adopting the STRIVE model, and to encourage effective employment policies and practices nationwide. A job provides a participant with much more than financial independence. It brings about fundamental and permanent changes including improvements in parenting, child development, housing, nutrition, health care and education (of parents and children). Moreover, these improvements greatly benefit the communities and regions where STRIVE graduates live by adding to consumer spending, increasing tax rolls and lowering public support. The accomplishment of these outcomes, pursued with the backing of funders having related objectives, will always be STRIVEâ€™s purpose."
2125147600.0,40.70438,1.0,Published,N,N,N,N,5th Floor,N,Y,N,New York,11726.0,"Founded in 1962, Catalyst is the leading nonprofit membership organization working globally with businesses and the professions to build inclusive workplaces and expand opportunities for women and business. With offices in the United States, Canada, and Europe, and more than 400 preeminent corporations as members, Catalyst is the trusted resource for research, information, and advice about women at work. Catalyst annually honors exemplary organizational initiatives that promote women’s advancement with the Catalyst Award."
2126270305.0,40.741214,3.0,Published,N,Y,N,N,Second Floor,N,Y,N,New York,12073.0,"Our mission is to win equality and justice for LGBT New Yorkers and our families. We recognize that while significant cultural, legal and governmental advances have led to greater equality for LGBT New Yorkers, we and our families remain highly vulnerable without the vast majority of rights and protections that most New Yorkers take for granted.

Through our education, organizing and advocacy programs, we work toward creating a broadly diverse alliance of LGBT people and our allies in government, communities of faith, labor, all sectors of the workforce and other social justice movements to achieve equality for LGBT New Yorkers and the broader goals of social, racial and economic justice."
2125492627.0,,,Published,N,Y,N,N,,N,Y,N,New York,,"The mission of the ACLU LGBT & AIDS Project is the creation of a society in which lesbian,
gay, bisexual and transgender people and people with HIV/AIDS enjoy the basic rights of
equality, privacy and personal autonomy, and freedom of expression and association. This
means an America where people can live openly without discrimination; where thereâ€™s
respect for our identities, relationships and families; and where thereâ€™s fair treatment in
employment, schools, housing, public places, health care and government programs."
2129666311.0,,,Published,Y,N,Y,N,,N,Y,N,New York,,"Evaluates all formal educational credentials from all countries.  Evaluation reports are accepted by US CIS, Dept.. of Labor, Dept.. of Defense, major state, federal and local agencies, as well as professional licensing boards and colleges and universities throughout the US."
2123059060.0,40.764149,5.0,Published,N,N,N,N,,N,Y,N,New York,10090.0,"Provides crisis information, short-term counseling, and advocacy for victims of sexual assault, domestic violence, and other violent crimes, including terrorism. 24 hour emergency room support for survivors of sexual assault and domestic violence with specially trained volunteers. Provides support groups and community education on sexual assault and domestic violence. All services free of charge. Spanish spoken."
7183105600.0,40.687759,33.0,Published,Y,N,N,N,,N,Y,N,Brooklyn,17619.0,"The Brooklyn Bureau of Community Service strives to empower its clients to achieve greater economic self-sufficiency and more rewarding participation in the community through programs that nurture and strengthen families, protect children, and enable individuals with disabilities to achieve their full potential.  Through these services and advocacy, the Brooklyn Bureau works to build stronger and healthier individuals, families and communities."
7184590914.0,40.713909,29.0,Published,N,N,N,N,,N,Y,N,Forest Hills,14786.0,
6462263259.0,40.726755,2.0,Published,N,N,N,N,,N,Y,N,New York,11724.0,"We train volunteers to refer low-income people to government benefits for which they are eligible.  We work in the places low-income people congregate - food pantries, Unemployment Insurance offices, supported housing developments."
2124373500.0,40.708356,1.0,Published,Y,N,Y,N,,N,Y,N,New York,11727.0,"Edwin Gould Services for Children and Families is a nonprofit organization recognized for providing child welfare, domestic violence and social services to thousands of ""at risk"" children, adolescents and families in New York City."
7183895100.0,40.751329,26.0,Published,N,N,N,N,,N,Y,N,Long Island City,16858.0,"Case Management, Advocacy, Prevention & Education"
2123431735.0,40.723843,1.0,Published,N,N,N,N,,Y,Y,N,New York,12075.0,"ArtTable, Inc. is a national membership organization for women leaders in the visual arts. Founded in 1980, ArtTable, Inc. is the leadership organization for professional women in the visual arts. ArtTableï¿½s purpose is to increase the effectiveness and visibility"
7189983000.0,40.690776,33.0,Published,Y,N,N,N,,N,Y,N,Brooklyn,16865.0,"Since 1956, BCID is a consumer-based, non-profit agency providing services and advocacy toward independent living for individuals with disabilities."
7183888915.0,40.712105,34.0,Published,Y,Y,N,N,,N,Y,N,Brooklyn,17613.0,
2122642500.0,40.716015,1.0,Published,Y,N,Y,N,,N,N,Y,New York,10365.0,"Social Security Retirement, Disability and Survivors Insurance programs are federal insurance programs for workers administered by the Social Security Administration.  Enacted in 1935, the Social Security Act originally was a retirement program intended to provide financial support for elderly workers who coould no longer perform gainful labor.  In more than half a century since its enactment, coverage has been added for other groups of workers.  Social  Security also administers a needs based program called Supplemental Security Income(SSI) for those who do not have sufficient coverage to entitle them to Social Security benefits and who meet certain income and resource limits. 
Nearly 60 percent of the people receiving Social Security benefits are women.  In the 21st century, more women work, pay Social security taxes and earn credit toward their own monthly retirement income than in any other time in our nation's history. Women tend to care for many people including spouses, children and parents.  Women are more likely to earn less over their lifetimes than men.  Women are less often covered by private retirement plans and more dependent on Social Security- and for a longer period of time since, on average, women live about five years longer than men. When women work, they pay taxes into the Social Security system, providing their own benefits. Women who do not work are often covered through their husbands' work and can receive benefits based on their current husband or prior husband's work record when they retire, become disabled or die. Women should remember to contact Social Security to correct the information Social Security has for them, if they change their name through divorce or marriage
For information on benefits, entitlement, and eligibility go to www.socialsecurity.gov/women. The web site has a specific section devoted to women's issues. At age 65, most women will be eligible for Medicare Par A if they are eligible for benefits on their own record or on their husband's record.  Women will have the opportunity to buy Medicare medical insurance (Part B) for a monthly premium.  If they are not eligible for a benefit because they do not have enough credits, they can purchase Medicare coverage by paying a monthly premium.  For more information, go to  www.Medicare.gov or call the toll-free Medicare information number at 1-800-633-4227. For more Social Security information visit our web site at www.socialsecurity.gov.  If you do not have access to a computer, we have a toll free number at 1-800-772-1213 with representatives available from 7am to 7pm Monday through Friday.  Information is provided on a 24-hour basis by automated phone service. For the deaf or hard of hearing, you may call our TTY number, 1-800-325-0778."
2124109080.0,,,Published,N,N,Y,N,,N,Y,N,New York,,"Bilingual/Bicultural (English/Spanish) domentic violence agency, with residential and non-residential programs in Manhattan, Bronx and Queens."
7184825340.0,,,Published,N,N,N,N,,N,Y,N,Long Island City,,Job Training and Computer Literacy Program
2125711690.0,40.716092,1.0,Published,Y,N,N,N,,N,Y,N,New York,12076.0,"Our mission is to promote economic self-sufficiency by providing vocational training, employment services, educational programs, English as a Second Language and economic development programs to immigrants, refugees, and disadvantaged and low-income individuals in New York City. We offer job placement services, job training, job preparation and counseling, English as a Second Language, computer and bookeeping training, and small business training, counseling and classes."
7188962500.0,40.729234,29.0,Published,N,N,N,N,,N,Y,N,Rego Park,14785.0,"The mission of the AIDS Center of Queens County is to enhance the quality of life for individuals and their families infected, affected and at risk for HIV/AIDS and other related conditions. We do this by providing comprehensive services in a non-judgmental, safe and supportive environment"
2126289090.0,40.770141,4.0,Published,Y,N,Y,N,,N,Y,N,New York,12083.0,"Founded in 1980, the American-Italian Cancer Foundation (AICF) supports cancer research, education, and early detection, emphasizing the unique resources of Italy and the United States, recognizing world-class scientific excellence in medicine, and serving the medically underserved in New York City through cancer screening, outreach, and education.  

AICF has been involved in providing mobile mammography services for over 20 years.  The purpose of the Mobile Mammography Program is to provide no-cost or low-cost mammography services to underserved women in New York City through our mobile mammography vans and portable mammography equipment.  Underserved women typically face economic, cultural or linguistic barriers to health care.  By partnering with community-based organizations and institutions, AICF brings mammography services directly to women in their communities.  

To request our mobile vans or equipment, please call 212-628-9090."
2126786734.0,40.808523,9.0,Published,Y,N,Y,N,,N,Y,N,New York,12424.0,
7185907789.0,,,Published,N,N,Y,N,,N,Y,N,Bronx,,
6462168988.0,40.707671,1.0,Published,N,N,N,N,,N,Y,N,New York,13096.0,"Savvy Ladies is a non-profit organization dedicated to empowering women through financial education. 

The free monthly newsletters, seminars, webinars and events foster a sense of community and are designed to educate, amuse, and fulfill savvy women who want to take control of their financial future. 

SavvyLadies.org is a premier destination for women to learn about money, investing and personal growth. Savvy Ladies takes women through all facets of financial planning from starting a investment program to understanding the ins and outs of a workable budget!"
2125980950.0,,,Published,N,N,N,N,,N,Y,N,New York,,Conflict Resolution Program
7186243288.0,,,Published,Y,N,N,N,,N,Y,N,Brooklyn,,The Junior League of Brooklyn was established in 1910 by women interested in fighting the health and social problems associated with overcrowded tenement neighborhoods. Our vision is to be Brooklyn's premiere volunteer organization that affects enduring a
7184781605.0,40.748868,21.0,Published,N,N,N,N,,N,Y,N,Elmhurst,14784.0,Provides services primarily in the area of immigration.  Also offers citizenship and ESOL classes.
7183672435.0,,,Published,N,Y,Y,N,,N,Y,N,Bronx,,"NOW is the largest, most comprehensive feminist advocacy group in the United States. Our purpose is to take action to bring women into full participation in society — sharing equal rights, responsibilities and opportunities with men, while living free fro"
2126834950.0,,,Published,N,N,N,N,,N,Y,N,New York,,"The Associated Blind, Inc. (TAB), a not-for-profit corporation whose programs empower individuals who are blind or visually impaired to lead productive and independent lives by gaining employment and furthering their careers. TAB, which will be acquired by Lighthouse International through this transaction, delivers services through the use of adaptive technology and the programs and virtual community offered by eSight."
2129256635.0,40.729135,3.0,Published,Y,Y,Y,N,,N,Y,N,New York,12077.0,"Founded in 1970 as NOW Legal Defense and Education Fund, Legal Momentum is the nation's oldest legal advocacy organization dedicated to advancing the rights of women and girls. Legal Momentum is a leader in establishing litigation and public policy strategies to secure equality and justice for women. Its groundbreaking work on behalf of women and girls is currently focused on freedom from violence against women, equal work and equal pay, the health of women and girls, strong families, and strong communities. Its ambitious and wide-ranging legal program is known for its cutting-edge legal theories and as a source of expert assistance to other women?s rights attorneys and organizations.

Legal Momentum occupies a unique position as a multi-issue organization dedicated solely to women?s rights. Its strategic litigation, advocacy and public education programs use the power of law to open opportunities closed to women and to ensure that all women can build safe and secure lives for themselves."
7186438000.0,40.688806,39.0,Published,Y,N,Y,N,Brooklyn,N,Y,N,New York,16865.0,"A social services agency, providing services to immigrants from the Arab nations, Pakistan, Bangladesh, India and West Africa. We provide specialized services for victims of domestic violence to ensure the safety of children and the affected adult in the home. We also provide ESL/BENL classes, after school youth program, enrollment to health insurance coverage, immigrant services and many more."
,,,Published,N,N,N,N,,N,Y,N,Las Vegas,,
7188571393.0,40.680186,36.0,Published,Y,Y,Y,N,Suite 314,N,Y,N,Brooklyn,17618.0,"Girls for Gender Equity is committed to improving the physical, psychological, social and economic development of girls and women. Through education, organizing, and physical fitness, Girls for Gender Equity encourages communities to remove barriers and create opportunities for girls and women to live self-determined lives.


GGE envisions a society with optimal physical, economic, educational and social systems to foster the growth and fulfillment of all its members. To that end, we will provide programs that develop strengths, skills, and self-sufficiency in girls and women and help them make meaningful choices in their lives with minimum opposition and maximum community support. We will undertake organizing campaigns to achieve safety and equality in the social, political, educational, athletic, economic, health and media worlds of the smaller and larger communities in which girls and women live and work."
6463124786.0,,,Published,N,N,N,N,,N,Y,N,New York,,
2126840854.0,40.706186,1.0,Published,Y,N,Y,N,5th Floor,N,Y,N,New York,11726.0,"WIBO is a private non-profit organization established in 1966 with a mission to enable small business owners and budding entrepreneurs from under-served communities to obtain financial success in starting, operating, and building businesses that provide economic power, provide jobs, and improve communities. 

Its flagship program is a 16-week workshop, How to Build a Growing Profitable Business, designed to teach entrepreneurs the operational things needed to run a profitable business. Participants graduate with a comprehensive business plan. Other services include consulting services, free monthly business seminars, legal and accounting clinics, networking events, and much more."
2126399675.0,,,Published,Y,N,Y,N,,N,N,N,New York,,"DCA conducts all of its efforts with a single purpose: To ensure that consumers and businesses benefit from a fair and vibrant marketplaceï¿½ We do that by: MEDIATING and RESOLVING consumer complaints; LICENSING 55 categories of businesses and maintaining high standards of fairness and public accountability; ENFORCING the City's landmark Consumer Protection Law, and other related City and State laws; EDUCATING New Yorkers about their rights as consumers and responsibilities as businesses; LITIGATING against rule-breaking businesses. These combined efforts efficiently and effectively protect New York consumers."
7188824000.0,40.881486,11.0,Published,N,N,Y,N,,N,Y,N,Bronx,11605.0, 
7186518427.0,40.754876,21.0,Published,N,N,N,N,,N,Y,N,Corona,14510.0,
2129620729.0,40.71454,1.0,Published,N,N,N,N,,N,Y,N,New York,11723.0,"No parent or child is left behind in this innovative drop-in center designed to support expectant parents and parents of cildren of all ages experiencing the callanges of parenthood.
Services are free and include parenting skills workshops, early childhood development, health, wellness and stress management workshops,a resource library and referrals as needed."
3473293929.0,,,Published,N,N,Y,N,,N,N,N,Bronx,,"The Financial Empowerment Center in Melrose was created in partnership with the New York City Department of Consumer Affairsâ€™ Office of Financial Empowerment (OFE), with support from the Insurance Industry Charitable Foundation of New York. The Financial Empowerment Center is located at the Phipps Opportunity Center, a Phipps Community Development Corporation community education site, where clients are able to take advantage of the Centerâ€™s other resources, including computer training, literacy instruction (English as a Second Language), General Equivalency Diploma (GED) preparation, and family programs. Clients enrolled in classes are eligible for on-site childcare with pre-registration and proof of a physical examination. The Financial Empowerment Center in Melrose offers one-on-one financial counseling and coaching services led by trained professionals. Services are offered free of charge, in English and Spanish, and are completely confidential.

New Yorkers can call to schedule just one session or several sessions, as needed, to receive assistance in the following areas:

â€¢ Money management and budgeting
â€¢ Financial planning
â€¢ Credit and debt counseling
â€¢ Support for dealing with creditors
â€¢ Affordable banking services
â€¢ Government benefit screenings
â€¢ Strategic referrals to other services and organizations"
2128228319.0,40.847012,10.0,Published,N,N,N,N,,N,Y,N,New York,13091.0,"NMMIC provides legal, social, workforce, education, organizing, housing development and weatherization services.  All services are free and bilingual (English/Spanish)."
2127148040.0,,,Published,N,N,N,N,,N,Y,N,New York,,"The Transition Network is a community of women over 50 who join forces as they navigate the transition from one career to another - or whatever is next.  As a national movement of energetic and engaged women of diverse racial and ethnic backgrounds, TTN members discover new perspectives and opportunities; impact their lives and their communities and advocate with a collective powerful voice."
7185650801.0,,,Published,N,Y,N,N,P.O. Box 471,N,Y,N,Jackson Heights,,
2126749120.0,40.720653,1.0,Published,N,N,N,N,,N,Y,N,New York,11723.0,
7188839400.0,,,Published,N,N,N,N,,N,Y,N,Flushing,,"Turning Point is the first non-profit in New York City to address domestic violence in the Muslim community. We offer a safe and nurturing space to Muslim women and girls and help them find the strength of their individual and collective voices. We provide free and confidential services to Muslim women regardless of ethnicity. Our services include crisis intervention, counseling, support groups, advocacy, community outreach and education. We also have a Youth Development Program for Muslim girls/young women and offer social work internships to Muslim students."
7188836660.0,,,Published,N,N,N,N,Ste 218,N,Y,N,Bellerose,,
2128702347.0,40.811101,7.0,Published,Y,Y,Y,N,Suite 1626A,N,Y,N,New York,10097.0,"Church Women United is a racially, culturally, theologically inclusive ecumenical Christian women's movement, celebrating unity in diversity and working for a world of peace and justice."
7183217929.0,40.750811,20.0,Published,N,N,N,N,,N,Y,N,Flushing,14190.0,"To plan, provide, support and advocate for a continuum of programs addressing the social service needs of the uderserved South Asian and other immigrant communities in New York City.  SACSS programs involve 9/11 emergency relief counseling, coalition/capacity building and community education, outreach, and policy advocacy events.  It also offers ESOL classes, job training programs and parenting workshops."
7187690101.0,,,Published,Y,N,N,N,,N,Y,N,Brooklyn,,"We are an organization devoted to promoting political, social and economic equality for women through lobbying efforts with local, state, and national legislators.  We advocate on behalf of reproductive rights, economic equality, gay and lesbian marital equality, and the passage of the Equal Rights Amendment."
7.1885611000E+9,40.640688,45.0,Published,Y,N,N,N,,N,Y,N,Brooklyn,16866.0,"Amethyst House is a Halfway House for adult women in recovery from alcohol and substance. Candidates for admission must have 30 days clean and recently completed an inpatient rehabilitation stay. Amethyst House provides a structured, supportive, nurturing environment where women can begin to feel safe in addressing their traumas and other issues that fueled their addiction. Many services vital to recovery are provided to residents by our Resident Managers, Therapeutic Recreation Therapist and Parenting Coordinator (for our women who have children) including assistance with structure, self expression, issues of codependency, prioritization and compliance. All residents also attend an intensive outpatient treatment program where they may benefit from group and individual counseling and vocational and housing support. We provide a comprehensive program for women who are ready to make a commitment to their recovey."
2129657000.0,40.725564,1.0,Published,Y,N,Y,N,,N,Y,N,New York,12075.0,"We provide sexual and reproductive health services and education to women, men, and teens, regardless of age, income, or immigration status."
7185992386.0,40.753612,3.0,Published,N,N,N,N,,N,Y,N,New York,12080.0,To foster the social advancement of the Puerto Rican/Latino community by supporting its youth in the pursuit of educational excellence through leadership development activities and programs that emphasize commitment to the community and pride in the Puerto Rican/Latino culture.
,40.74519,26.0,Published,N,N,N,N,,N,Y,N,Long Island City,16861.0,
7182985083.0,40.706177,24.0,Published,N,N,N,N,,N,Y,N,Jamaica,24670.0,"CHC is currently developing a community organizing series of workshops with a group of potential community organizers/leaders.

IMMIGRATION
As a member of the Salvadoran American National Network(SANN), CHC participates in the national campaign to improve the immigration status of the Salvadoran, Guatemalan, Honduran, and Haitian communities.

EDUCATION
CHC organizes workshops to educate the community on housing, health, and immigration issues.

REFERRAL
CHC refers people to agencies such as Housing Court, Division of Housing and Community Renewal, Queens Legal Services and NYC Commission on Human Rights."
,40.786667,6.0,Published,N,N,N,N,,N,Y,N,New York,12421.0,
2125327050.0,40.747876,3.0,Published,Y,N,Y,N,Suite 901,N,Y,N,New York,11722.0,"Girls Quest's mission is to nurture girls from low-income families in New York to help them achieve their full potential and become active members of their communities by building academic and social competence. This is done through outdoor experiential education, year-round mentoring, and leadership training programs."
2123028800.0,40.755236,4.0,Published,N,N,N,N,,N,Y,N,New York,13094.0,"Develops new, small public schools, redesigns large public schools into small learning environments; trains teachers and principals in innovative educational practices; advocates for system-wide adoption of effective school-based reforms and public education policies; researches and implements best practices; supports accountability measured by pupil performance; provides extensive information services for parents and other members of the educational community."
212569620000.00%,40.859993,10.0,Published,N,N,N,N,,N,Y,N,New York,13098.0,"Multi-service community center providing recreational, educational, cultural and social services to individuals and groups from birth through Seniors.  Programs include infant and toddler services, a preschool, an after school program, literacy programs for children and adults, teen programs, a fitness center, exercise classes, a senior center, meals, services for homebound, and many others."
