uid,facname,latitude,longitude,ct2020,opabbrev,servarea,policeprct,facdomain
01c301235a0411861d7b55cc7e39ed26,GAN ISRAEL OF BROOKLY HEIGHTS,40.6940640613,-73.9936213401,502.0,Non-public,Local,84,"EDUCATION, CHILD WELFARE, AND YOUTH"
050d340615ab3e1f34a53ca4cd57993a,CENTER FOR EMPLOYMENT OPPORTUNITIES INC,40.706240596,-74.0124343251,900.0,,Local,1,HEALTH AND HUMAN SERVICES
02db86fa1e3e8e8374d98e145a106052,UCP OF NYC - FOREST HILLS WEST SCHL,40.7216352032,-73.8737252518,66301.0,Non-public,Local,104,"EDUCATION, CHILD WELFARE, AND YOUTH"
013166ba7674fa53a312926751eebd03,GRAMERCY 24 PARKING LLC,40.73799,-73.980842,6400.0,Non-public,Local,13,CORE INFRASTRUCTURE AND TRANSPORTATION
0467d31b43f7faad5fb898c7033d25b1,RANDALL FAMILY RESIDENCE,40.8158232829,-73.8689949667,2001.0,Non-public,Local,43,"EDUCATION, CHILD WELFARE, AND YOUTH"
045baf12136a9b3893c4e0bf7aa35973,EARLY CHILDHOOD LEARNING CTR,40.6485940731,-74.009697907,8000.0,Non-public,Local,72,"EDUCATION, CHILD WELFARE, AND YOUTH"
000b3093189b6f63ceb98a7f02bd68e7,CHAPIN SCHOOL,40.773931359,-73.9458549693,14401.0,Non-public,Local,19,"EDUCATION, CHILD WELFARE, AND YOUTH"
03ae9f5ec2ff9f46f6889c16019b6d5a,I.S. 915,40.6954425594,-73.9856081887,1300.0,,Local,84,"EDUCATION, CHILD WELFARE, AND YOUTH"
04c7dacf5ef23d3edd11b2d7d01ad299,POLICE ATHLETIC LEAGUE INC,0.0,0.0,,,Local,0,"EDUCATION, CHILD WELFARE, AND YOUTH"
00818df79a4d77c7e35df01f44be0dcc,ST. DOMINIC'S TORCH,40.8621662422,-73.9063475742,25500.0,Non-public,Local,52,"EDUCATION, CHILD WELFARE, AND YOUTH"
00d769ef2890a70c8c08915b1aff726d,FRICK COLLECTION,40.7712516147,-73.9671025673,13000.0,Non-public,Regional,19,LIBRARIES AND CULTURAL PROGRAMS
02859228345e5edc1eeb284330de4669,NYC PARKS - AL OERTER RECREATION CENTER,40.7514174804,-73.8337792955,38302.0,Non-public,Local,109,"EDUCATION, CHILD WELFARE, AND YOUTH"
047eda58d1b7ef0fdc8ee816f6667d43,SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.,40.7432932451,-73.8554532746,43900.0,Non-public,Local,110,HEALTH AND HUMAN SERVICES
04650d5953b1478b3093f28698ace43a,BNOS ZION OF BOBOV,40.6330964964,-73.9909412452,23600.0,Non-public,Local,66,"EDUCATION, CHILD WELFARE, AND YOUTH"
0536e8c1afd7c60d5510041d3bc78a26,"BORO TRANSIT, INC.",40.825161888,-73.8445141748,9800.0,Non-public,Regional,43,CORE INFRASTRUCTURE AND TRANSPORTATION
036516d221f1afd9a66a4e56b3ce596a,HOWARD,40.6708823958,-73.9086717403,90600.0,NYCHA,Local,73,HEALTH AND HUMAN SERVICES
018883f7331236ed9a4ff86dc9f14044,EVERY DAY IS A MIRACLE CO THE ALMOND TREE CHURCH,40.861711472,-73.9012662922,23900.0,Non-public,Local,46,HEALTH AND HUMAN SERVICES
013a63a688a996dc13507d96ea89800b,P.S. 033 CHELSEA PREP,40.7489953875,-74.0002031727,9700.0,NYCDOE,Local,10,"EDUCATION, CHILD WELFARE, AND YOUTH"
039e6365f43341945b5ac53150a213bd,SIMCHA DAY CAMP,40.5966886219,-73.7515988787,101004.0,Non-public,Local,101,"EDUCATION, CHILD WELFARE, AND YOUTH"
05c68734cd08d6cfacd7364b45dff536,"FOURTH ARTS BLOCK, INC.",40.7269854262,-73.9908064707,3800.0,Non-public,Regional,9,LIBRARIES AND CULTURAL PROGRAMS
060dc67981427e157d0ec1ef7cc0bb60,MONTEFIORE HUTCHINSON CAMPUS,40.8527514079,-73.8391299911,28400.0,Non-public,Regional,49,HEALTH AND HUMAN SERVICES
00a5ff3d174410994a7aaf804fd36f12,DYNAMIC AUTO WORKS INC,40.701195,-73.789235,44000.0,Non-public,Local,103,CORE INFRASTRUCTURE AND TRANSPORTATION
05064335c0c617f3fe6ef1633d42a356,ART TRANSFORMS INC,40.6764500276,-73.740579267,63200.0,,Local,116,"EDUCATION, CHILD WELFARE, AND YOUTH"
04b6961a4374b85c1e011afc7db6a529,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMM CTR,40.8643147025,-73.8365524412,31000.0,,Local,49,"EDUCATION, CHILD WELFARE, AND YOUTH"
019d73f9241bb54cc764fb2bc76bc2e9,3680 E TREMONT AVE TEXTILE DROP-OFF SITE,40.827097,-73.823289,15200.0,,Regional,45,CORE INFRASTRUCTURE AND TRANSPORTATION
01431ee6453c8daccebe950332ae5e97,"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, AND TECHNOLOGY",40.6669433592,-73.9076840667,91200.0,NYCDOE,Local,73,"EDUCATION, CHILD WELFARE, AND YOUTH"
01c62bab42d5658022d9c47bdea89b9b,MASPETH TOWN HALL INC.,40.7303738317,-73.8921428508,49700.0,,Local,104,"EDUCATION, CHILD WELFARE, AND YOUTH"
04f6bc8725aac4d582d4e63f1246576c,ASTOR DAY TREATMENT PROGRAM - E. TREMONT,40.8464943335,-73.8966057484,39500.0,Non-public,Regional,48,HEALTH AND HUMAN SERVICES
04cf0a065b90fdcf8c9a79e6a54ac508,ARTS & CRAFTS CORNER,40.6692785635,-73.9172462844,90200.0,Non-public,Local,73,"EDUCATION, CHILD WELFARE, AND YOUTH"
01215970cc63b291ae6de1c7b8bec473,A.R.C.  INC.,40.6290151902,-73.9228189524,72000.0,Non-public,Local,63,HEALTH AND HUMAN SERVICES
05baf4a2d8539d91349b57b955fadc58,SOUTH BRONX SCHOOL OF TECHNOLOGY,40.8152852786,-73.9078622676,7300.0,Non-public,Local,40,"EDUCATION, CHILD WELFARE, AND YOUTH"
00353af605ed6e8ac897d55508fc381f,HRA BENEFITS ACCESS CENTER DYCKMAN,40.8701013636,-73.9138567624,29900.0,NYCHRA,Local,34,HEALTH AND HUMAN SERVICES
054e73dc47827feb5ca16cb04683d734,SHEEPSHEAD BAY,40.5942784573,-73.9403629276,57200.0,Non-public,Local,61,"EDUCATION, CHILD WELFARE, AND YOUTH"
04c58a7cbba3526c9d0d25857cc28f0a,FAST BREAK ECHO PARK,40.8057111534,-73.9380089549,24200.0,Non-public,Regional,25,HEALTH AND HUMAN SERVICES
03b0bde80e6dcc757f7886a59b936441,BRIDGE STREET DEVELOPMENT CORPORATION,40.6915422392,-73.9898420622,900.0,,Local,84,"EDUCATION, CHILD WELFARE, AND YOUTH"
0044dad9cc9ef9acc1effbba08afa229,BRONX ACADEMY OF HEALTH CAREERS,40.8751930398,-73.8616360226,37200.0,NYCDOE,Local,47,"EDUCATION, CHILD WELFARE, AND YOUTH"
05ebc580d34f64111ff9d10c4a331128,LEGAL SERVICES NYC,40.703481871,-73.8089236131,24000.0,,Local,103,HEALTH AND HUMAN SERVICES
02b11c1011e1d07aa6a1996a19611c53,P.S. 226,40.8554995983,-73.9161893788,24900.0,NYCDOE,Local,46,"EDUCATION, CHILD WELFARE, AND YOUTH"
0544817816af703c93f3bfa8bec5174e,"FORT GEORGE COMMUNITY SERVICES, INC.",40.8576649161,-73.9324942445,27900.0,Non-public,Local,34,"EDUCATION, CHILD WELFARE, AND YOUTH"
03e16bc54cd3bb32c75e2836bca781b8,P.S. 189 THE BILINGUAL CENTER,40.6654338622,-73.9256715549,89200.0,,Local,67,"EDUCATION, CHILD WELFARE, AND YOUTH"
00947e7741db3550a67b4af777fc7007,2259 RALPH AVE TEXTILE DROP-OFF SITE,40.622558,-73.917054,69601.0,,Regional,63,CORE INFRASTRUCTURE AND TRANSPORTATION
04e43f073db774b3aef4cb659250b980,ET CAPITAL INC,40.7196,-73.841536,73700.0,Non-public,Local,112,CORE INFRASTRUCTURE AND TRANSPORTATION
019b398c13566b01b1163cc4742e8022,MASBIA,40.6361897318,-73.9912430875,22200.0,,Local,66,"EDUCATION, CHILD WELFARE, AND YOUTH"
056dd74ba1625cc11f78e579455d9694,"COMMUNITY MEDIATION SERVICES, INC.",40.6039506438,-73.7498014985,103202.0,,Local,101,"EDUCATION, CHILD WELFARE, AND YOUTH"
0406efe7267ad5fe3173b65d17319fd8,CAMBA INC,40.6490612608,-73.9634337748,51200.0,,Local,70,HEALTH AND HUMAN SERVICES
006741f1ecd09a4e13d7ed103d38a86a,Y & M TRANSIT CORP (B2192),40.6808103899,-73.9052810638,40500.0,Non-public,Regional,83,CORE INFRASTRUCTURE AND TRANSPORTATION
05f91cd194080492ce3d8d2303ba15c5,BRONXWORKS INC,40.8325534845,-73.9187773131,18102.0,,Local,44,"EDUCATION, CHILD WELFARE, AND YOUTH"
063396bf2a6b99766b74e433662f21d2,BRONX HEALTH SCIENCES HIGH SCHOOL,40.8741071657,-73.8323014604,46205.0,NYCDOE,Local,45,"EDUCATION, CHILD WELFARE, AND YOUTH"
024d7013566c73ea8bad22a5661e2a7f,TRAILBLAZERS CAMPS,40.6689244771,-73.9605294643,21300.0,Non-public,Local,71,"EDUCATION, CHILD WELFARE, AND YOUTH"
039aa3ebc47d62fc55f01ea25a8c9e5c,MAKE THE ROAD,40.6984700954,-73.9158873326,43300.0,,Local,83,"EDUCATION, CHILD WELFARE, AND YOUTH"
019d1d52d40a64e944b0db4162276b74,LITTLE LISA BUS CO. INC.,40.8102034182,-73.8849153864,9302.0,Non-public,Regional,41,CORE INFRASTRUCTURE AND TRANSPORTATION
016dafca40ad01343213762d4966a736,MOSHOLU MONTEFIORE COMMUNITY CENTER INC,40.8751930398,-73.8616360226,37200.0,,Local,47,HEALTH AND HUMAN SERVICES
01d14eff2c7029de2ad5ea63dae1368b,LEFFERTS MANOR HISTORIC DISTRICT BOUNDARY INCREASE,40.6582835135,-73.9549706887,80200.0,,Local,71,"PARKS, GARDENS, AND HISTORICAL SITES"
0094c6992cf7e1978657479f502247ce,PIONEER TRANSPORTATION CORP,40.8229318252,-73.843224286,9000.0,Non-public,Regional,43,CORE INFRASTRUCTURE AND TRANSPORTATION
0562c4ed30018ab4d91ab8e2eda25f87,GLOBAL KIDS INC,40.7085331395,-73.8558033392,64500.0,,Local,112,"EDUCATION, CHILD WELFARE, AND YOUTH"
00af67c008a30963855c4a8b69a6387e,"GRANDPA`S BUS CO., INC.",40.8164714493,-73.8442600095,9000.0,Non-public,Regional,43,CORE INFRASTRUCTURE AND TRANSPORTATION
001502a4cc9bdab567a0da8d6debdf9b,WALTON WALK,40.8454726638,-73.9122583107,22701.0,NYCDPR,Local,46,"PARKS, GARDENS, AND HISTORICAL SITES"
02eaf24e99a40931385454019d19999b,PARK ROCK-CROWN HGTS,40.6717252273,-73.9232256997,35900.0,Non-public,Local,77,"EDUCATION, CHILD WELFARE, AND YOUTH"
02fc8f328db8c795b844f48686776217,VISITING NURSE SERVICE OF NEW YORK HOMECARE II,40.8184244807,-73.9137485142,7100.0,,Regional,40,HEALTH AND HUMAN SERVICES
04ac4d8bfb0725c35eee1eb8f71a82a2,BLOESSER'S POND STATE TIDAL WETLAND,40.5153830244,-74.2089362433,19800.0,NYSDEC,Regional,123,"PARKS, GARDENS, AND HISTORICAL SITES"
035e138506485bfbcd5e208d16300856,L TRAIN LINE,40.680878,-73.903916,40500.0,MTA,Regional,83,CORE INFRASTRUCTURE AND TRANSPORTATION
0683e8e70a9be218b7ba5b49ae87b245,NYCT FACILITY,40.751162,-73.907212,25500.0,MTA,Regional,108,CORE INFRASTRUCTURE AND TRANSPORTATION
0066bfc3efa3205ae4420f8cb010ee3d,SOUTHEAST BRONX NEIGHBORHOOD CENTERS INC,40.8217591964,-73.9045638775,13300.0,,Local,42,"EDUCATION, CHILD WELFARE, AND YOUTH"
001425fed2ed0005ffb556c8d448fd8c,ACADEMY OF ST. DOROTHY SCHOOL,40.5974110087,-74.0864997227,9601.0,Non-public,Local,122,"EDUCATION, CHILD WELFARE, AND YOUTH"
01566a8be09548cda2328f053ffdf85e,RICHMOND MEDICAL CENTER,40.6125579651,-74.176698266,29102.0,,Regional,121,HEALTH AND HUMAN SERVICES
01294e38fc738f585ff713fc400ebac0,MANHATTAN PC - HHCM,40.8092237345,-73.9474201278,22200.0,Non-public,Regional,28,HEALTH AND HUMAN SERVICES
051f697339cc0ed7a0018b8f7f2cc512,PARK NURSING HOME,40.5784839922,-73.8349931396,93800.0,,Regional,100,HEALTH AND HUMAN SERVICES
0461e2912c24f5243b168ce66e5f95db,ESPAILLAT MOTORS INC,40.807790845,-73.8877619973,9302.0,Non-public,Regional,41,CORE INFRASTRUCTURE AND TRANSPORTATION
018bbcd84488ab1e272cfd5c4c056662,"THESE OUR TREASURES, INC.",40.8306125412,-73.8315272187,16600.0,Non-public,Local,45,"EDUCATION, CHILD WELFARE, AND YOUTH"
0011155e33ae4c3e93192065de4135ea,ST. BARNABAS HOSPITAL PSYCHIATRIC INPATIENT UNIT,40.8533700223,-73.8908467235,37504.0,Non-public,Regional,48,HEALTH AND HUMAN SERVICES
013f9635fbe8a6e7ef69ac30265135d5,"BROOKLYN YOUTH CHORUS ACADEMY, INC.",40.6894661327,-73.9934245085,4500.0,Non-public,Regional,76,LIBRARIES AND CULTURAL PROGRAMS
042537cb8bae980b4ef4dab85e805eb8,NEW YORK EDGE INC,40.6752358828,-73.9153639458,30300.0,,Local,73,"EDUCATION, CHILD WELFARE, AND YOUTH"
019cce4f008ed999a15d5ff4803a1925,OUR LADY STAR OF THE SEA SCHOOL,40.5331895395,-74.1908047023,17005.0,Non-public,Local,123,"EDUCATION, CHILD WELFARE, AND YOUTH"
01ec629993c6d0f3cc7eba011f0852fb,FIRST CORINTHIAN BAPTIST CHURCH,40.8031845018,-73.9531543339,21800.0,Non-public,Local,28,HEALTH AND HUMAN SERVICES
05b0c7c821a506da833fa818f080dcfa,CASSENA KIDNEY CARE AT PENINSULA,40.5945326295,-73.7815147837,97204.0,Non-public,Regional,101,HEALTH AND HUMAN SERVICES
0418e1555b2eac345f7fe9453e21fc7c,WILLIAMSBURG HOUSES,40.7099462381,-73.9433296424,49301.0,,Local,90,"PARKS, GARDENS, AND HISTORICAL SITES"
04d783973453ac658ea17b188e7fffe5,"THE EDUCTIONAL ALLIANCE, INC.",40.7312115485,-73.9833702077,4001.0,Non-public,Local,9,"EDUCATION, CHILD WELFARE, AND YOUTH"
00eaf452f583b3ece71d891002a9aaec,JEWISH COMMUNITY CENTER OF STATEN ISLAND INC,40.5962539337,-74.1305722192,18100.0,,Local,122,"EDUCATION, CHILD WELFARE, AND YOUTH"
0374b2ef6318b94b0459eca236120b93,BRILLA VERITAS CMS UPPER,40.8153166255,-73.9197711399,6500.0,NYCDOE,Local,40,"EDUCATION, CHILD WELFARE, AND YOUTH"
065f0fbf3916b81fda8292558dd67e84,SP PLUS CORPORATION,40.782493,-73.965548,14300.0,Non-public,Local,22,CORE INFRASTRUCTURE AND TRANSPORTATION
03aba7ea9cbf3a9abeea921b29200a9c,LITTLE PEOPLE LEARNING CENTER,40.6762334039,-73.7550579043,35800.0,Non-public,Local,116,"EDUCATION, CHILD WELFARE, AND YOUTH"
011fe4d58950a4865e70b8d4481276a8,"BORO TRANSIT, INC.",40.8214636656,-73.8413623315,9000.0,Non-public,Regional,43,CORE INFRASTRUCTURE AND TRANSPORTATION
0044b7fdf6fecd0c88d9fda284544c6f,JHS 291 ROLAND HAYES - 32K291,40.6956687512,-73.9154297074,43300.0,,Local,83,"EDUCATION, CHILD WELFARE, AND YOUTH"
006519c2d77c9171d3f835d856e9c082,NOTORIOUS LIC PARK,40.7419282579,-73.9513395888,701.0,NYCDPR,Local,108,"PARKS, GARDENS, AND HISTORICAL SITES"
014453b76714561ee2c7d3bce4b3308c,RIDGEWOOD PROPERTY OWNERS AND CIVIC ASSOCIATION INC,40.7018188937,-73.901190673,55100.0,,Local,104,"EDUCATION, CHILD WELFARE, AND YOUTH"
011da44c69f6ae64c7f1775676ff8e2d,BLOCK INSTITUTE SCHOOL,40.587843045,-73.9939870095,31401.0,Non-public,Local,60,"EDUCATION, CHILD WELFARE, AND YOUTH"
00193d4c8867ba07d718b49b5ace6b20,ST VINCENT'S SERVICES INC,40.6896913701,-73.9906938731,900.0,,Local,84,HEALTH AND HUMAN SERVICES
040531061c804d65910d681fe05886b7,CHILDREN'S GARDEN,40.7281010834,-73.9792584814,3400.0,NYCDPR,Local,9,"PARKS, GARDENS, AND HISTORICAL SITES"
036217be20de740cbffb8ac85d978c3f,"WESTHAB, INC.",40.875074664,-73.9101670976,30900.0,,Local,50,"EDUCATION, CHILD WELFARE, AND YOUTH"
02dde004968ebe9064e6b7fb67eec719,"SCHICKEL, WILLIAM, HOUSE",40.778460857,-73.9597857564,14200.0,,Local,19,"PARKS, GARDENS, AND HISTORICAL SITES"
03c93e6d030f63a7677309e4d77a3838,BROOKLYN CHINESE-AMERICAN ASSOCIATION INC,40.6148486317,-73.9869802747,25600.0,,Local,62,"EDUCATION, CHILD WELFARE, AND YOUTH"
032108b6f64e3f45f9046c37e20db0a2,PRATT INSTITUTE MANHATTAN CNTR,40.7379498736,-73.9989441693,7100.0,Non-public,Regional,6,"EDUCATION, CHILD WELFARE, AND YOUTH"
0036ce1e45c091e3a37ec7d4c8dcc45a,LITTLE RICHIE BUS SERVICE,40.6650120702,-73.7826952545,30600.0,Non-public,Regional,116,CORE INFRASTRUCTURE AND TRANSPORTATION
01101118253a8ce519754c2daff5873d,116 JOHN STREET,40.7074692248,-74.0058913809,1502.0,,Local,1,"PARKS, GARDENS, AND HISTORICAL SITES"
