mandt,vbeln,kostl,mahza,msr_id,_dataaging,taxk5,kvgr4,amtbl,trvog,hb_resdate,fmbdat,fsh_vrsn_status,upd_tmstmp,auart,hb_expdate,scheme_grp,smenr,taxk6,fsh_transaction,kvgr5,gskst,vkgrp,pay_method,ktext,ps_psp_pnr,faksk,bnddt,cmwae,kokrs,kunnr,betc,fsh_rereg,tas,cancel_allow,fkara,taxk7,gwldt,psm_budat,objnr,autlf,stwae,abhov,logsysb,fsh_kvgr6,bname,taxk8,xblnr,mtlaur,augru,stafo,swenr,_xlso_trans_ctxt,abruf_part,cmngv,knkli,spart,proli,enqueue_grp,vzeit,kalcd,bukrs_vf,fsh_kvgr7,vprgr,crm_guid,hityp_pr,taxk9,vgbel,erzet,ihrez,submi,vdatu,_xlso_variant_id,abdis,fsh_kvgr8,ernam,hb_cont_reason,netwr,vbkla,vgtyp,sbgrp,stceg_l,fsh_kvgr10,knuma,fsh_ss,fsh_cq_check,xegdr,bstnk,multi,sppaym,lifsk,fsh_kvgr9,aedat,wtysc_clm_hdr,dat_fzau,awahr,kurst,gueen,_xlso_so_vald_to,cmnup,abhod,vkorg,audat,zuonr,angdt,vsbed,_xlso_payment_op,rep_freq,handle,_xlso_so_vald_fm,bstzd,taxk1,mahdt,bstdk,vbeln_grp,handoverloc,qmnum,kalsm_ch,cont_dg,cmfre,vtweg,telf1,aufnr,phase,taxk2,kvgr1,grupp,fsh_os_stg_change,abhob,landtx,kalsm,erdat,bpn,stage,kkber,taxk3,abrvw,vbtyp,kvgr2,knumv,guebg,fsh_vas_cg,waerk,vkbur,ctlpc,vsnmr_v,rplnr,vbklt,mod_allow,taxk4,_xlso_catalog_id,kvgr3,fsh_candate,agrzr,mill_appl_id,bsark,tm_ctrl_key,gsber,_fivetran_deleted,_fivetran_synced,_fivetran_sap_archived
111,VB0043,cOSt024,MaH410,mSR0089,0,TAXK2_81,KvGr4_2,AMt21,trV13,2025-01-27,2025-01-15,InACTiVE5,2025-06-01 12:01:56,Or321,2025-12-25,GRP12,SM96,tAXk6_027,TxN0055,KVGR91_2,GsK98,vkG028,pm02,Sales OrdeR6 12,psP0024,fk02,2025-01-23,Eur,KoKr015,cUST6029,9,REG036,TAs034,11,Fkr02,TAxK1_018,2025-01-25,2025-01-13,OBj7022,-9,USD6,ABH442,sYS093,KVGr2_25,USEr513,TaxK8_01,XBL001288,MTL4620,AGR02276,STA527,SW045,CTX0284,paRT017,1995.0,kNk001,SP021,PRL028,ENq701,22,KALC65,BKVf91,KVgr7_10,Vpr013,CRM_guID_02,HiTYP3,tAXK8_014,VGb0074,2025-10-27T14:30:06.241573,IHRez13,sUBM1026,2025-01-26,VAr08,7,KVGR8_20,eRNAM091,NO7_REAsON7,8962.0,VBKla26,VTyp26,SbGRP55,sTCL302,KVGR10_1984,KNUMA19,SS010,CQCHK02483,XEGDR17,bST0613,6,-9,LiFsK020,kVGR3_28,2025-01-08,WCLHDR96,2025-01-26,aW22,KURS44,2025-12-05,2025-12-28,-2,AbHoD014,VkO055,2025-01-11,ZUONR27,2025-01-12,VS02302,PMOP092,wEEKLy,haND015,2025-02-06,bSTZD043,TaXK1_05,2025-01-29,2025-01-28,GRP020,HLOC960,Qm003,kALSM0,N9,N6,VTW98,1116442230,Ord0014,PhAsE1,TAXk26_02,KVGR02_19,gRP63,-6,aBHoB26,us7,kAl011,2025-01-01,bPN044,stG1,kKBER54,TaXK3_01,aBRVW0,C2,KVgR2_04,KNUM727,2025-01-23,CODeGRp29,usD4,VKBuR37,ctLP1,VSn072,Rpl025,VBKLT2690,6,TaXK6_010,caT012,KvGr3_17,2025-07-18,AGrzR017,mILl018,bSArK028,CTrL048,GSB917,f205,2025-06-01 12:03:39,-10
141,VB0068,coST02,MAh035,MSR4017,-10,tAXK2_016,KVGr41_10,aMT063,TRV21,2025-01-31,2025-01-25,ActIVE2,2025-06-01 12:02:07,oR06,2025-12-23,GRp14,Sm421,TAXK6_01953,Txn0022,kVGR5_48,GSK10,vKG120,PM623,SAles OrDer 2,PsP0094,fK81,2025-01-14,euR3,KOKr924,CusT0015,8,rEG035,tAS424,-2,FKr210,TAXK9_063,2025-01-30,2025-01-30,OBJ651,0,Usd4,ABH022,SyS71,KVGR640_22,uSER52,tAXk8_02,xBL0045,mtL0025,aGr01,STA98,sW027,CTx006,PaRt028,1860.0,kNK0032,SP95,Prl018,ENq0918,12,KalC26,bkVF01,KVGr75_25,vPr014,CRM_GuiD_013,HiTyP14,TAXK92_072,vGB0528,2025-10-27T13:52:04.167729,IHRez2,sUBM0115,2025-01-28,vaR02,-2,kvGR8_2,ERNaM927,NO_ReASOn,5050.0,VBKlA02,VTYp2,SBgrP15,STCL071,KVGr30_27,kNuMA22,Ss321,CqCHK52,xEGDr12,BST3053,1,-9,LIfSk024,KVGR1_71,2025-01-11,wClHDR21,2025-01-27,Aw21,KURS11,2025-12-06,2025-11-30,-1,aBHOD11,vkO02,2025-01-07,ZUoNR65,2025-01-18,VS047,pMOP216,MOnTHLy9,HAND025,2025-01-26,BsTZD12,TAXK167_02,2025-02-06,2025-02-15,gRp026,HlOC011,QM914,KaLSm17,Y0,Y1,VTw05,1024433450,ORD0016,PhASe15,TAxK2_226,KVGR127_16,gRp26,1,ABhOb20,DE0,KAl52,2025-01-14,bPN062,sTg14,kkBER25,tAXK35_02,AbrVW2,C3,kVgR2_18,KNUM01134,2025-01-02,CoDeGRP20,uSd7,VkBUr28,CTLp7,vSN094,RPL096,VbKLT8,-6,tAxK4_026,CAT009,kVgR3_18,2025-07-28,AGRZR023,MIlL428,bSARK00,CtRL62,gSB729,f7,2025-06-01 12:01:47,-7
142,VB0046,cOST61,MAh92,MSR043,5,TAXK52_310,kvGR4_25,aMt012,TRV18,2025-01-06,2025-01-03,ACTIVE455,2025-06-01 12:02:41,OR37,2025-12-13,GRP11,Sm042,TAxK2_01,tXn0027,KVGR50_73,gSK08,VKg064,PM860,Sales ORdEr 19,pSP8013,fk011,2025-02-07,usD5,KOKr078,CusT0027,-2,ReG926,TAs312,11,Fkr01,TaXK0_02,2025-01-19,2025-02-04,OBJ1019,-6,uSd7,Abh02,Sys021,KVgR68_16,USER47,tAXK8_066,XBL0015,MTl0058,Agr022,STA020,sw02,Ctx0010,PArT213,1333.0,kNK7017,sp021,PRl112,ENQ0013,11,kALc18,bKVF720,KVGR29_25,VPR013,CRM_GUID4_625,hITyP21,TAXK97_014,VGB0074,2025-10-27T14:21:29.460985,IHREZ19,SubM001,2025-01-20,VAR010,5,KVGr84_23,erNAM02,NO_rEASOn,9968.0,VbKLA85,VTyP14,SBGrp23,STCl0118,KVgR106_22,kNUMA7,sS038,CQCHk020,XEGdR76,Bst0017,-9,8,LIfSk029,kVGR9_99,2025-01-23,WCLHDR21,2025-01-10,AW096,KURS15,2025-12-22,2025-12-10,-1,AbHOD013,vKO218,2025-01-29,ZUONR10,2025-01-10,vS52,PmOP829,wEEKlY3,haND017,2025-01-16,BStzD018,TAxK1_066,2025-02-12,2025-01-24,GRP023,HlOC083,qM012,KaLSm28,Y4,Y9,vtW016,999799269,ORD5416,PHASe43,TAxK8_024,KvGR1_92,GrP31,6,abHOB2,us0,kaL026,2025-01-11,BPN009,stG25,KkBEr24,tAxK3_02,ABrvW13,C825,kvGR2_23,KNUM484,2025-01-05,CODeGrP21,euR5,VKbUr25,CtLP9,vSN612,rPL323,VbKLt16,4,tAXK48_013,CAT508,kVGR7_13,2025-07-02,AgRzR021,MILL00,bSARk024,CtRL31,Gsb02,f9,2025-06-01 12:01:44,-1
199,VB0051,COST01839,MAH010,MSr901,-6,TAXK8_12,KVgr4_12,AmT828,TrV94,2025-01-16,2025-01-22,iNACTIVe7,2025-06-01 12:00:32,OR012,2025-12-02,grP25,Sm12,TAXK67_044,TXN0182,KVGR524_2,gSK37,VKg040,Pm214,SAles order 2,Psp0028,Fk927,2025-01-23,USD2,KOKR719,CUSt0077,-4,REG016,TAS013,-8,FkR000,TAXK1_929,2025-02-08,2025-02-12,OBj601,-2,Usd4,ABH16,Sys011,KvGR3_28,UsER059,TAXk84_018,Xbl002,mTl0026,aGr018,sTA310,sW010,cTX7017,PArT074,2002.0,kNK007,sP011,Prl018,eNQ0920,20,KAlC9,bkVF026,KVGR3_2,vPR007,cRM_GuID_02,hiTYP1,TAxK9_112,VGB8007,2025-10-27T14:05:00.882034,IHREZ23,SuBm0022,2025-01-22,VAr000,1,KvgR8_1,eRNAm021,NO_REASON671,7802.0,vBKlA1,VTYP20,SBgRP51,STCL922,KvGR10_42,KNUma12,SS121,CQcHk025,xeGDR25,BST9054,-8,-3,LIFSk06,KvGR7_1,2025-02-01,wCLhDR22,2025-01-13,Aw51,KUrS50,2025-12-27,2025-12-18,-3,AbHOD061,VKO01267,2025-01-29,zUONr1,2025-01-05,vs011,PMOp71,MONthLY,HanD019,2025-01-24,BSTZd07,tAXK1_043,2025-02-07,2025-02-11,GrP074,HLoC423,QM47,kaLSM1,N0,N503,vTW12,1066210013,Ord0020,PhASe2,TAXK28_051,KvGR1_7,GrP96,10,ABHoB90,DE2,KAL500,2025-01-26,bPN22,sTg12,KKBeR4,TAxK3_04,AbrVW2,C9,kVGR2_34,kNUM047,2025-01-23,CODEGRP22,usD3,VKBUR22,CtLp27,vsN024,RpL005,VbKlT19,-10,tAxK4_015,CaT917,kVgR3_28,2025-07-16,aGrZR01,MILL02167,BsARK318,CtRL055,GSb91,t4,2025-06-01 12:02:08,5
142,VB0048,COsT090,MaH81,mSr0018,0,tAXK7_013,kVGR45_19,AmT81,TRv16,2025-01-14,2025-01-30,aCTIVe9,2025-06-01 12:01:51,oR322,2025-12-30,gRP61,Sm037,TAXK6_026,tXN0922,KVgR5_60,gSK78,vkG014,Pm056,Sales OrDer 7,PSP1026,Fk039,2025-01-14,uSd8,KokR019,cuST0013,-2,reG014,taS021,-9,FKr051,TAxk7_02,2025-01-26,2025-01-23,ObJ0035,-4,Eur0,ABh08,SYS374,KVGR1_2,USeR114,TAXk86_019,XbL0710,MTL0284,AgR005,STa074,sW05,CtX0041,PART028,1777.0,KNK0124,Sp046,PrL035,ENQ309,19,KaLC70,bkVF017,KvGR75_12,vPR071,CRM_GUID_02185,hiTYP1,TAXK7_31,VGB0013,2025-10-27T14:37:40.507932,IhrEZ15,SUbm0027,2025-02-12,VaR52,-4,KVGR2_22,ERNAm060,DElAyED7,5283.0,VbKlA12,VTYp03,sbGRP29,sTCL0111,KVGr101_28,kNUMA33,SS02524,cQCHk01,XEgDr25,BST5010,-5,11,LIFSK02987,KVgR9_7,2025-01-28,WCLHDR10,2025-01-16,aw02,kUrS23,2025-12-28,2025-12-14,0,AbHOD523,VKo003,2025-01-24,ZUONR23,2025-01-11,Vs51,PmOp029,MoNThLY3,HAnD92,2025-01-29,BsTZd018,TaXk1_02,2025-02-06,2025-01-21,gRP52,hLOC055,QM027,kAlSM13,N0,N5,VtW024,1192701835,ORd9013,PHAse17,TAxK2_824,kVGR0_20,gRP43,8,AbHOb1,de4,KAL62,2025-01-19,bPN72,StG4,KKbEr18,TaXk3_01,ABrVw1,C0,kVGR28_1,kNUM009,2025-01-23,COdEgRP10,uSd2,VkBUR48,CtLp1,VSn517,Rpl013,VbKlT1,-2,TAXk4_629,CaT412,KVGr0_21,2025-07-22,AGRZR43,MIlL52,BsARK043,CtrL026,GsB31,t9,2025-06-01 12:01:07,-8
94,VB0065,COST713,MAH029,MSR306,-8,TAXK5_60,KVGr48_15,AMt217,TrV1,2025-01-10,2025-01-02,ACTIVE267,2025-06-01 12:00:23,OR859,2025-12-22,GRp05,Sm719,TAxk6_019,TXN0028,KVgR58_1,Gsk18,VKG011,PM919,SaleS order 14,pSp002,fK418,2025-01-22,EUR9,KOKR018,cUST0018,-7,REG01523,TaS925,-5,FKr06,tAXK78_028,2025-01-28,2025-01-31,ObJ8018,9,euR8,aBH09,SyS314,KVgR2_14,USER034,TAxK8_022,XBl0421,mTL7011,AGr057,stA022,sW075,ctX0014,PArt028,1140.0,KNK008,sP000,pRl021,eNQ1025,17,KaLc11,BkvF01,kVGr7_18,VPr00,CRM3_GuID_010,HITyP0,TAxk9_01,VGB4829,2025-10-27T13:56:12.677290,iHReZ2,suBM0021,2025-01-15,VAR81,-8,KVGr8_8,ERNAm113,No_rEASON0,7224.0,vbKLA2,VTYp2,SBGRP1850,StCL0321,KVGR164_2,KnUMa25,Ss72,cQCHK08,XEgDr24,bST0089,-4,1,LiFSk015,KvGR96_24,2025-01-13,WCLHdr27,2025-01-21,AW531,KURs94,2025-12-15,2025-12-11,2,aBHOD815,VkO618,2025-01-11,ZUONR1728,2025-01-18,Vs01,PmoP02,MOnThLY9,HAnD119,2025-01-28,BSTZd038,TAXK1_06,2025-01-29,2025-01-30,GRP934,hLOC418,qM072,KALSM20,Y2,Y816,VTW011,1020627983,OrD005,PHASE84,tAXK2_09,KVgR1_67,gRP42,1,AbhOB17,US6,KAl072,2025-01-05,bpN012,STG29,KKbeR2,tAxK3_02,ABRVW25,C5,KvGR7_14,KNUM0266,2025-01-31,COdEgRP19,USD608,VKbUr19,CTLP19,VSN800,RPL027,VBKLT23,11,TAXK2_085,CAt08,KvGR32_2,2025-07-04,AgrZR015,mILL726,BSArk026,cTRL119,GSB025,f6,2025-06-01 12:02:59,9
120,VB0016,CosT022,MaH818,MsR041,2,TAXk5_72,KVgR4_75,AmT071,trV25,2025-01-27,2025-01-27,InACTIVe0,2025-06-01 12:00:15,oR069,2025-12-04,grP1,sm013,TAXk6_072,TxN801,KVGR5_16,gsK2,vKg01,pm01,Sales6 order 22,pSP0629,fK512,2025-01-19,eUr8,KoKr01,CUST0024,-4,REg226,Tas02,-5,fkR02,TaXK7_815,2025-02-10,2025-01-21,OBJ7523,9,uSd5,ABh03,SYS613,KVgR62_25,usER02,tAXk8_02,XbL006,MTL0013,AgR040,StA09,sW72,cTx0029,pARt012,1856.0,KnK0007,Sp099,pRL099,eNq0017,18,KALC2973,BKVf611,KVgR7_2,vPR005,CRm_gUID_026,HITYP13,TAXK9_024,VGB0022,2025-10-27T14:51:23.064865,IhrEZ13,SUBm0423,2025-01-19,VAR019,-3,KVgR81_24,ERNAm317,dELAYEd,8631.0,VBKLA19,vTYP90,SbgRP1,STCL4218,kVGr10_2,KnUMa23,sS41,cQCHK81,XeGDR3,BsT0097,-5,0,lIFSK05,KvgR9_24,2025-01-21,wCLHDR78,2025-01-25,aW522,kuRS19,2025-12-30,2025-12-23,0,AbHOD004,vKo019,2025-01-21,ZuONR26,2025-01-22,vS720,pmOP01,MOntHLY1,HaND524,2025-01-10,BsTzD021,TAXK10_32,2025-01-22,2025-02-20,gRP093,hLOc019,QM11,KALSM2666,N7,N6,vTW033,1180764414,ORD0024,PHASe74,tAxK2_020,KvGR18_1,GRp6,6,aBHoB17,us,KAl41,2025-01-28,BPn719,STG16,KKBER21,TaXK3_002,AbRvW1,C7,KVGr29_14,KNum015,2025-01-29,CODEgRP81,Eur,vKbUR29,ctLP29,VsN21,rpL011,VBKLT16,-2,tAXK4_527,cAT070,KvGR3_79,2025-07-08,AgRzR02,mILL042,BSARK68,CTRL013,Gsb02,f3,2025-06-01 12:01:04,2
168,VB0052,CoST323,MAH249,MSr2024,4,TAXK2_92,kVgR4_1,AmT04,TrV83,2025-01-19,2025-01-19,InaCTIVE9,2025-06-01 12:01:23,oR127,2025-12-06,gRP0,SM02487,TAXK6_581,tXN0068,KVGR5_2695,gSk1,Vkg018,pm013,saLes Order 12,pSp0026,fK71,2025-01-12,usD6,KOKR213,CuSt001,-3,rEG095,TAS029,-3,fkR013,tAXK72_015,2025-01-25,2025-01-28,obJ0029,3,eUr1,aBH007,SYS710,KVGR6_18,USer019,TAXK8_010,XBL0026,MTL308,aGR08,Sta014,SW915,CtX0911,PARt412,1220.0,Knk0024,sP038,PRL012,eNq0015,23,KAlc28,BKVf52,KVgR77_25,VpR92,CRM_GUId4_01,HITyP82,TAxK9_07,VGb5013,2025-10-27T14:08:10.882882,IhReZ2,sUBM006,2025-01-29,VAr022,6,KvGR3_25,ErNaM015,DELAYED7,9840.0,vBKLa1,vtYP15,SBGRP1740,StcL0015,KvGR10_43,kNUMA93,SS086,CQChk027,XEGdr1,BSt7028,8,-8,lIfSK01,KvGR94_18,2025-01-15,wcLHDR23,2025-01-17,aw021,KurS2,2025-12-14,2025-12-27,0,ABHOD827,VKo05,2025-01-06,zUONR8,2025-01-20,vS096,PMoP003,WEeKLy6,HaND049,2025-01-29,bSTzD02,TAXk17_021,2025-02-16,2025-02-19,GRp930,HLOC025,qm02,KALSM17,N4,Y8,VtW210,1021049704,OrD9022,PHasE19,TAXk2_05,KVGR1_25,grP26,-9,ABHOB19,us3,KAl62,2025-01-27,BPN75,sTg28,KKbER49,tAXK3_11,aBrVW1,C101,kVGR1_22,knUM02,2025-01-11,CODeGRP01,usD8,vKBUR76,CtLp19,VsN31,RPL02573,VBKLT13,8,TaxK4_01,caT018,KVGR379_15,2025-07-20,AGRZR013,MIll01,BSaRK09,CTRL029,gSB093,t7,2025-06-01 12:02:53,6
156,VB0007,COsT226,MAh721,MSR0065,-9,TaXK6_014,KVgr4_2,AMT880,tRv22,2025-01-09,2025-02-01,ACTIVE578,2025-06-01 12:00:48,or01,2025-12-08,grP1,Sm018,TAXK67_12,TXn0015,KVGR5_57,Gsk19,VkG054,Pm72,Sales Order 24,PSP408,fK613,2025-01-11,eUr1,KoKR625,cUsT001,-8,REG016,TAS012,8,fKR318,TAxK7_02,2025-02-09,2025-01-23,OBJ2012,-7,USD5,ABh52,sYs01,KVGR6_60,uSeR02,tAXK8_122,xBL6025,MTL702,AGr522,STa225,sW040,CtX0421,PART983,1694.0,kNK0049,Sp51,PRl061,ENQ0021,20,kALC64,bKvF012,KVGR7_42,vpR027,Crm_GUID_01,HItYp2,TAxK9_03,VgB091,2025-10-27T14:49:50.459975,IHREZ1812,SUBM331,2025-01-30,VAr215,-4,KVGR8_2875,ErNaM012,dElAYED9,5351.0,VbKlA25,vTyP1,sBGRP72,STCL0028,kVgR10_1,KNuMa13,ss026,CqCHK053,xEGDR3,BsT6016,11,-3,liFSK01,KVGR6_12,2025-01-27,WCLHDR29,2025-01-29,Aw924,KURS20,2025-12-26,2025-12-02,-10,ABHOD027,VKO014,2025-01-04,ZUoNr29,2025-01-25,VS03,PmOP22,MONthLY4,HanD020,2025-01-27,BStZd020,TAXK1_047,2025-02-17,2025-01-24,GRP027,HlOC063,qM72,KalSM12,N1,N0,VTW013,1068284847,ORD1328,PHASE1980,TaxK2_023,KVGR18_9,gRP8,1,ABHoB77,US7,KaL11,2025-01-25,BPN013,STG21,KKBeR8,TAXK3_188,ABrVW71,C777,KVGr2_54,knUM015,2025-01-24,CODeGRP76,uSd3,VKBUR1378,CtLp2,Vsn01,rPL228,vBKlT18,-7,tAXK4_068,cAT317,KVGR26_2,2025-07-02,AGRZr529,mILL81,bSaRK02,CTRL77,GSB015,f1,2025-06-01 12:01:01,7
189,VB0062,COST213,mAh023,msR0021,0,tAxK5_014,KVGR4_13,aMT827,TrV70,2025-01-19,2025-01-24,AcTiVE7,2025-06-01 12:01:33,oR086,2025-12-14,Grp24,Sm81,TaxK6_014,tXN0724,KVGR5_11,GSK17,VKg046,PM132,SaLes Order 15,PSP0023,fK52,2025-02-06,Eur5,KOkr027,CUSt702,8,Reg021,TAS026,-2,FkR71,TaXK7_91,2025-01-23,2025-02-11,OBj502,4,Eur1,aBH61,SyS110,KVgR4_20,uSER61,tAXk8_016,XBL0020,MTL7053,aGR043,STa82,sw017,CTX7044,PaRT070,1277.0,kNK0113,sP524,PRl011,ENQ0013,23,KALC27,BkVf01,KvGR4_1,VpR92,CRM_guID_01,HitYP10,tAXK9_328,VgB0095,2025-10-27T15:27:35.591919,IHREZ26,sUBM0611,2025-01-27,VaR073,-6,kVGR2_1,ErNaM016,nO_REaSON8,9648.0,VBKlA33,VTYP15,SBgRP50,sTcL0016,kVGr10_13,KNuMa20,ss02,CQChK620,XEGdR0,BSt0219,7,3,LIFSK510,KvgR9_18,2025-01-10,WClHdR10,2025-01-09,aW093,kURS36,2025-12-11,2025-12-06,1,ABHoD426,vkO015,2025-01-04,ZUONR25,2025-01-26,VS02259,PMOP849,mOnTHLY3,hAND728,2025-01-16,BSTZd72,TAXK14_711,2025-01-24,2025-02-16,GRp03,hLoC023,qM316,kaLSM10,N4,Y0,VTW87,1106971482,oRD007,PHASE60,tAXk2_029,KVGR12_37,gRp17,-8,ABhoB23,DE7,KAL02781,2025-01-09,BpN071,STg26,KKbER56,TAXK3_021,ABRvW5,C694,KVGR25_59,kNUM028,2025-01-14,CODEGRP05,Usd3,VKBUR28,CTLP25,vSn018,RPL858,VbKLt24,6,TAXk4_03,cAt021,KVGR3_29,2025-07-04,AGRZR021,MiLL059,BsArK020,CtrL017,gSb019,t500,2025-06-01 12:03:34,6
130,VB0031,cOST429,Mah025,MSR004,-9,TAXK534_02,KVgR49_1,amT028,TRV75,2025-01-24,2025-01-26,ACTIve4,2025-06-01 12:00:33,oR09,2025-12-18,GRP42,Sm52,TAXk4_027,TXN509,kVGR5_38,GSK50,VKG012,Pm716,Sales OrDer 32,PsP0615,FK294,2025-02-01,Usd6,kOKR129,CUSt7016,-8,rEG062,taS01,-6,FKR012,TAXK79_115,2025-02-06,2025-01-24,OBj0228,-5,USD44,AbH42,SyS041,kVGr6_14,USer019,TAXK2_079,Xbl002,mtL0024,AgR22,sTA008,sW42,Ctx0020,PART020,1789.0,KNk0917,SP214,PRL012,ENq501,10,KAlC25,BKVF511,KVgR76_18,Vpr019,CRM_gUID1_01,hITyP2,TAXK91_02,VGB9512,2025-10-27T14:21:05.134945,iHREZ6,SUBM3228,2025-02-04,VAR091,-10,KvGR82_13,eRNAm013,DELAYED6,8518.0,VBKlA85,VTYP11,SBgRp26,StCL051,KVGR18_33,kNUMa2,Ss03,CqCHK07,XEGDR23,BSt082,-9,-4,LiFSK07,KVGR64_11,2025-01-20,wCLHDr16,2025-01-24,Aw916,KURS18,2025-12-03,2025-12-25,9,AbHoD025,vKo028,2025-01-11,ZuONr1,2025-01-05,VS108,PMop015,MONThlY9,HAND012,2025-01-27,BSTzd016,TAxK1_118,2025-02-01,2025-02-07,gRp035,HLOc027,Qm920,KAlSM80,Y82,N3,vTW00,1173392365,oRd0018,PHASE21,TAXK2_014,KvgR1_21,grP20,0,aBHOB24,us2,KaL824,2025-01-27,BpN21,STg3,kKBER03,TAxK3_52,ABRVW2296,C47,KVgR2_35,KNUM021,2025-01-03,CODEGRP1691,EUR1,vKBUr2,ctLP1,vSn02,RPl00,VBKLt71,-8,TAXK4_12,CaT92,kVgR3_13,2025-07-27,AGRZR01408,MIlL728,BSARK01224,CtRl011,gSb011,f3,2025-06-01 12:03:16,1
129,VB0083,COsT015,MaH003,MSR0027,1,TAXK2_325,KVGR61_12,aMT086,Trv24,2025-01-19,2025-01-22,ACTIVE0,2025-06-01 12:02:44,OR016,2025-12-28,GRP1318,Sm614,TaXK1_028,TxN8027,KVGR505_2,gSK3,VKG028,Pm12,SaleS ORder 25,PSp0316,FK257,2025-01-27,usD9,KoKR04,cUST000,-3,REg017,TAS026,6,Fkr023,TAXK78_015,2025-01-24,2025-01-28,OBj009,1,usD8,aBH090,syS027,kvGR6_21,USER816,TAXK8_010,XBL902,MTl021,Agr022,STA066,sw015,CTx9025,PArT223,1996.0,KnK5014,sP625,Prl016,eNQ0055,24,KAlc12,BKVf222,KVGR7_1641,VPr020,CRM_GUID2_01,HITYp74,TAxK9_06,VGB1032,2025-10-27T15:10:52.856626,iHREZ9,SUBM0017,2025-01-31,VAr01,5,KvGR86_28,ErNaM017,NO_rEaSON1,6217.0,VbKlA18,VTYP26,SBGRP23,StCL000,KVGR12_75,kNUMA07,sS037,CQChK040,xEGdR11,bST005,4,-3,lIFsK02,KVgr9_28,2025-01-24,WCLHdR1,2025-02-01,AW938,kURs14,2025-12-07,2025-12-07,-7,ABhOD00,VKO020,2025-01-12,zUONR37,2025-01-21,VS43,PMoP003,MONTHLY3,HaND097,2025-01-24,BStZD626,taXK1_012,2025-02-08,2025-02-14,gRP092,HlOC090,QM012,KAlsM11,Y2,Y5,vTw02,1206041815,oRD402,pHASE60,TAXk2_002,kVGR12_13,Grp1,-1,AbHOb14,US9,KaL04,2025-01-24,BpN928,stG2,kKBER42,TAXK9_822,ABrvW28,C186,kVGR22_17,KNum01,2025-01-22,CoDeGRP26,EUR2,vKBUR03,CtLP37,VSn91,rPL026,VBKLT2310,-1,TaXK40_019,CAt027,KVGR3_19,2025-07-19,AGrZr02,miLL026,BSaRK516,CtRl013,gSB03,f6,2025-06-01 12:03:44,-8
109,VB0058,cOST710,MaH22,MsR0016,4,TaXK3_013,KvGR46_17,AMt032,TrV60,2025-01-19,2025-01-25,AcTIvE,2025-06-01 12:02:55,OR020,2025-12-19,GrP73,SM583,taXK6_026,TXN072,KvGR53_10,Gsk16,VKG01613,Pm03,SAlEs Order 28,PSp0040,Fk096,2025-02-07,eUr1,KokR018,cUsT001,1,rEg025,tAS000,-9,FKR326,tAXK7_226,2025-02-08,2025-02-05,oBj001,-4,USD7,aBh01,sYS046,KVGR6_18,UsER009,taXK8_022,xBL0324,MtL003,AgR088,StA011,Sw514,CTX0806,PArT081,1019.0,kNK0610,sP91,prL015,Enq0027,4,KALC18,bKvF02,kVGr7_29,Vpr010,CRM_guID_025,hITyP19,TaXK9_051,vGB501,2025-10-27T13:45:37.434099,IHREz09,SuBM501,2025-02-06,vaR011,4,KvGR8_87,eRNAM036,DELAYED71,8753.0,vBKlA24,VTyp21,SbgRP2,STCL00253,KVGr10_0,KNuMa29,Ss627,CQCHK720,xEGDr2,bsT0029,8,4,LIFSk422,KVgR98_11,2025-01-07,wCLHDR80,2025-01-27,aw02,kuRS15,2025-12-13,2025-12-02,5,ABHOD941,VKo319,2025-01-21,zUOnR29,2025-01-28,VS572,PmOP81,MOnTHlY8,haND020,2025-02-07,BSTZD013,TAXK91_02,2025-01-21,2025-01-25,GRP024,HLoC043,Qm002,kALsM14,N0,Y6,VTW01688,1183845581,OrD0062,PHASE26,TAXK23_012,KVGr1_46,grP28,-6,ABhoB21,us4,KAl315,2025-01-24,BPN016,stG2,KKBeR6,TAXK82_028,AbRvW14,C0,KvGr2_10,KNUM013,2025-01-16,CoDEgRP19,usD8,VKbuR1,CTLP28,VSn519,RPL082,VbkLT1,-9,tAXK2_027,CAT51,KVGR6_65,2025-07-20,AgRzR02,MIlL04,BSaRk024,CTrL220,Gsb024,f7,2025-06-01 12:01:55,-2
