day_id,hh_member_7,arrive_date,d_purpose_category,day_is_complete,long_distance_flag,o_location_type,num_non_hh_travelers,r_mode_type_nyc,arrive_second,d_cms_zone,mode_type_nyc,hh_member_12,hh_member_11,tnc_type,d_purpose,hh_member_4,person_id,hh_id,duration_seconds,o_in_region,travel_dow,hh_member_9,park_cost,day_num
220006550106,995,2022-10-29T00:00:00.000,1,1,0,4,0,1,37,2,2,995,995,2,1,995,2200065501,22000655,941,1,6,995,,6
220025700106,995,2022-10-17T00:00:00.000,6,1,0,1,1,4,24,2,9,995,995,995,45,0,2200257001,22002570,260,1,1,995,,6
220012230101,995,2022-10-04T00:00:00.000,10,1,0,4,0,4,7,2,9,995,995,995,34,995,2200122301,22001223,284,1,2,995,,1
220007680101,995,2022-10-05T00:00:00.000,7,1,0,2,0,4,22,8,9,995,995,995,30,995,2200076801,22000768,1759,1,3,995,,1
220013060102,995,2022-10-09T00:00:00.000,7,1,0,1,0,4,0,2,9,995,995,995,30,995,2200130601,22001306,300,1,7,995,,2
220018300107,995,2022-10-18T00:00:00.000,8,1,0,2,0,4,31,4,9,995,995,995,50,995,2200183001,22001830,389,1,2,995,,7
220014400105,995,2022-10-17T00:00:00.000,1,1,0,4,0,1,52,2,2,995,995,2,1,995,2200144001,22001440,799,1,1,995,,5
220012760105,995,2022-10-09T00:00:00.000,1,1,0,4,0,1,51,2,7,995,995,995,1,995,2200127601,22001276,135,1,7,995,,5
220006070107,995,2022-10-20T00:00:00.000,3,1,0,2,0,4,39,4,9,995,995,995,11,995,2200060701,22000607,3759,1,4,995,,7
220019770101,995,2022-10-23T00:00:00.000,11,1,0,4,0,3,52,2,6,995,995,995,60,995,2200197701,22001977,1507,1,7,995,,1
220014400107,995,2022-10-19T00:00:00.000,8,1,0,1,0,4,44,2,9,995,995,995,50,995,2200144001,22001440,418,1,3,995,,7
220009910101,995,2022-10-13T00:00:00.000,1,0,0,4,0,1,47,2,7,995,995,995,1,995,2200099101,22000991,3697,1,4,995,,1
220019890102,995,2022-10-06T00:00:00.000,11,1,0,4,0,3,53,3,3,995,995,995,60,995,2200198901,22001989,774,1,4,995,,2
220025830104,995,2022-10-08T00:00:00.000,7,0,0,4,0,4,17,2,9,995,995,995,32,1,2200258301,22002583,840,1,6,995,,4
220001280101,995,2022-10-13T00:00:00.000,6,1,0,4,0,1,35,2,7,995,995,995,46,1,2200012801,22000128,243,1,4,995,,1
220006550103,995,2022-10-26T00:00:00.000,7,1,0,4,0,1,39,2,7,995,995,995,30,995,2200065501,22000655,1792,1,3,995,,3
220001050102,995,2022-10-18T00:00:00.000,1,1,0,4,0,4,42,2,9,995,995,995,1,995,2200010501,22000105,3466,1,2,995,,2
220014400107,995,2022-10-19T00:00:00.000,1,1,0,4,0,1,8,2,2,995,995,2,1,995,2200144001,22001440,637,1,3,995,,7
220018300103,995,2022-10-14T00:00:00.000,1,1,0,4,0,4,58,2,9,995,995,995,1,995,2200183001,22001830,1018,1,5,995,,3
220018170102,995,2022-10-15T00:00:00.000,6,1,0,1,0,4,51,2,9,995,995,995,48,995,2200181701,22001817,487,1,6,995,,2
220018300103,995,2022-10-14T00:00:00.000,9,1,0,4,0,4,36,2,9,995,995,995,52,995,2200183001,22001830,917,1,5,995,,3
220018300107,995,2022-10-18T00:00:00.000,8,1,0,4,0,4,58,4,9,995,995,995,50,995,2200183001,22001830,1946,1,2,995,,7
220019890104,995,2022-10-08T00:00:00.000,9,1,0,4,1,4,51,11,9,995,995,995,51,995,2200198901,22001989,556,0,6,995,,4
220019770107,995,2022-10-29T00:00:00.000,7,1,0,1,0,4,15,2,9,995,995,995,30,995,2200197701,22001977,716,1,6,995,,7
220014860101,995,2022-10-11T00:00:00.000,11,1,0,995,0,3,0,4,6,995,995,995,60,995,2200148601,22001486,0,1,2,995,,1
220011280106,995,2022-10-31T00:00:00.000,11,1,0,4,0,4,53,2,9,995,995,995,60,995,2200112801,22001128,415,1,1,995,,6
220001280105,995,2022-10-17T00:00:00.000,6,1,0,1,0,1,8,2,7,995,995,995,46,1,2200012801,22000128,942,1,1,995,,5
220013060101,995,2022-10-08T00:00:00.000,11,1,0,4,1,4,45,4,9,995,995,995,60,995,2200130601,22001306,486,1,6,995,,1
220019890104,995,2022-10-08T00:00:00.000,10,1,0,1,1,1,55,11,7,995,995,995,33,995,2200198901,22001989,1255,1,6,995,,4
220001050103,995,2022-10-19T00:00:00.000,11,1,0,4,0,3,59,2,6,995,995,995,60,995,2200010501,22000105,1947,1,3,995,,3
220014400106,995,2022-10-18T00:00:00.000,9,1,0,4,0,4,9,2,9,995,995,995,52,995,2200144001,22001440,416,1,2,995,,6
220012230103,995,2022-10-06T00:00:00.000,12,1,0,4,0,4,31,7,9,995,995,995,150,995,2200122301,22001223,665,1,4,995,,3
220001050104,995,2022-10-20T00:00:00.000,11,1,0,4,0,3,20,3,6,995,995,995,60,995,2200010501,22000105,747,1,4,995,,4
220018300103,995,2022-10-14T00:00:00.000,12,1,0,4,0,4,2,2,9,995,995,995,150,995,2200183001,22001830,3,1,5,995,,3
220019890107,995,2022-10-11T00:00:00.000,1,1,0,4,0,4,45,2,9,995,995,995,1,995,2200198901,22001989,3550,1,2,995,,7
220011280106,995,2022-10-31T00:00:00.000,1,1,0,4,0,4,9,2,9,995,995,995,1,995,2200112801,22001128,171,1,1,995,,6
220012230104,995,2022-10-07T00:00:00.000,11,1,0,4,1,2,11,7,4,995,995,995,60,995,2200122301,22001223,1036,1,5,995,,4
220025830107,995,2022-10-11T00:00:00.000,9,0,0,4,0,4,57,2,9,995,995,995,51,0,2200258301,22002583,319,1,2,995,,7
220007680103,995,2022-10-07T00:00:00.000,11,1,0,4,0,3,40,5,6,995,995,995,60,995,2200076801,22000768,539,1,5,995,,3
220019770104,995,2022-10-26T00:00:00.000,3,0,0,4,0,4,47,4,9,995,995,995,11,995,2200197701,22001977,947,1,3,995,,4
220025700105,995,2022-10-16T00:00:00.000,1,1,0,2,1,4,15,2,9,995,995,995,1,0,2200257001,22002570,393,1,7,995,,5
220006070103,995,2022-10-16T00:00:00.000,6,1,0,1,0,1,29,2,7,995,995,995,44,995,2200060701,22000607,1085,1,7,995,,3
220025700104,995,2022-10-15T00:00:00.000,2,1,0,1,1,4,10,2,9,995,995,995,10,0,2200257001,22002570,345,1,6,995,,4
220019890104,995,2022-10-08T00:00:00.000,1,1,0,4,0,4,11,2,9,995,995,995,1,995,2200198901,22001989,241,1,6,995,,4
220006550105,995,2022-10-28T00:00:00.000,8,1,0,4,0,1,38,1,7,995,995,995,50,995,2200065501,22000655,1,1,5,995,,5
220006070106,995,2022-10-19T00:00:00.000,11,1,0,1,0,4,21,1,9,995,995,995,60,995,2200060701,22000607,1599,1,3,995,,6
220018300104,995,2022-10-15T00:00:00.000,1,1,0,4,0,4,59,2,9,995,995,995,1,995,2200183001,22001830,141,1,6,995,,4
220025700107,995,2022-10-18T00:00:00.000,2,1,0,1,1,4,29,2,9,995,995,995,10,0,2200257001,22002570,10,1,2,995,,7
220011280101,995,2022-10-26T00:00:00.000,11,1,0,1,0,4,45,2,9,995,995,995,60,995,2200112801,22001128,435,1,3,995,,1
220004300105,995,2022-10-10T00:00:00.000,8,1,0,1,0,4,14,2,9,995,995,995,50,995,2200043001,22000430,82,1,1,995,,5
220006070102,995,2022-10-15T00:00:00.000,11,1,0,4,0,3,11,4,6,995,995,995,60,995,2200060701,22000607,1302,1,6,995,,2
220011280104,995,2022-10-29T00:00:00.000,9,1,0,1,0,4,52,2,9,995,995,995,51,995,2200112801,22001128,786,1,6,995,,4
220001050101,995,2022-10-17T00:00:00.000,11,1,0,4,0,3,17,2,6,995,995,995,60,995,2200010501,22000105,1385,1,1,995,,1
220025700107,995,2022-10-18T00:00:00.000,12,1,0,4,1,4,5,2,9,995,995,995,152,0,2200257001,22002570,754,1,2,995,,7
220025700106,995,2022-10-17T00:00:00.000,1,1,0,4,1,4,8,2,9,995,995,995,1,0,2200257001,22002570,344,1,1,995,,6
220004600102,995,2022-10-20T00:00:00.000,11,1,0,4,0,3,47,2,6,995,995,995,60,995,2200046001,22000460,0,1,4,995,,2
