unique_id,latitude,longitude,address,phone_status_date,cross_street_2,active_date
2023-04-17.06:00:00.629.mn-07-120391,40.800581,-73.967782,2740 BROADWAY,2023-04-17 06:00:00.629,WEST 106 STREET,2016-07-10 20:00:00.000
2023-04-17.06:00:00.629.mn-06-137072,40.75071654,-73.97408803,201 EAST 42 STREET,2023-04-17 06:00:00.629,2 AVENUE,2016-03-08 19:00:00.000
2023-04-17.06:00:00.629.qu-03-152939,40.7546986,-73.8908315,76-02 NORTHERN BOULEVARD,2023-04-17 06:00:00.629,34th Avenue,2022-10-20 20:00:00.000
2023-04-17.06:00:00.629.qu-01-125081,40.759199,-73.919649,38-04 BROADWAY,2023-04-17 06:00:00.629,STEINWAY STREET,2017-05-17 20:00:00.000
2023-04-17.06:00:00.629.mn-12-120345,40.8360182,-73.9474466,845 RIVERSIDE DRIVE,2023-04-17 06:00:00.629,RIVERSIDE DRIVE EAST,2022-12-04 19:00:00.000
2023-04-17.06:00:00.629.mn-07-133371,40.78461205,-73.97340729,481 COLUMBUS AVENUE,2023-04-17 06:00:00.629,WEST 84 STREET,2020-12-02 19:00:00.000
2023-04-17.06:00:00.629.qu-01-146088,40.7710546,-73.92149601,25-35 ASTORIA BOULEVARD,2023-04-17 06:00:00.629,CRESCENT STREET,2018-06-27 20:00:00.000
2023-04-17.06:00:00.629.mn-09-120412,40.81881338,-73.95579589,3300 BROADWAY,2023-04-17 06:00:00.629,WEST 134 STREET,2017-06-13 20:00:00.000
2023-04-17.06:00:00.629.qu-04-145913,40.74073714,-73.87936018,83-23 BROADWAY,2023-04-17 06:00:00.629,CORNISH AVENUE,2017-09-06 20:00:00.000
2023-04-17.06:00:00.629.qu-03-132974,40.7489749,-73.8910703,74-18 37 AVENUE,,74th Street,
2023-04-17.06:00:00.629.mn-09-136200,40.81366899,-73.95618997,1340 AMSTERDAM AVENUE,2023-04-17 06:00:00.629,WEST 126 STREET,2016-09-12 20:00:00.000
2023-04-17.06:00:00.629.mn-07-121302,40.78581305,-73.97829312,2282 BROADWAY,2023-04-17 06:00:00.629,WEST 83 STREET,2016-05-04 20:00:00.000
2023-04-17.06:00:00.629.mn-07-136666,40.80069,-73.96194569,980 COLUMBUS AVENUE,2023-04-17 06:00:00.629,WEST 109 STREET,2018-04-19 20:00:00.000
2023-04-17.06:00:00.629.mn-07-120395,40.79770166,-73.96924393,210 WEST 101 STREET,2023-04-17 06:00:00.629,AMSTERDAM AVENUE,2017-06-26 20:00:00.000
2023-04-17.06:00:00.629.mn-10-137208,40.8201217,-73.94377622,2640 FREDERICK DOUGLASS BOULEVARD,2023-04-17 06:00:00.629,WEST 140 STREET,2016-12-15 19:00:00.000
2023-04-17.06:00:00.629.qu-02-154903,40.744716,-73.9154721,49-01 43 AVENUE,2023-04-17 06:00:00.629,Skillman Avenue,2022-10-31 20:00:00.000
2023-04-17.06:00:00.629.qu-12-141542,40.7039284,-73.79847028,160-12 JAMAICA AVENUE,2023-04-17 06:00:00.629,UNION HALL STREET,2017-02-02 19:00:00.000
2023-04-17.06:00:00.629.qu-01-145921,40.75652086,-73.92521461,35-12 35 AVENUE,2023-04-17 06:00:00.629,36 STREET,2017-10-08 20:00:00.000
2023-04-17.06:00:00.629.mn-09-140440,40.81559377,-73.95450726,1417 AMSTERDAM AVENUE,2023-04-17 06:00:00.629,WEST 130 STREET,2017-06-13 20:00:00.000
2023-04-17.06:00:00.629.mn-11-120314,40.79682481,-73.93776628,2256 2 AVENUE,2023-04-17 06:00:00.629,EAST 115 STREET,2017-03-30 20:00:00.000
2023-04-17.06:00:00.629.qu-02-138662,40.75391039,-73.90009406,62-10 NORTHERN BOULEVARD,2023-04-17 06:00:00.629,64 STREET,2018-07-26 20:00:00.000
2023-04-17.06:00:00.629.mn-12-120650,40.84942275,-73.93352882,1422 ST. NICHOLAS AVENUE,2023-04-17 06:00:00.629,WEST 182 STREET,2018-03-11 20:00:00.000
2023-04-17.06:00:00.629.qu-12-152551,40.6835572,-73.7690859,122-01 MERRICK BOULEVARD,2023-04-17 06:00:00.629,BAISLEY BOULEVARD,2022-12-27 19:00:00.000
2023-04-17.06:00:00.629.qu-09-145912,40.70063483,-73.82709687,123-08 JAMAICA AVENUE,2023-04-17 06:00:00.629,124 STREET,2017-09-24 20:00:00.000
2023-04-17.06:00:00.629.qu-01-137830,40.75577655,-73.92362684,37-08 35 AVENUE,2023-04-17 06:00:00.629,38 STREET,2017-10-08 20:00:00.000
2023-04-17.06:00:00.629.qu-04-125340,40.74754337,-73.88409786,81-18 ROOSEVELT AVENUE,2023-04-17 06:00:00.629,81 STREET,2017-09-06 20:00:00.000
2023-04-17.06:00:00.629.mn-07-121259,40.787224,-73.971936,100 WEST 87 STREET,2023-04-17 06:00:00.629,AMSTERDAM AVENUE,2018-04-10 20:00:00.000
2023-04-17.06:00:00.629.mn-07-120285,40.796566,-73.970619,2617 BROADWAY,2023-04-17 06:00:00.629,WEST 98 STREET,2016-11-01 20:00:00.000
2023-04-17.06:00:00.629.qu-09-127841,40.69988783,-73.8311312,118-18 JAMAICA AVENUE,2023-04-17 06:00:00.629,MYRTLE AVENUE,2017-06-25 20:00:00.000
2023-04-17.06:00:00.629.qu-12-156461,40.7068698,-73.753916,204-01 HOLLIS AVENUE,,109TH AVENUE,
2023-04-17.06:00:00.629.mn-10-119988,40.80579247,-73.95426274,2190 FREDERICK DOUGLASS BOULEVARD,2023-04-17 06:00:00.629,WEST 119 STREET,2017-08-17 20:00:00.000
2023-04-17.06:00:00.629.mn-11-120070,40.8007812,-73.94624056,1421 5 AVENUE,2023-04-17 06:00:00.629,EAST 117 STREET,2017-01-24 19:00:00.000
2023-04-17.06:00:00.629.mn-11-120222,40.7922967,-73.94398813,1945 3 AVENUE,,EAST 108 STREET,2016-06-14 20:00:00.000
2023-04-17.06:00:00.629.mn-07-133625,40.79253447,-73.97312473,2498 BROADWAY,2023-04-17 06:00:00.629,WEST 92 STREET,2017-09-20 20:00:00.000
2023-04-17.06:00:00.629.mn-07-121193,40.77606852,-73.98363296,174 AMSTERDAM AVENUE,2023-04-17 06:00:00.629,WEST 66 STREET,2016-07-19 20:00:00.000
2023-04-17.06:00:00.629.qu-04-136655,40.74859468,-73.87420307,92-12 ROOSEVELT AVENUE,2023-04-17 06:00:00.629,92 STREET,2017-09-07 20:00:00.000
2023-04-17.06:00:00.629.si-01-152835,40.6448114,-74.0954559,700 RICHMOND TERRACE,2023-04-17 06:00:00.629,FRANKLIN AVENUE,2023-02-05 19:00:00.000
2023-04-17.06:00:00.629.mn-09-134916,40.80511381,-73.96678806,601 WEST 111 STREET,2023-04-17 06:00:00.629,RIVERSIDE DRIVE,2020-12-06 19:00:00.000
2023-04-17.06:00:00.629.qu-12-101876,40.6999823,-73.763267,112-55 FARMERS BOULEVARD,2023-04-17 06:00:00.629,113th Avenue,2022-11-27 19:00:00.000
2023-04-17.06:00:00.629.mn-08-120999,40.77237577,-73.95895916,198 EAST 76 STREET,2023-04-17 06:00:00.629,LEXINGTON AVENUE,2016-03-23 20:00:00.000
2023-04-17.06:00:00.629.qu-04-145899,40.74356322,-73.88378879,81-02 PETTIT AVENUE,2023-04-17 06:00:00.629,LAYTON STREET,2017-08-30 20:00:00.000
2023-04-17.06:00:00.629.mn-07-134701,40.79288708,-73.97344682033187,251 WEST 93 STREET,2023-04-17 06:00:00.629,WEST END AVENUE,2017-10-05 20:00:00.000
2023-04-17.06:00:00.629.qu-06-124234,40.72249917,-73.85077696,70-25 YELLOWSTONE BOULEVARD,2023-04-17 06:00:00.629,GERARD PLACE,2017-03-08 19:00:00.000
2023-04-17.06:00:00.629.mn-08-121004,40.773727,-73.957965,183 EAST 78 STREET,2023-04-17 06:00:00.629,LEXINGTON AVENUE,2016-03-29 20:00:00.000
2023-04-17.06:00:00.629.mn-12-131063,40.85291726,-73.93082739,590 WEST 187 STREET,2023-04-17 06:00:00.629,AUDUBON AVENUE,2018-02-28 19:00:00.000
2023-04-17.06:00:00.629.mn-10-131051,40.80260688,-73.95679626,2097 FREDERICK DOUGLASS BOULEVARD,2023-04-17 06:00:00.629,WEST 114 STREET,2016-10-19 20:00:00.000
2023-04-17.06:00:00.629.qu-09-114647,40.69190229,-73.86326155,78-14 JAMAICA AVENUE,2023-04-17 06:00:00.629,78 STREET,2017-08-08 20:00:00.000
2023-04-17.06:00:00.629.mn-07-120525,40.795399,-73.969254,765 AMSTERDAM AVENUE,2023-04-17 06:00:00.629,WEST 99 STREET,2016-11-22 19:00:00.000
2023-04-17.06:00:00.629.mn-08-121010,40.77636605,-73.95593074,1450 3 AVENUE,2023-04-17 06:00:00.629,EAST 83 STREET,2016-03-29 20:00:00.000
